objectId,ra,dec,gmag,rmag,maggmean,magrmean,g_minus_r,clr_mean,dmdt_g,dmdt_r,distpsnr1,sgmag1,brightening_g,brightening_r,last_alert,classification,classificationReliability,catalogue_table_name,association_type,separationArcsec,description
ZTF23aajiprq,179.29530654285713,-9.635977757142857,20.0543,20.22,20.1629,20.1076,-0.151699,0.055301666259765625,0.0892253,-0.00696652,8.26588,21.5219,-1.467599868774414,-0.13500022888183594,17.434675899799913,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF20acmterj,144.14487035000002,79.75822591000001,20.4119,19.9155,20.363,20.2159,0.2369,0.14710044860839844,0.00776766,0.127679,0.163497,20.8377,-0.4258003234863281,0.16190147399902344,17.430972199887037,UNCLEAR,3,GSC,UNCLEAR,0.94,"The transient is possibly associated with <em>N7B1007644</em>; an unknown-mag unclassified source found in the GSC catalogue. Its located 0.10"" S, 0.94"" W from the objects source centre."
ZTF19aaaolka,169.49883662941176,76.85843634117649,18.1425,19.93,16.1063,17.5398,-0.2761,-1.4335002899169922,-4.51927,6.06655,0.134182,20.9934,-2.850900650024414,-1.2975997924804688,17.41329859988764,CV,1,MILLIQUAS/RITTER/PS1,CV,0.13,"The transient is synonymous with <em><a href=""https://heasarc.gsfc.nasa.gov/db-perl/W3Browse/w3table.pl?popupFrom=Query+Results&tablehead=name%3Dheasarc_milliquas%26description%3DMillion+Quasars+Catalog+%28MILLIQUAS%29%2C+Version+4.8+%2822+June+2016%29%26url%3Dhttp%3A%2F%2Fheasarc.gsfc.nasa.gov%2FW3Browse%2Fgalaxy-catalog%2Fmilliquas.html%26archive%3DN%26radius%3D1%26mission%3DGALAXY+CATALOG%26priority%3D5%26tabletype%3DObject&dummy=Examples+of+query+constraints%3A&varon=name&bparam_name=%3D%22SDSSJ111759.71+765130.5%22&bparam_name%3A%3Aunit=+&bparam_name%3A%3Aformat=char25&varon=ra&bparam_ra=&bparam_ra%3A%3Aunit=degree&bparam_ra%3A%3Aformat=float8%3A.5f&varon=dec&bparam_dec=&bparam_dec%3A%3Aunit=degree&bparam_dec%3A%3Aformat=float8%3A.5f&varon=bmag&bparam_bmag=&bparam_bmag%3A%3Aunit=mag&bparam_bmag%3A%3Aformat=float8%3A4.1f&varon=rmag&bparam_rmag=&bparam_rmag%3A%3Aunit=mag&bparam_rmag%3A%3Aformat=float8%3A4.1f&varon=redshift&bparam_redshift=&bparam_redshift%3A%3Aunit=+&bparam_redshift%3A%3Aformat=float8%3A6.3f&varon=radio_name&bparam_radio_name=&bparam_radio_name%3A%3Aunit=+&bparam_radio_name%3A%3Aformat=char22&varon=xray_name&bparam_xray_name=&bparam_xray_name%3A%3Aunit=+&bparam_xray_name%3A%3Aformat=char22&bparam_lii=&bparam_lii%3A%3Aunit=degree&bparam_lii%3A%3Aformat=float8%3A.5f&bparam_bii=&bparam_bii%3A%3Aunit=degree&bparam_bii%3A%3Aformat=float8%3A.5f&bparam_broad_type=&bparam_broad_type%3A%3Aunit=+&bparam_broad_type%3A%3Aformat=char4&bparam_optical_flag=&bparam_optical_flag%3A%3Aunit=+&bparam_optical_flag%3A%3Aformat=char3&bparam_red_psf_flag=&bparam_red_psf_flag%3A%3Aunit=+&bparam_red_psf_flag%3A%3Aformat=char1&bparam_blue_psf_flag=&bparam_blue_psf_flag%3A%3Aunit=+&bparam_blue_psf_flag%3A%3Aformat=char1&bparam_ref_name=&bparam_ref_name%3A%3Aunit=+&bparam_ref_name%3A%3Aformat=char6&bparam_ref_redshift=&bparam_ref_redshift%3A%3Aunit=+&bparam_ref_redshift%3A%3Aformat=char6&bparam_qso_prob=&bparam_qso_prob%3A%3Aunit=percent&bparam_qso_prob%3A%3Aformat=int2%3A3d&bparam_alt_name_1=&bparam_alt_name_1%3A%3Aunit=+&bparam_alt_name_1%3A%3Aformat=char22&bparam_alt_name_2=&bparam_alt_name_2%3A%3Aunit=+&bparam_alt_name_2%3A%3Aformat=char22&Entry=&Coordinates=J2000&Radius=Default&Radius_unit=arcsec&NR=CheckCaches%2FGRB%2FSIMBAD%2BSesame%2FNED&Time=&ResultMax=1000&displaymode=Display&Action=Start+Search&table=heasarc_milliquas"">SDSSJ111759.71+765130.5</a></em>; an r=21.05 mag CV found in the MILLIQUAS/RITTER/PS1 catalogues. Its located 0.1"" from the CV core."
ZTF23aajjgtx,284.0012456,85.83682268333332,20.1043,19.88,19.8351,19.9736,-0.2215,-0.13850021362304688,-0.0506119,0.0371119,0.188532,-999.0,1019.1042995452881,1018.8799991607666,17.284502299968153,UNCLEAR,3,GSC,UNCLEAR,0.65,"The transient is possibly associated with <em>N0SN008595</em>; an unknown-mag unclassified source found in the GSC catalogue. Its located 0.59"" S, 0.27"" W from the objects source centre."
ZTF22absuavp,283.5786154611111,73.31539626666668,20.3264,20.6766,20.2395,20.3844,-0.0558987,-0.1448993682861328,0.149145,-0.0107907,11.0301,21.6155,-1.2890987396240234,-0.2886009216308594,17.28395830001682,UNCLEAR,3,PS1,UNCLEAR,0.35,"The transient is possibly associated with <em>195972835784839255</em>; an r=22.07 mag uncertain found in the PS1 catalogue. Its located 0.34"" S, 0.10"" W from the uncertain centre."
ZTF20aaxwzuu,259.18829493333334,54.305086466666666,20.5151,20.3996,20.5205,20.3996,,0.12090110778808594,0.00546908,,3.2126,18.3313,2.1837997436523438,3.0507984161376953,17.232557899784297,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF23aaguyic,257.71671075000006,11.21553485,20.7603,20.3009,20.7603,20.4105,0.2486,0.34980010986328125,,0.00471794,3.01814,18.1421,2.6182003021240234,2.8871002197265625,17.22857639985159,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF18abbkgnu,254.2421855,21.36079056666667,19.8362,19.9804,20.1427,19.9804,,0.16230010986328125,0.101378,,0.462593,17.9613,1.8749008178710938,2.023099899291992,17.225949099753052,CV,1,SDSS/GSC/DOWNES/PS1/RITTER,CV,0.2,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237662336799277226"">SDSS J165658+212138</a></em>; a V=18.86 mag cv found in the SDSS/GSC/DOWNES/PS1/RITTER catalogues. Its located 0.2"" from the cv core."
ZTF23aaktdyw,256.6163802666667,-3.3208396,20.0296,19.8369,20.0296,19.898,0.192709,0.13159942626953125,,0.0408735,2.61819,17.5312,2.4983997344970703,3.0160999298095703,17.207928199786693,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF17aacldol,154.94682674444445,33.96477042222222,19.4736,19.4022,19.4116,19.1405,0.0714226,0.2711009979248047,-0.43331,0.0759653,0.127707,18.9486,0.5249996185302734,0.5183010101318359,16.421423600055277,CV,1,SDSS/GSC/RITTER/PS1,CV,0.36,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237664879418146868"">SDSS J101947.26+335753.5</a></em>; a V=18.41 mag CV found in the SDSS/GSC/RITTER/PS1 catalogues. Its located 0.4"" from the CV core."
ZTF23aacrrcc,213.6633352647059,8.693506452941177,21.1651,20.3722,20.7377,20.2996,0.536301,0.4380989074707031,-0.0927496,0.12738,11.376,-999.0,1020.1651000976562,1019.372200012207,16.35635419981554,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF20abewmcj,254.4719741,47.279925225,20.5908,20.4495,20.7406,20.4495,,0.29110145568847656,0.00282997,,2.59747,18.1328,2.4580001831054688,2.8777999877929688,16.281319399829954,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF20abkzrii,254.018036825,47.3074866,20.2268,20.5145,20.3035,20.5145,-0.2244,-0.2110004425048828,0.0157415,,2.88247,17.7848,2.4420013427734375,3.0139999389648438,16.281319399829954,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF23aageyho,274.95442208,41.645384199999995,20.5878,20.6356,20.6706,20.6913,0.185501,-0.02069854736328125,0.120548,0.0280758,10.7103,-999.0,1019.5877990722656,-1.054300308227539,16.27923609968275,UNCLEAR,3,SDSS/PS1,UNCLEAR,0.14,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237668679385875781"">SDSS J181949.07+413843.2</a></em>; an r=22.85 mag uncertain found in the SDSS/PS1 catalogues. Its located 0.05"" S, 0.19"" W from the uncertain centre."
ZTF22aapgvgm,260.13463765,18.458874275,20.4292,20.5864,20.6006,20.5864,,0.014200210571289062,0.0116066,,2.86413,18.2352,2.193998336791992,3.081399917602539,16.271689800079912,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF19abvjjmh,270.98081563333335,19.828335566666667,20.3308,19.7159,20.3308,19.858,,0.47279930114746094,,0.0109518,2.69805,16.6033,3.727499008178711,3.5202999114990234,16.240370399784297,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF18adjdddu,284.0336925857143,45.62772354999999,15.8698,16.6824,16.3184,16.779,-0.812627,-0.4605998992919922,0.649963,0.0419863,0.384813,15.2017,0.6680994033813477,1.356100082397461,16.222835599910468,CV,1,GSC/RITTER/PS1/GAIA,CV,0.4,"The transient is synonymous with <em>N2EP030688</em>; a V=15.40 mag CV found in the GSC/RITTER/PS1/GAIA catalogues. Its located 0.4"" from the CV core."
ZTF23aakwodl,156.144621825,-10.8862909,19.8076,19.5782,19.8076,19.9665,-0.0881996,-0.15889930725097656,,0.309036,17.5296,-999.0,1018.8076000213623,-1.7245006561279297,15.442615699954331,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF19aaaemwo,174.6111813142857,6.322063542857143,19.3992,19.1112,19.6553,19.34,,0.31529998779296875,,0.0176049,0.133107,18.5637,0.8355007171630859,0.9391002655029297,15.435266199987382,CV,1,SDSS/GSC/DOWNES/PS1,CV,0.14,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237661970107269156"">SDSS J113826.69+061919.4</a></em>; a V=18.79 mag cv found in the SDSS/GSC/DOWNES/PS1 catalogues. Its located 0.1"" from the cv core."
ZTF22ablnacl,161.68166056874998,82.72992124375,20.5762,20.3633,20.378,20.3725,-0.115999,0.00550079345703125,35.5755,0.0277336,0.523338,20.1337,0.4425010681152344,0.14730072021484375,15.407060199882835,UNCLEAR,3,GSC,UNCLEAR,1.8,"The transient is possibly associated with <em>N758001518</em>; a B=19.95 mag unclassified source found in the GSC catalogue. Its located 1.62"" S, 0.79"" E from the objects source centre."
ZTF20abeyxev,190.06020811666667,79.65525819166668,20.3408,20.3656,20.3189,20.4557,-0.118101,-0.13680076599121094,-0.0481017,0.0404497,0.151989,20.4182,-0.07740020751953125,-0.12929916381835938,15.380069399718195,UNCLEAR,3,GSC,UNCLEAR,0.56,"The transient is possibly associated with <em>N44J002614</em>; a B=20.40 mag unclassified source found in the GSC catalogue. Its located 0.38"" S, 0.41"" W from the objects source centre."
ZTF23aaletgy,196.20266811666667,80.17851545,20.5611,20.3536,20.5263,20.4466,0.207462,0.07970046997070312,-0.0110795,0.0231825,3.22436,19.2562,1.3048992156982422,1.887899398803711,15.31991899991408,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF23aalfhjb,212.78431074,-18.429195919999998,20.32,20.1521,20.4144,20.3181,0.16795,0.09630012512207031,0.0975814,0.107522,8.30159,21.2541,-0.9341011047363281,-0.7068996429443359,15.302268499974161,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF23aajkdmm,267.914782,66.35864182,20.9999,20.285,20.5441,20.2751,0.1243,0.2689990997314453,-0.0755844,0.0252472,2.47984,-999.0,1019.9999008178711,-0.1630992889404297,15.234907399863005,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF21abchirg,268.3113654538461,67.85773143846154,20.6166,20.5793,20.7195,20.617,0.0372982,0.10249900817871094,0.0741911,0.0269881,0.385459,20.8387,-0.22209930419921875,-0.05669975280761719,15.211782400030643,UNCLEAR,3,GSC,UNCLEAR,1.73,"The transient is possibly associated with <em>N4LC003000</em>; an unknown-mag unclassified source found in the GSC catalogue. Its located 0.75"" N, 1.56"" W from the objects source centre."
ZTF23aaftouh,161.82645992727274,-5.122994509090909,18.996,19.8847,19.0257,19.518,0.0922012,-0.49230003356933594,0.014599,0.0765822,24.5096,-999.0,1017.996000289917,1018.8847007751465,14.467430599965155,UNCLEAR,3,PS1,UNCLEAR,0.08,"The transient is possibly associated with <em>101851618264142811</em>; an r=22.51 mag uncertain found in the PS1 catalogue. Its located 0.01"" N, 0.08"" E from the uncertain centre."
ZTF23aajfijg,278.32637570869565,47.94717823478262,20.3456,20.438,20.241,20.3524,0.00699997,-0.11140060424804688,468.914,-6.54037,2.98992,-999.0,1019.3456001281738,-1.4997997283935547,14.233032399788499,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF23aalmtjr,264.12409727499994,45.118117462499995,21.2538,20.6968,21.2323,20.7953,0.721399,0.4370002746582031,-0.0144214,0.0892227,13.5842,22.2271,-0.9733009338378906,-0.6065998077392578,14.232094899751246,UNCLEAR,3,SDSS/PS1,UNCLEAR,0.41,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237668681529689194"">SDSS J173629.76+450704.9</a></em>; an r=22.74 mag uncertain found in the SDSS/PS1 catalogues. Its located 0.21"" N, 0.35"" E from the uncertain centre."
ZTF20abbvbug,272.7733165,25.55777474,20.3003,20.3583,20.2409,20.385,-0.0580025,-0.14410018920898438,-0.00409943,0.00554391,2.70912,17.9025,2.3978004455566406,2.918600082397461,14.200300899799913,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF18adlczrp,290.14891015714284,37.74779328571429,19.467,19.6131,19.6909,19.4621,-0.146109,0.22880172729492188,0.209816,-0.0208576,0.0628135,20.9628,-1.4958000183105469,-0.48780059814453125,14.195277799852192,CV,1,DOWNES/RITTER,CV,0.7,"The transient is synonymous with <em>7394</em>; an unknown-mag cv found in the DOWNES/RITTER catalogues. Its located 0.7"" from the cv core."
ZTF23aalcfvl,191.5280525352941,65.60454897647058,20.5349,20.3841,20.6383,20.4895,0.243101,0.14879989624023438,0.275277,0.094251,17.0615,21.614,-1.0790996551513672,-0.7152996063232422,13.381874999962747,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF20acnzpin,196.14439983,80.29319688000001,20.2856,20.4994,20.5422,20.4528,0.101101,0.08939933776855469,0.162249,-0.0266109,0.237445,20.4299,-0.14429855346679688,0.2152996063232422,13.343437499832362,UNCLEAR,3,GSC,UNCLEAR,1.16,"The transient is possibly associated with <em>N44I001976</em>; a B=19.60 mag unclassified source found in the GSC catalogue. Its located 0.13"" N, 1.15"" E from the objects source centre."
ZTF20aavsgtf,236.3816404625,40.18160855,20.4161,20.4481,20.3341,20.4659,-0.193399,-0.13179969787597656,-0.074727,0.00187941,2.66767,17.9079,2.508199691772461,2.7585983276367188,13.320138900075108,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF18aahbeme,241.20916082999997,41.724564529999995,19.4142,20.2443,18.8828,19.2817,-0.677401,-0.39890098571777344,0.0736556,-0.408344,0.0978069,17.8407,1.5734996795654297,2.292501449584961,13.316597199998796,CV,1,SDSS/GSC/PS1/DOWNES,CV,0.13,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237659163348238464"">SDSS J160450+414328.5</a></em>; a V=17.43 mag cv found in the SDSS/GSC/PS1/DOWNES catalogues. Its located 0.1"" from the cv core."
ZTF22abtoqgn,208.29500984444448,78.86430131111109,20.2884,20.3034,20.3517,20.2174,0.0521011,0.13430023193359375,0.0124079,-0.0378328,0.334986,20.4353,-0.14690017700195312,-0.08250045776367188,13.279930599965155,UNCLEAR,3,NED/GSC,UNCLEAR,0.62,"The transient is possibly associated with <em><a href=""https://ned.ipac.caltech.edu/cgi-bin/objsearch?objname=GALEXASCJ135310.76%2B785151.8&extend=no&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=RA+or+Longitude&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES"">GALEXASCJ135310.76%2B785151.8</a></em>; a B=20.06 mag unclassified source found in the NED/GSC catalogues. Its located 0.36"" N, 0.51"" E from the objects source centre."
ZTF23aajevif,221.74243223999997,5.0859637,20.5394,20.3365,20.6317,20.5792,0.202852,0.05249977111816406,0.0907403,0.126893,16.9536,-999.0,1019.539400100708,-1.4295005798339844,13.273495399858803,UNCLEAR,3,PS1,UNCLEAR,0.41,"The transient is possibly associated with <em>114102217424393621</em>; an r=22.63 mag uncertain found in the PS1 catalogue. Its located 0.11"" S, 0.39"" W from the uncertain centre."
ZTF23aajfbyj,244.90537036,38.85470348,20.8633,20.6112,20.8633,20.781,,0.08230018615722656,,0.0059658,1.40112,-999.0,1019.8633003234863,1019.6112003326416,13.264537000097334,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF22abqakap,250.03181755,78.81084928333334,20.3633,20.2321,20.503,20.3222,0.13122,0.1807994842529297,0.028059,0.00611637,0.268481,21.4459,-1.0825996398925781,-0.8415012359619141,13.26070600003004,UNCLEAR,3,SDSS/GSC,UNCLEAR,0.33,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237656564354056936"">SDSS J164007.62+784838.9</a></em>; an r=21.49 mag unclassified source found in the SDSS/GSC catalogues. Its located 0.33"" N, 0.15"" W from the objects source centre."
ZTF23aacvfeq,233.7727804,67.84590604545454,21.0235,20.4844,20.8977,20.4927,0.539124,0.404998779296875,-0.0145436,0.0438827,0.766087,19.7691,1.2544002532958984,0.8046989440917969,13.259259299840778,UNCLEAR,3,GSC,UNCLEAR,0.43,"The transient is possibly associated with <em>N4QC001338</em>; an unknown-mag unclassified source found in the GSC catalogue. Its located 0.09"" N, 0.42"" E from the objects source centre."
ZTF23aaltnmv,250.575863975,11.034573850000001,20.8593,20.5442,20.9727,20.5528,,0.41990089416503906,0.00992888,0.00143991,2.75328,19.0647,1.7946014404296875,2.4906005859375,13.255439799744636,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF22aammwxp,306.01517433333333,-3.060668966666667,20.3399,20.169,20.3399,20.2889,,0.050998687744140625,,0.118802,2.70665,17.2462,3.093698501586914,3.3288002014160156,13.225081000011414,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF18abkwvnm,302.63574893,22.555500950000003,20.2336,20.177,20.1027,19.9973,0.2465,0.10540008544921875,-0.0885629,0.797,4.9066,-999.0,1019.2336006164551,-1.6825008392333984,13.22319439984858,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF21acmgjuq,287.79088855555557,80.41121804444444,20.5253,20.5057,20.5334,20.5035,0.0196075,0.02989959716796875,0.00910574,0.101385,0.0959037,20.6666,-0.14130020141601562,0.09359931945800781,13.203194399829954,UNCLEAR,3,GSC,UNCLEAR,0.42,"The transient is possibly associated with <em>N0Z1001655</em>; a V=19.34 mag unclassified source found in the GSC catalogue. Its located 0.20"" S, 0.37"" W from the objects source centre."
ZTF19abexfmj,292.41873508,-12.29931006,20.4951,19.6346,20.0345,19.646,0.3477,0.3885002136230469,-0.127595,0.00763799,2.51769,20.4436,0.05150032043457031,-0.18230056762695312,13.1929977000691,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF23aaemgto,173.802207296,-13.513294988,20.3988,19.4047,19.3938,18.8952,0.9888,0.4986000061035156,0.0973115,0.00504337,12.5527,-999.0,1019.3987998962402,-2.880901336669922,12.41020829975605,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF23aaazegi,201.02178079166666,-3.5614097333333334,20.518,19.9298,20.7083,20.0126,0.698599,0.6956996917724609,0.187728,0.174052,13.7381,21.4692,-0.9512004852294922,-1.7868995666503906,12.401562499813735,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF23aajhxdk,190.15799235,14.292757216666667,19.8251,20.1527,19.9614,20.2099,,-0.24850082397460938,0.0425739,0.0587052,18.8878,21.9451,-2.1200008392333984,-1.7028999328613281,12.388692100066692,UNCLEAR,3,SDSS/PS1,UNCLEAR,0.11,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237662524694331806"">SDSS J124037.92+141733.7</a></em>; an r=23.39 mag uncertain found in the SDSS/PS1 catalogues. Its located 0.01"" N, 0.11"" W from the uncertain centre."
ZTF23aajhrlq,168.39409046818182,33.01802282727272,19.9072,19.7907,19.728,19.788,0.116545,-0.05999946594238281,-11.7613,163.318,19.758,-999.0,1018.9071998596191,-2.3664989471435547,12.383518499787897,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF20aavcwqw,249.2521004875,25.464045812500004,20.1861,20.5665,20.3028,20.5665,-0.2833,-0.2637004852294922,0.0964036,,2.99914,17.7564,2.4297008514404297,3.312398910522461,12.342453700024635,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF22aajfeei,252.7893686333333,40.30107973333333,20.9258,20.763,20.9258,20.8757,,0.05010032653808594,,0.037278,2.9049,19.6481,1.277700424194336,2.3436012268066406,12.284687499981374,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF23aajosah,251.55878270000002,31.556320820000003,20.9495,20.6176,20.8301,20.6054,,0.2246990203857422,-0.00917474,0.00514022,2.79383,18.2992,2.650299072265625,2.894498825073242,12.28374999994412,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF20aasxdmx,261.5585413333333,3.080179,20.8813,20.4505,20.8813,20.5201,,0.36120033264160156,,0.0353493,3.31603,17.9712,2.9100990295410156,3.4265003204345703,12.265705999918282,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF21aauzvzl,281.98824726,44.21008248,20.6371,20.6338,20.6638,20.7126,,-0.048801422119140625,-0.0083263,0.0795661,2.73593,18.0133,2.623800277709961,3.2385005950927734,12.25857640011236,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF18aaimyrh,265.13933179230764,41.7989066076923,20.8131,20.3626,20.7135,20.4234,,0.2900981903076172,519.494,,0.120655,19.7785,1.0346012115478516,0.5326004028320312,12.257615699898452,CV,1,GSC/RITTER/PS1,CV,0.13,"The transient is synonymous with <em>N3D2008413</em>; a B=19.46 mag CV found in the GSC/RITTER/PS1 catalogues. Its located 0.1"" from the CV core."
ZTF23aaecmml,278.31631603333335,16.445095733333336,20.0889,20.4229,20.4329,20.4229,0.354101,0.010000228881835938,0.0255101,,4.12486,21.8591,-1.7702007293701172,-0.5931015014648438,12.225081000011414,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF23aajovsz,282.6839632,54.1000683,20.7034,20.8173,20.802,20.7708,,0.031200408935546875,0.0328768,-0.0132613,2.96577,18.9772,1.7262001037597656,2.281301498413086,12.219548599794507,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF22abcacub,286.7575062,51.665775280000005,20.74,20.9181,20.8506,20.6962,0.2943,0.15439987182617188,0.0324678,-0.0834963,0.258349,21.4722,-0.7322006225585938,-0.3027992248535156,12.218599499668926,UNCLEAR,3,GSC/PS1,UNCLEAR,0.28,"The transient is possibly associated with <em>N103026707</em>; a B=20.79 mag unclassified source found in the GSC/PS1 catalogues. Its located 0.46"" S, 0.14"" W from the objects source centre."
ZTF23aalzbie,292.1541408,53.49168383333333,20.569,20.891,20.7268,20.891,,-0.1641998291015625,0.0112705,,2.2635,19.7615,0.8075008392333984,1019.8910007476807,12.218599499668926,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF20abwbxet,310.9725085333334,18.394066066666667,20.5994,20.4634,20.5994,20.4969,,0.10249900817871094,,0.00833896,2.6176,18.228,2.37139892578125,3.137500762939453,12.196493099909276,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF20abcpjxb,301.20288696666665,68.69585526666667,20.9043,20.2717,20.9043,20.3359,0.504301,0.5684013366699219,,0.00458324,2.58958,18.2093,2.6950016021728516,2.8764991760253906,12.1898147999309,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF23aafsqod,181.33013092000002,0.5736438500000001,19.9066,19.7298,19.7241,19.7476,-0.1483,-0.023500442504882812,-0.111619,0.00462136,6.31464,21.7741,-1.8674983978271484,-1.269500732421875,11.461435199715197,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF23aaltowo,296.4041595666667,-6.4851873,20.1741,19.7918,20.1741,19.9391,0.087801,0.2350006103515625,,0.143018,12.4646,21.728,-1.5538997650146484,-0.9712009429931641,11.187442099675536,UNCLEAR,3,PS1,UNCLEAR,0.5,"The transient is possibly associated with <em>100212964041228223</em>; an i=22.86 mag uncertain found in the PS1 catalogue. Its located 0.36"" S, 0.35"" E from the uncertain centre."
ZTF23aahinbe,309.41109565,14.919896609375002,20.4021,19.9316,19.7545,19.6438,0.496,0.11069869995117188,119.487,27.5217,5.59653,21.7031,-1.3010005950927734,-0.5806999206542969,11.185023100115359,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF23aaiyqpf,190.90080163846153,12.795021423076925,19.9339,19.8949,19.8373,19.9534,-0.308399,-0.11610031127929688,0.0468218,0.169402,12.8712,-999.0,1018.9339008331299,1018.8948993682861,10.351944399997592,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF20abizeas,261.50649906666666,3.0145888000000003,20.7143,20.4577,20.7143,20.5127,,0.2016010284423828,,0.0139274,2.65937,17.5141,3.2002010345458984,3.530000686645508,10.301087999716401,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF23aamcjmm,259.0371844,54.137412875,20.6989,20.588,20.6989,20.5962,,0.10269927978515625,,0.0246744,2.79097,18.5082,2.1907005310058594,2.2677993774414062,10.25741899991408,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF20aboanfl,273.72804992,61.539380560000005,21.1598,20.411,21.1598,20.4689,,0.6908988952636719,,0.0676063,2.90131,19.1502,2.0095996856689453,2.4210987091064453,10.256006899755448,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF20abaphoi,282.9793021666666,54.11782763333333,20.2178,20.3846,20.2283,20.4514,-0.252899,-0.2231006622314453,-0.0118583,0.0103007,2.9836,18.0856,2.132200241088867,2.601400375366211,10.255034700036049,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF21aaswutl,245.98553265454547,17.32573275454546,20.2136,19.8348,20.2046,19.8026,0.463099,0.40199851989746094,0.0417641,-0.00323257,2.98108,17.2779,2.935699462890625,3.087200164794922,10.23793979967013,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF20abnxxws,260.37389486666666,32.01095963333333,20.5642,20.9969,20.6944,20.9969,-0.1723,-0.30249977111816406,0.019921,,3.39694,17.9077,2.6564998626708984,3.8143997192382812,10.21546299988404,ORPHAN,0,0,0,0.0,No contexual information is available for this transient
ZTF22aacywwq,230.49437089166668,80.5516655,20.3794,20.365,20.2619,20.3829,-0.0974007,-0.12100028991699219,-0.0785001,0.0827425,0.021724,20.1279,0.25150108337402344,0.4902992248535156,10.213414399884641,UNCLEAR,3,GSC,UNCLEAR,0.74,"The transient is possibly associated with <em>N44Y005218</em>; a V=18.68 mag unclassified source found in the GSC catalogue. Its located 0.26"" N, 0.69"" W from the objects source centre."
