objectId,ra,dec,gmag,rmag,maggmean,magrmean,g_minus_r,clr_mean,dmdt_g,dmdt_r,distpsnr1,sgmag1,brightening_g,brightening_r,last_alert,classification,classificationReliability,catalogue_table_name,separationArcsec,tns_prefix,association_type,description
ZTF19aavigow,270.61615036,8.109584790000001,20.5054,20.0995,19.5654,19.1589,0.405949,0.40649986267089844,-0.203951,-1.21426,0.175212,-999.0,1019.5053997039795,-1.2307987213134766,0.41371527407318354,SN,2,PS1,0.25,AT,SN,"The transient is possibly associated with <em>117732706160831930</em>; an r=22.23 mag galaxy found in the PS1 catalogue. Its located 0.25"" S, 0.02"" W from the galaxy centre."
ZTF19aawsczv,327.58212160000005,-9.065449362499999,20.429,20.1726,20.4466,20.1269,,0.3197002410888672,,,0.34642,21.5168,-1.087799072265625,-0.5622997283935547,0.3288772739470005,SN,2,NED/SDSS/PS1,0.39,AT,SN,"The transient is possibly associated with <em><a href=""https://ned.ipac.caltech.edu/cgi-bin/objsearch?objname=SDSSJ215019.70-090355.3&extend=no&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=RA+or+Longitude&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES"">SDSSJ215019.70-090355.3</a></em>; an r=20.52 mag galaxy found in the NED/SDSS/PS1 catalogues. Its located 0.36"" S, 0.27"" E from the galaxy centre."
ZTF19aayvpky,317.37163350000003,-20.73114206,16.8272,16.9418,16.8174,17.0343,-0.114603,-0.21689987182617188,-41.3065,20.5587,0.121439,19.505,-2.6777992248535156,-2.6265010833740234,0.3293634741567075,VS,2,2MASS/GAIA,0.12,AT,VS,"The transient is possibly associated with <em>21092919-2043516</em>; a J=16.72 mag stellar source found in the 2MASS/GAIA catalogues. Its located 0.47"" S, 0.03"" W from the stellar source centre."
ZTF19abcrtcl,280.8549719,78.08138701333334,20.132,19.7702,19.9911,19.7361,0.411699,0.2550010681152344,-0.0171305,-0.0108633,0.154192,-999.0,1019.1319999694824,-0.8645992279052734,0.40651617432013154,SN,2,SDSS/PS1,0.04,AT,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237663272553808597"">SDSS J184325.20+780453.0</a></em>; an r=20.72 mag galaxy found in the SDSS/PS1 catalogues. Its located 0.04"" N, 0.02"" W from the galaxy centre."
ZTF19abqivge,294.40511023749997,-13.4785525125,17.3195,17.5207,17.4799,17.7266,-0.201189,-0.24670028686523438,0.0472975,0.210436,0.0467556,22.2205,-4.9010009765625,-4.177999496459961,0.39406247390434146,SN,2,PS1,0.12,AT,SN,"The transient is possibly associated with <em>91822944051616109</em>; an r=22.61 mag galaxy found in the PS1 catalogue. Its located 0.09"" S, 0.07"" W from the galaxy centre."
ZTF19abzmoox,238.34065105384613,24.45101886153846,20.1225,20.3937,20.1622,20.2072,-0.271227,-0.0449981689453125,0.0488031,-0.0168253,0.241665,21.4173,-1.2947998046875,0.03240013122558594,0.5230092741549015,SN,2,NED/SDSS/PS1,0.19,AT,SN,"The transient is possibly associated with <em><a href=""https://ned.ipac.caltech.edu/cgi-bin/objsearch?objname=SDSSJ155321.75%2B242703.5&extend=no&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=RA+or+Longitude&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES"">SDSSJ155321.75%2B242703.5</a></em>; an r=19.85 mag galaxy found in the NED/SDSS/PS1 catalogues. Its located 0.16"" N, 0.21"" W from the galaxy centre."
ZTF19acfvcsf,263.34418653333336,15.222831744444441,20.83,19.7951,20.83,20.3119,0.3491,0.5181007385253906,,0.115964,0.0707078,21.5495,-0.7194995880126953,-1.7898998260498047,0.4948495742864907,SN,2,PS1,0.16,AT,SN,"The transient is possibly associated with <em>126262633441997898</em>; an r=21.47 mag galaxy found in the PS1 catalogue. Its located 0.08"" S, 0.14"" W from the galaxy centre."
ZTF19adepqtz,10.08431414,37.43434286,19.9392,19.6053,19.9392,19.3306,0.2353,0.6085987091064453,,-0.214694,0.703333,20.5225,-0.5832996368408203,-0.7710990905761719,0.31158567406237125,SN,2,PS1,0.75,AT,SN,"The transient is possibly associated with <em>152920100839471782</em>; an r=20.08 mag galaxy found in the PS1 catalogue. Its located 0.01"" N, 0.75"" E from the galaxy centre."
ZTF19adkpvtn,36.2982301,80.422596,18.6601,18.9305,18.6601,18.9305,-0.270395,-0.2703990936279297,,,0.179722,21.2097,-2.5495986938476562,-1.7437000274658203,0.31486107409000397,VS,2,GAIA,0.18,AT,VS,"The transient is possibly associated with <em>568658342914945792</em>; a G=19.81 mag stellar source found in the GAIA catalogue. Its located 0.13"" N, 0.12"" W from the stellar source centre."
ZTF20aadcbjr,218.47155214,-5.755263820000001,19.349,19.5768,19.7319,19.6895,-0.0732994,0.04239845275878906,0.0229266,0.00686163,0.562995,20.3763,-1.0272998809814453,-0.006900787353515625,0.5599999739788473,VS,2,2MASS,1.64,AT,VS,"The transient is possibly associated with <em>14335317-0545204</em>; a J=16.70 mag stellar source found in the 2MASS catalogue. Its located 1.64"" N, 0.04"" W from the stellar source centre."
ZTF20aanakaz,13.92663097142857,42.493885571428564,19.7906,19.7328,19.9448,19.8481,0.118801,0.09669876098632812,0.0202092,0.0308042,0.0785738,21.4418,-1.6511993408203125,-0.7217006683349609,0.3468402740545571,SN,2,SDSS/PS1,0.02,AT,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237659934294606966"">SDSS J005542.38+422937.9</a></em>; an r=20.08 mag galaxy found in the SDSS/PS1 catalogues. Its located 0.00"" N, 0.02"" W from the galaxy centre."
ZTF20aasivtu,276.63610561499996,21.152166854999997,18.1384,18.0395,18.1531,18.0556,0.0989399,0.09749984741210938,0.00631214,-0.0141598,0.119731,19.1271,-0.9887008666992188,-0.36440086364746094,0.3758333739824593,SN,2,SDSS/2MASS/GAIA/PS1,0.11,AT,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237666209784857127"">SDSS J182632.65+210907.7</a></em>; a J=16.01 mag galaxy found in the SDSS/2MASS/GAIA/PS1 catalogues. Its located 0.07"" S, 0.14"" E from the galaxy centre."
ZTF20aavijap,225.69903561176469,-14.313560799999998,19.2699,19.3122,19.2371,19.3535,-0.0422668,-0.11639976501464844,0.00359184,0.0266717,0.209109,19.831,-0.5611000061035156,-0.4118003845214844,0.5609374740161002,SN,2,PS1,0.13,AT,SN,"The transient is possibly associated with <em>90822256990034086</em>; an r=19.53 mag galaxy found in the PS1 catalogue. Its located 0.12"" N, 0.05"" E from the galaxy centre."
ZTF20abhtvor,10.5024645,41.14675937142858,19.6802,19.6634,19.5476,19.5833,-0.0855007,-0.03569984436035156,-0.0338695,-0.074384,1.28602,-999.0,1018.6802005767822,-1.4806995391845703,0.3468402740545571,SN,2,NED D,661.59,AT,SN,"The transient is possibly associated with <em><a href=""https://ned.ipac.caltech.edu/cgi-bin/objsearch?objname=MESSIER031&extend=no&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=RA+or+Longitude&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES"">MESSIER031</a></em>; a 4.36 mag galaxy found in the NED_D catalogue. Its located 440.23"" S, 493.86"" W (2.4 Kpc) from the galaxy centre. A host distance of 0.7 Mpc implies a <em>m - M =</em> 24.36."
ZTF20abkkgev,229.22893277500003,-3.27302519,19.4613,19.5177,19.5207,19.6152,-0.0563507,-0.09449958801269531,-0.0116228,-0.0209257,0.244936,21.3322,-1.8708992004394531,-1.0177993774414062,0.5442129741422832,SN,2,PS1,0.22,AT,SN,"The transient is possibly associated with <em>104072292289712853</em>; an r=20.59 mag galaxy found in the PS1 catalogue. Its located 0.02"" N, 0.22"" E from the galaxy centre."
ZTF20abnighe,228.45642585599998,41.452359144,20.0615,19.9828,19.8939,19.9023,0.0786572,-0.00839996337890625,-0.0768261,-0.0805691,0.058127,21.3957,-1.3341999053955078,-0.3753013610839844,0.5494791739620268,SN,2,NED/SDSS/PS1,0.03,AT,SN,"The transient is possibly associated with <em><a href=""https://ned.ipac.caltech.edu/cgi-bin/objsearch?objname=SDSSJ151349.54%2B412708.4&extend=no&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=RA+or+Longitude&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES"">SDSSJ151349.54%2B412708.4</a></em>; an r=20.07 mag galaxy found in the NED/SDSS/PS1 catalogues. Its located 0.07"" S, 0.09"" E from the galaxy centre."
ZTF20achxjie,306.4658266571428,-27.16835267857143,19.2573,19.6041,19.2454,19.5464,-0.365799,-0.30100059509277344,-0.0047457,-0.0161801,0.130934,20.2187,-0.9614009857177734,0.1462993621826172,0.3737384742125869,SN,2,PS1,0.07,AT,SN,"The transient is possibly associated with <em>75393064658268232</em>; an r=19.06 mag galaxy found in the PS1 catalogue. Its located 0.03"" N, 0.06"" W from the galaxy centre."
ZTF21aazywsl,249.36803752499998,49.218033887500006,18.8493,18.8764,18.7822,18.8918,-0.0271015,-0.10960006713867188,-0.0386371,0.0298781,0.104431,20.3589,-1.5095996856689453,-1.2541999816894531,0.4828934739343822,SN,2,SDSS/PS1,0.08,AT,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237662701328859577"">SDSS J163728.32+491304.9</a></em>; an r=19.87 mag galaxy found in the SDSS/PS1 catalogues. Its located 0.12"" S, 0.03"" W from the galaxy centre."
ZTF21abhsyys,265.41874384000005,2.85860232,17.8928,18.0332,17.8928,18.8337,-0.140371,-0.9409008026123047,,1.04329,0.0980921,-999.0,1016.8927993774414,-4.196100234985352,0.4967708741314709,SN,2,PS1,8.58,AT,SN,"The transient is possibly associated with <em>111432654166502228</em>; an r=18.28 mag galaxy found in the PS1 catalogue. Its located 4.33"" S, 7.40"" E from the galaxy centre."
