,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__solver,param_clf__shrinkage,params,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,split4_test_balanced_accuracy,split5_test_balanced_accuracy,split6_test_balanced_accuracy,split7_test_balanced_accuracy,split8_test_balanced_accuracy,split9_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,split5_test_precision_macro,split6_test_precision_macro,split7_test_precision_macro,split8_test_precision_macro,split9_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_precision_weighted,split1_test_precision_weighted,split2_test_precision_weighted,split3_test_precision_weighted,split4_test_precision_weighted,split5_test_precision_weighted,split6_test_precision_weighted,split7_test_precision_weighted,split8_test_precision_weighted,split9_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,split4_test_recall_macro,split5_test_recall_macro,split6_test_recall_macro,split7_test_recall_macro,split8_test_recall_macro,split9_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_recall_weighted,split1_test_recall_weighted,split2_test_recall_weighted,split3_test_recall_weighted,split4_test_recall_weighted,split5_test_recall_weighted,split6_test_recall_weighted,split7_test_recall_weighted,split8_test_recall_weighted,split9_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,split5_test_f1_macro,split6_test_f1_macro,split7_test_f1_macro,split8_test_f1_macro,split9_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,split5_test_f1_weighted,split6_test_f1_weighted,split7_test_f1_weighted,split8_test_f1_weighted,split9_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_test_auc_macro,split1_test_auc_macro,split2_test_auc_macro,split3_test_auc_macro,split4_test_auc_macro,split5_test_auc_macro,split6_test_auc_macro,split7_test_auc_macro,split8_test_auc_macro,split9_test_auc_macro,mean_test_auc_macro,std_test_auc_macro,rank_test_auc_macro
20,0.44275171756744386,0.013766551643732259,0.05812983512878418,0.007901472706393848,lsqr,0.8,"{'clf__solver': 'lsqr', 'clf__shrinkage': 0.8}",0.6089506172839507,0.5360269360269361,0.6107744107744107,0.688914788914789,0.5201502201502202,0.4823232323232323,0.520398428731762,0.4801066217732885,0.5173961840628506,0.6258417508417509,0.5590883190883191,0.06624406804145733,13,0.5195156695156694,0.4557726224392892,0.5565365961199294,0.5665364470920026,0.45327635327635335,0.42643097643097644,0.46269502102835436,0.42323021358109075,0.47297856464523136,0.5558794503520671,0.48928519144809635,0.05248406372145218,13,0.7385123127697385,0.6444105949056445,0.7136767248153386,0.7337990209277337,0.676009139375476,0.624047404740474,0.6664829120274666,0.6416081111870585,0.6823324175824176,0.7477237998647734,0.6868602438196121,0.04200398244648379,17,0.6089506172839507,0.5360269360269361,0.6107744107744107,0.688914788914789,0.5201502201502202,0.4823232323232323,0.520398428731762,0.4801066217732885,0.5173961840628506,0.6258417508417509,0.5590883190883191,0.06624406804145733,13,0.6336633663366337,0.5445544554455446,0.6633663366336634,0.6336633663366337,0.5841584158415841,0.5445544554455446,0.594059405940594,0.55,0.56,0.65,0.59580198019802,0.04374947616866789,17,0.538210455710952,0.46947883175953353,0.5732913686474058,0.591371961179172,0.47054290315159875,0.43297291250507625,0.47469000590551264,0.429621095750128,0.47314169311895937,0.5685139662617504,0.502183519399009,0.056950884342016485,17,0.6551798432629785,0.5683381872021789,0.6759812646457038,0.6529963664494209,0.6025111206772851,0.5659638416282503,0.6167939421482866,0.5710066564260113,0.5901400486413274,0.6752851052251535,0.6174196376306597,0.04200844814098456,17,,,,,,,,,,,,,1
21,0.466816782951355,0.014270744145171778,0.0583932638168335,0.006263182253968892,eigen,0.8,"{'clf__solver': 'eigen', 'clf__shrinkage': 0.8}",0.6089506172839507,0.5360269360269361,0.6107744107744107,0.688914788914789,0.5201502201502202,0.4823232323232323,0.520398428731762,0.4801066217732885,0.5173961840628506,0.6258417508417509,0.5590883190883191,0.06624406804145733,13,0.5195156695156694,0.4557726224392892,0.5565365961199294,0.5665364470920026,0.45327635327635335,0.42643097643097644,0.46269502102835436,0.42323021358109075,0.47297856464523136,0.5558794503520671,0.48928519144809635,0.05248406372145218,13,0.7385123127697385,0.6444105949056445,0.7136767248153386,0.7337990209277337,0.676009139375476,0.624047404740474,0.6664829120274666,0.6416081111870585,0.6823324175824176,0.7477237998647734,0.6868602438196121,0.04200398244648379,17,0.6089506172839507,0.5360269360269361,0.6107744107744107,0.688914788914789,0.5201502201502202,0.4823232323232323,0.520398428731762,0.4801066217732885,0.5173961840628506,0.6258417508417509,0.5590883190883191,0.06624406804145733,13,0.6336633663366337,0.5445544554455446,0.6633663366336634,0.6336633663366337,0.5841584158415841,0.5445544554455446,0.594059405940594,0.55,0.56,0.65,0.59580198019802,0.04374947616866789,17,0.538210455710952,0.46947883175953353,0.5732913686474058,0.591371961179172,0.47054290315159875,0.43297291250507625,0.47469000590551264,0.429621095750128,0.47314169311895937,0.5685139662617504,0.502183519399009,0.056950884342016485,17,0.6551798432629785,0.5683381872021789,0.6759812646457038,0.6529963664494209,0.6025111206772851,0.5659638416282503,0.6167939421482866,0.5710066564260113,0.5901400486413274,0.6752851052251535,0.6174196376306597,0.04200844814098456,17,,,,,,,,,,,,,1
22,0.4631141185760498,0.016437008340365853,0.05806984901428223,0.00752925659162142,lsqr,0.9,"{'clf__solver': 'lsqr', 'clf__shrinkage': 0.9}",0.5861111111111111,0.4967171717171717,0.6367003367003368,0.6586117586117586,0.5546620046620047,0.5038720538720539,0.5796576879910214,0.4540123456790123,0.516358024691358,0.6064814814814815,0.559318397651731,0.0625722618048196,11,0.4965145965145965,0.42117450450783783,0.5573633156966491,0.531607898274565,0.4676068376068376,0.4405860104135966,0.48966618308016163,0.3969542730327044,0.46216931216931223,0.5392314475647809,0.4802874378861041,0.04990408912471294,19,0.7013882157446515,0.6165701735008665,0.7288071664309288,0.7033106607364035,0.6807670547274508,0.624285439153995,0.686817057281765,0.6158201053848112,0.6692857142857143,0.7433748473748474,0.6770426434621435,0.04326692095433211,19,0.5861111111111111,0.4967171717171717,0.6367003367003368,0.6586117586117586,0.5546620046620047,0.5038720538720539,0.5796576879910214,0.4540123456790123,0.516358024691358,0.6064814814814815,0.559318397651731,0.0625722618048196,11,0.6039603960396039,0.49504950495049505,0.6633663366336634,0.6138613861386139,0.5841584158415841,0.5346534653465347,0.6237623762376238,0.5,0.54,0.6,0.5758811881188118,0.053015400432990106,19,0.5178232948287178,0.4287248813564603,0.5805299284917448,0.5663015357850911,0.4853871124402525,0.4513851185813526,0.5122323443479274,0.3997803766552519,0.4595147684183147,0.5403062079532668,0.49419855688583797,0.056547677839207354,19,0.6242382948277049,0.5249041734711354,0.6781575552871877,0.6285215930781008,0.598419759160181,0.5611400207732824,0.636613094984183,0.5262833857286308,0.5623821745326658,0.6302147166558931,0.5970874768498965,0.04866150212790998,19,,,,,,,,,,,,,1
23,0.4628636121749878,0.010895076663860054,0.05587544441223145,0.005082337381192385,eigen,0.9,"{'clf__solver': 'eigen', 'clf__shrinkage': 0.9}",0.5861111111111111,0.4967171717171717,0.6367003367003368,0.6586117586117586,0.5546620046620047,0.5038720538720539,0.5796576879910214,0.4540123456790123,0.516358024691358,0.6064814814814815,0.559318397651731,0.0625722618048196,11,0.4965145965145965,0.42117450450783783,0.5573633156966491,0.531607898274565,0.4676068376068376,0.4405860104135966,0.48966618308016163,0.3969542730327044,0.46216931216931223,0.5392314475647809,0.4802874378861041,0.04990408912471294,19,0.7013882157446515,0.6165701735008665,0.7288071664309288,0.7033106607364035,0.6807670547274508,0.624285439153995,0.686817057281765,0.6158201053848112,0.6692857142857143,0.7433748473748474,0.6770426434621435,0.04326692095433211,19,0.5861111111111111,0.4967171717171717,0.6367003367003368,0.6586117586117586,0.5546620046620047,0.5038720538720539,0.5796576879910214,0.4540123456790123,0.516358024691358,0.6064814814814815,0.559318397651731,0.0625722618048196,11,0.6039603960396039,0.49504950495049505,0.6633663366336634,0.6138613861386139,0.5841584158415841,0.5346534653465347,0.6237623762376238,0.5,0.54,0.6,0.5758811881188118,0.053015400432990106,19,0.5178232948287178,0.4287248813564603,0.5805299284917448,0.5663015357850911,0.4853871124402525,0.4513851185813526,0.5122323443479274,0.3997803766552519,0.4595147684183147,0.5403062079532668,0.49419855688583797,0.056547677839207354,19,0.6242382948277049,0.5249041734711354,0.6781575552871877,0.6285215930781008,0.598419759160181,0.5611400207732824,0.636613094984183,0.5262833857286308,0.5623821745326658,0.6302147166558931,0.5970874768498965,0.04866150212790998,19,,,,,,,,,,,,,1
24,0.4435373306274414,0.013845061006254034,0.05712728500366211,0.006428373194458677,lsqr,1.0,"{'clf__solver': 'lsqr', 'clf__shrinkage': 1.0}",0.520679012345679,0.40378787878787875,0.5553030303030303,0.5857549857549857,0.4867327117327117,0.4835858585858586,0.49882154882154883,0.4643939393939394,0.45014029180695847,0.5143097643097643,0.49635090218423555,0.049364929397967994,21,0.4340588423921757,0.3584184334184334,0.4964908548241881,0.47307692307692306,0.4158371269826378,0.4095670995670996,0.4169161702495036,0.40629598922437793,0.3900827567494234,0.44304447988658513,0.4243788676371348,0.037703820160148796,24,0.6526302630263026,0.5565244986037066,0.6784845242766034,0.6533545662258533,0.6384567603155716,0.5939012472675839,0.6304881257356506,0.62160497878081,0.6059230769230769,0.6616420596946913,0.629301010084985,0.034392363480051535,24,0.520679012345679,0.40378787878787875,0.5553030303030303,0.5857549857549857,0.4867327117327117,0.4835858585858586,0.49882154882154883,0.4643939393939394,0.45014029180695847,0.5143097643097643,0.49635090218423555,0.049364929397967994,21,0.49504950495049505,0.39603960396039606,0.5643564356435643,0.5544554455445545,0.48514851485148514,0.48514851485148514,0.5148514851485149,0.49,0.45,0.48,0.49150495049504955,0.04569404652313113,24,0.44333599288842257,0.34679220714308434,0.5039190007714259,0.5038549532873579,0.41550791638510937,0.416109682051711,0.4226098520216167,0.4001929176433466,0.3866750383315629,0.43542928042412044,0.42744268409477576,0.04605119640968271,24,0.5220544924844639,0.4317886641180024,0.5949331652792401,0.569309363488317,0.5071189854670833,0.5062541657892498,0.5350712382162587,0.5123975653447426,0.4776435613068473,0.5075326022446766,0.5164103803738882,0.04276951162499297,24,,,,,,,,,,,,,1
25,0.449621844291687,0.0323756555770712,0.05378172397613525,0.006281117117288264,eigen,1.0,"{'clf__solver': 'eigen', 'clf__shrinkage': 1.0}",0.520679012345679,0.40378787878787875,0.5553030303030303,0.5857549857549857,0.4867327117327117,0.4835858585858586,0.49882154882154883,0.4643939393939394,0.45014029180695847,0.5143097643097643,0.49635090218423555,0.049364929397967994,21,0.4340588423921757,0.3584184334184334,0.4964908548241881,0.47307692307692306,0.4158371269826378,0.4095670995670996,0.4169161702495036,0.40629598922437793,0.3900827567494234,0.44304447988658513,0.4243788676371348,0.037703820160148796,24,0.6526302630263026,0.5565244986037066,0.6784845242766034,0.6533545662258533,0.6384567603155716,0.5939012472675839,0.6304881257356506,0.62160497878081,0.6059230769230769,0.6616420596946913,0.629301010084985,0.034392363480051535,24,0.520679012345679,0.40378787878787875,0.5553030303030303,0.5857549857549857,0.4867327117327117,0.4835858585858586,0.49882154882154883,0.4643939393939394,0.45014029180695847,0.5143097643097643,0.49635090218423555,0.049364929397967994,21,0.49504950495049505,0.39603960396039606,0.5643564356435643,0.5544554455445545,0.48514851485148514,0.48514851485148514,0.5148514851485149,0.49,0.45,0.48,0.49150495049504955,0.04569404652313113,24,0.44333599288842257,0.34679220714308434,0.5039190007714259,0.5038549532873579,0.41550791638510937,0.416109682051711,0.4226098520216167,0.4001929176433466,0.3866750383315629,0.43542928042412044,0.42744268409477576,0.04605119640968271,24,0.5220544924844639,0.4317886641180024,0.5949331652792401,0.569309363488317,0.5071189854670833,0.5062541657892498,0.5350712382162587,0.5123975653447426,0.4776435613068473,0.5075326022446766,0.5164103803738882,0.04276951162499297,24,,,,,,,,,,,,,1
