,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reduce_dim__percentile,param_clf__var_smoothing,params,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,split4_test_balanced_accuracy,split5_test_balanced_accuracy,split6_test_balanced_accuracy,split7_test_balanced_accuracy,split8_test_balanced_accuracy,split9_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,split5_test_precision_macro,split6_test_precision_macro,split7_test_precision_macro,split8_test_precision_macro,split9_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_precision_weighted,split1_test_precision_weighted,split2_test_precision_weighted,split3_test_precision_weighted,split4_test_precision_weighted,split5_test_precision_weighted,split6_test_precision_weighted,split7_test_precision_weighted,split8_test_precision_weighted,split9_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,split4_test_recall_macro,split5_test_recall_macro,split6_test_recall_macro,split7_test_recall_macro,split8_test_recall_macro,split9_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_recall_weighted,split1_test_recall_weighted,split2_test_recall_weighted,split3_test_recall_weighted,split4_test_recall_weighted,split5_test_recall_weighted,split6_test_recall_weighted,split7_test_recall_weighted,split8_test_recall_weighted,split9_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,split5_test_f1_macro,split6_test_f1_macro,split7_test_f1_macro,split8_test_f1_macro,split9_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,split5_test_f1_weighted,split6_test_f1_weighted,split7_test_f1_weighted,split8_test_f1_weighted,split9_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_test_auc_macro,split1_test_auc_macro,split2_test_auc_macro,split3_test_auc_macro,split4_test_auc_macro,split5_test_auc_macro,split6_test_auc_macro,split7_test_auc_macro,split8_test_auc_macro,split9_test_auc_macro,mean_test_auc_macro,std_test_auc_macro,rank_test_auc_macro
50,0.26460041999816897,0.01157522643714844,0.0658646583557129,0.0075887922597651855,55,1e-07,"{'reduce_dim__percentile': 55, 'clf__var_smoothing': 1e-07}",0.40401234567901234,0.4647306397306397,0.5764309764309764,0.47480574980574974,0.5025900025900025,0.3315095398428732,0.49772727272727274,0.47356902356902353,0.45300224466891137,0.4903198653198653,0.46686976603643265,0.06112272656500626,58,0.37089187615503405,0.41613697667619237,0.5527065527065527,0.5420571258806554,0.45266554433221107,0.3285126396237507,0.4230613830613831,0.36435185185185187,0.3930555555555555,0.48364598364598366,0.432708548948917,0.07116200348275088,71,0.6080446390503712,0.6281388222855899,0.7435135821274435,0.6955206655119293,0.6485248524852486,0.5589763738278589,0.6206905305915207,0.6224999999999999,0.6418809523809524,0.7167077922077922,0.6484498210468707,0.05239243642050192,29,0.40401234567901234,0.4647306397306397,0.5764309764309764,0.47480574980574974,0.5025900025900025,0.3315095398428732,0.49772727272727274,0.47356902356902353,0.45300224466891137,0.4903198653198653,0.46686976603643265,0.06112272656500626,58,0.43564356435643564,0.42574257425742573,0.5445544554455446,0.45544554455445546,0.4752475247524752,0.38613861386138615,0.4752475247524752,0.39,0.46,0.43,0.44780198019801976,0.04378306486467366,127,0.35846661054994383,0.39130675692079203,0.5127314877314878,0.3991143368192549,0.42592884602688524,0.30280085488418823,0.40611955219798357,0.3357641727610768,0.3728367798543237,0.37710458974826794,0.38821739874942046,0.053541741048034414,106,0.464238298829883,0.4444969748565371,0.5758007312462758,0.47288235437886467,0.4813952209700608,0.42353798418154853,0.4898376812471163,0.39280972484687654,0.46467586799165744,0.43746604353500906,0.46471408820838295,0.04618824786828587,137,,,,,,,,,,,,,1
51,0.26498711109161377,0.022117583062534894,0.06740992069244385,0.00625705898239572,60,1e-07,"{'reduce_dim__percentile': 60, 'clf__var_smoothing': 1e-07}",0.37623456790123455,0.4665824915824916,0.5511784511784512,0.4855801605801605,0.49054649054649047,0.3340347923681257,0.49772727272727274,0.4881874298540965,0.43150953984287316,0.4305555555555556,0.4552136752136751,0.060411608066169756,95,0.3432423651721897,0.40560646143979473,0.5262626262626262,0.42405362574444694,0.43672839506172845,0.3299235743680188,0.41337477337477335,0.380984940984941,0.38237576263892054,0.4328703703703704,0.40754228954178096,0.05234122692885087,150,0.5846737305309478,0.6141821324989641,0.7201545154515452,0.6300680792716953,0.6269251925192518,0.5614280475666614,0.613975628332064,0.6331849816849817,0.6166744702665755,0.6827500000000001,0.6284016778122687,0.04283175752770317,126,0.37623456790123455,0.4665824915824916,0.5511784511784512,0.4855801605801605,0.49054649054649047,0.3340347923681257,0.49772727272727274,0.4881874298540965,0.43150953984287316,0.4305555555555556,0.4552136752136751,0.060411608066169756,95,0.4158415841584158,0.42574257425742573,0.5544554455445545,0.48514851485148514,0.4752475247524752,0.39603960396039606,0.4752475247524752,0.42,0.46,0.44,0.45477227722772284,0.04354357740271434,97,0.33084798734308535,0.3871588450535819,0.49665201038198753,0.4064130084895822,0.41890297895027984,0.3071908808750914,0.4071697365815013,0.35975490774680163,0.3667600654812931,0.3627080254531235,0.38435584463563277,0.050019746425235156,123,0.442679588336985,0.43689973392943693,0.5813811421804715,0.5036403831554209,0.48255948439493723,0.4337974008114706,0.48936834859956585,0.4284282771392203,0.47372349820943166,0.4608823986471045,0.4733360255404045,0.04351652680797495,97,,,,,,,,,,,,,1
52,0.263856315612793,0.010103286212786241,0.06598658561706543,0.005803055159413233,65,1e-07,"{'reduce_dim__percentile': 65, 'clf__var_smoothing': 1e-07}",0.36234567901234566,0.4504208754208754,0.578956228956229,0.4918932918932919,0.5225330225330225,0.41736812570145904,0.5075476992143658,0.45266554433221096,0.3755331088664422,0.4170875420875421,0.45763511180177846,0.06462084326619412,91,0.33824354657687994,0.41331465099581044,0.5380190796857462,0.46052322163433274,0.44814814814814813,0.3663139329805996,0.4298046398046398,0.3738705738705738,0.3353882863686785,0.4195658900337263,0.41231919700991354,0.0589638841761695,133,0.5983298329832982,0.6217226691613261,0.7275452545254525,0.6568193724134318,0.6264026402640264,0.5805123369479805,0.6316704747397817,0.6119249084249084,0.5848103856927387,0.6685556947925368,0.6308293569945481,0.0419751150402461,114,0.36234567901234566,0.4504208754208754,0.578956228956229,0.4918932918932919,0.5225330225330225,0.41736812570145904,0.5075476992143658,0.45266554433221096,0.3755331088664422,0.4170875420875421,0.45763511180177846,0.06462084326619412,91,0.40594059405940597,0.39603960396039606,0.5643564356435643,0.46534653465346537,0.46534653465346537,0.42574257425742573,0.4752475247524752,0.45,0.42,0.44,0.45080198019801987,0.04541014281505053,113,0.3165608528611625,0.37408149481060393,0.5100924742868478,0.41096892346892344,0.4283721701240883,0.3549565177016158,0.4071982655573987,0.362980592392357,0.31544668287837685,0.3462553697603688,0.38269133438417435,0.055832362413574414,128,0.43495521429800926,0.4122305723097302,0.5881336086699334,0.48762457326813774,0.46610409122753704,0.4561257612509797,0.48869708135716783,0.4717298192004074,0.43096376959327776,0.4565126947503857,0.46930771859255654,0.0459269057790611,116,,,,,,,,,,,,,1
53,0.2641062021255493,0.012932498302529872,0.06772744655609131,0.008019864791610033,70,1e-07,"{'reduce_dim__percentile': 70, 'clf__var_smoothing': 1e-07}",0.36635802469135803,0.38771043771043767,0.578956228956229,0.4315786065786066,0.525058275058275,0.4148428731762065,0.46546015712682376,0.39138608305274974,0.38226711560044896,0.4747474747474747,0.44183652766986103,0.06551576954907683,129,0.3434235517568851,0.3549382716049383,0.5500744156541258,0.4048794826572604,0.4412490922294844,0.3802469135802469,0.4135808538440118,0.3358350291683625,0.34594635575027727,0.417213723096076,0.39873876893416693,0.061133501645166524,161,0.6257171871033258,0.5403740374037405,0.7213463737678115,0.5776153805856776,0.6367566168381545,0.5857260726072607,0.6232638431570167,0.6064139194139194,0.5754664942900237,0.6429463477698772,0.6135626272936807,0.04710266922835885,147,0.36635802469135803,0.38771043771043767,0.578956228956229,0.4315786065786066,0.525058275058275,0.4148428731762065,0.46546015712682376,0.39138608305274974,0.38226711560044896,0.4747474747474747,0.44183652766986103,0.06551576954907683,129,0.37623762376237624,0.3564356435643564,0.5643564356435643,0.38613861386138615,0.4752475247524752,0.4158415841584158,0.44554455445544555,0.4,0.42,0.44,0.42798019801980197,0.0564147294928774,161,0.30757914424243027,0.31580865172987355,0.5133106491468137,0.3335899392110376,0.43005412046961666,0.35465298542568924,0.37963794413742813,0.30765620791505177,0.3203364591615958,0.3759155896989391,0.3638541691138476,0.062162782984766296,155,0.3987373569066779,0.36519884508282635,0.5870423399563801,0.3977262367869946,0.4805413785567181,0.448581482939911,0.4630894049157238,0.4209501622909733,0.42732343752097846,0.45115273641715303,0.4440343381374337,0.05782899045691523,165,,,,,,,,,,,,,1
54,0.26400532722473147,0.010723173571608317,0.06519889831542969,0.007007630298296943,75,1e-07,"{'reduce_dim__percentile': 75, 'clf__var_smoothing': 1e-07}",0.3592592592592593,0.3851851851851852,0.5574915824915825,0.4426120176120176,0.4972804972804972,0.40979236812570147,0.4284231200897868,0.3853254769921437,0.3847923681257015,0.42129629629629634,0.42714581714581723,0.05691846863592728,150,0.3475814399834008,0.35072338423787697,0.516967291967292,0.3796785930119263,0.41418788183494065,0.3819223985890653,0.3748415974576966,0.3260932304410565,0.3556365566169488,0.38810541310541313,0.3835737787245617,0.05030391395157046,181,0.6308512678998992,0.5325644126763369,0.6967382452530967,0.5677842509525679,0.6110802030429286,0.5835337105139086,0.5924910923202006,0.5649817428947864,0.6032993966817496,0.6255576923076923,0.6008882014543167,0.042694573426280705,163,0.3592592592592593,0.3851851851851852,0.5574915824915825,0.4426120176120176,0.4972804972804972,0.40979236812570147,0.4284231200897868,0.3853254769921437,0.3847923681257015,0.42129629629629634,0.42714581714581723,0.05691846863592728,150,0.36633663366336633,0.3465346534653465,0.5247524752475248,0.4158415841584158,0.45544554455445546,0.39603960396039606,0.4158415841584158,0.41,0.43,0.41,0.41707920792079206,0.04618414975571138,171,0.3039522374065629,0.31101684607431734,0.4781578421071175,0.35232436408907,0.40491853646787745,0.3483228030666361,0.3454073885446435,0.3124465260688171,0.32682937426106823,0.3403369631439807,0.3523712881230091,0.05009406563478792,168,0.38930207134911454,0.3522742422025454,0.543169677887715,0.4309356145698603,0.45915767994403045,0.4295975540794899,0.4373859234662961,0.43376528322039154,0.4433849484144566,0.4271214027792975,0.4346094397913197,0.04626002754995885,173,,,,,,,,,,,,,1
55,0.25954840183258054,0.011786646958994475,0.06647679805755616,0.008566601009071568,80,1e-07,"{'reduce_dim__percentile': 80, 'clf__var_smoothing': 1e-07}",0.39629629629629626,0.38055555555555554,0.5436026936026936,0.45650090650090647,0.5058275058275057,0.3933782267115601,0.4135521885521885,0.3853254769921437,0.3936307519640853,0.4583333333333333,0.4327002935336268,0.053477523618745484,142,0.35193125683321763,0.3503926964071892,0.49880952380952376,0.3752932415213117,0.4117619127423049,0.47542139662882693,0.35787338717163286,0.3237122780601041,0.346060606060606,0.410534128181187,0.39017904274159043,0.055337461360017805,172,0.6026783269794336,0.5339788398333383,0.6788225800602038,0.5810220119756336,0.6096008243358272,0.6082615537095506,0.5579853098091765,0.5795531714662149,0.5762424242424242,0.6157078215901745,0.5943852864001976,0.037119771342793505,168,0.39629629629629626,0.38055555555555554,0.5436026936026936,0.45650090650090647,0.5058275058275057,0.3933782267115601,0.4135521885521885,0.3853254769921437,0.3936307519640853,0.4583333333333333,0.4327002935336268,0.053477523618745484,142,0.37623762376237624,0.3465346534653465,0.5148514851485149,0.42574257425742573,0.46534653465346537,0.37623762376237624,0.39603960396039606,0.41,0.4,0.42,0.41309900990099013,0.045728986237779934,176,0.3201291432235171,0.31208306380720174,0.4621653490771137,0.36014109347442674,0.41256367999537397,0.3286900918289539,0.3310726310726311,0.3110194808917719,0.3269525747049697,0.3708869811256927,0.3535704089201653,0.04701052376356006,166,0.3929636445027005,0.35611462624094925,0.5291542288455509,0.4409841824518586,0.4653856181871114,0.4080716060627649,0.412998442701413,0.4360262722313806,0.40838325491752164,0.4380644149255021,0.4288146291066752,0.04399952977404088,177,,,,,,,,,,,,,1
56,0.2679353952407837,0.01627547221896788,0.06643729209899903,0.006577710492613706,85,1e-07,"{'reduce_dim__percentile': 85, 'clf__var_smoothing': 1e-07}",0.412962962962963,0.38981481481481484,0.5186026936026936,0.45650090650090647,0.46121471121471125,0.3918350168350168,0.4258978675645342,0.3343995510662177,0.37999438832772164,0.37331649831649827,0.41445394112060774,0.05034066314269074,170,0.36403428442902125,0.370685487352154,0.5117012617012616,0.37011046133853154,0.3917650250983584,0.3469131583166671,0.3587950428530139,0.3025001568479829,0.3357586857586858,0.3927117175655187,0.3744975281261195,0.05223966884903907,187,0.616386668308242,0.5723833921853724,0.6719073006201719,0.5763736900005791,0.5855740519106856,0.5398517295338556,0.5478134722215653,0.572613777526821,0.562433066933067,0.622416179337232,0.5867753328577592,0.03771506987832235,177,0.412962962962963,0.38981481481481484,0.5186026936026936,0.45650090650090647,0.46121471121471125,0.3918350168350168,0.4258978675645342,0.3343995510662177,0.37999438832772164,0.37331649831649827,0.41445394112060774,0.05034066314269074,170,0.4158415841584158,0.3564356435643564,0.504950495049505,0.42574257425742573,0.42574257425742573,0.37623762376237624,0.40594059405940597,0.39,0.38,0.4,0.40808910891089106,0.03864502550490651,181,0.3385983762896179,0.32393947832544323,0.45700410700410704,0.3584649301315968,0.38330653019632055,0.3249447237350463,0.3388037235096058,0.2760575158988472,0.3150412054859831,0.3206648776824215,0.34368254682589894,0.04619976810004949,173,0.4348746558197392,0.3699446636392963,0.5238967852829238,0.44099941474431864,0.4224343298962221,0.40300323811182964,0.41902613790790844,0.4224222848874552,0.3874555026516046,0.43365231259968107,0.4257709325540979,0.038956943624193156,179,,,,,,,,,,,,,1
57,0.27150425910949705,0.007869769666032986,0.06607284545898437,0.003609915869898194,90,1e-07,"{'reduce_dim__percentile': 90, 'clf__var_smoothing': 1e-07}",0.33888888888888885,0.37617845117845117,0.4996632996632997,0.48150090650090654,0.5033022533022533,0.40294612794612794,0.4258978675645342,0.3018237934904601,0.36764870931537597,0.38215488215488214,0.40800051800051806,0.06526214736202839,178,0.31210911265090835,0.35341307814992023,0.4513495521665456,0.38034343823817507,0.4042127625460959,0.4534873949579831,0.35972823472823473,0.287305595638929,0.31507936507936507,0.38735801840377004,0.37043865525599273,0.05362033367837419,194,0.5657943636026583,0.5515435754101727,0.6374447248646432,0.5841490279739369,0.6000171445716,0.5911438832958926,0.5494803051733744,0.5392647907647907,0.5450714285714285,0.6222956172367937,0.5786204861465291,0.03230209600632058,193,0.33888888888888885,0.37617845117845117,0.4996632996632997,0.48150090650090654,0.5033022533022533,0.40294612794612794,0.4258978675645342,0.3018237934904601,0.36764870931537597,0.38215488215488214,0.40800051800051806,0.06526214736202839,178,0.39603960396039606,0.33663366336633666,0.46534653465346537,0.44554455445544555,0.45544554455445546,0.38613861386138615,0.40594059405940597,0.34,0.37,0.39,0.39910891089108913,0.04274242632715785,188,0.2954907161803713,0.3058938518892752,0.40660222783878697,0.3747551109212615,0.4077415761626288,0.3245865500319137,0.33918562050713086,0.25088461146585583,0.3014462746361503,0.31956246645884145,0.33261490060922155,0.047870112834995523,188,0.41267183276897035,0.3443282412582546,0.47138375563798746,0.4528144429963698,0.4529177729803056,0.404219307792418,0.420148885597942,0.3751866873763408,0.3757116399783302,0.42057231917898913,0.41299548855659085,0.03782725852538736,187,,,,,,,,,,,,,1
58,0.2663490056991577,0.01107488417179462,0.06580080986022949,0.006377076081506381,95,1e-07,"{'reduce_dim__percentile': 95, 'clf__var_smoothing': 1e-07}",0.3314814814814815,0.37617845117845117,0.5163299663299663,0.44867262367262367,0.4868881118881119,0.40294612794612794,0.40373176206509537,0.3363355780022446,0.372699214365881,0.4255050505050505,0.41007683674350337,0.05759310841886016,175,0.3091934381408066,0.3513423710792132,0.46102123185456517,0.33727046374105196,0.39314574314574313,0.46272331154684093,0.3662698412698413,0.3006791683262271,0.33086820586820587,0.42913139329805994,0.3741645168270555,0.0567526642313131,188,0.5536467180552641,0.5490983308857202,0.6448004690578948,0.5433951798541199,0.6123226608375123,0.5996359930110657,0.5677864214992927,0.5390140986464516,0.5639891774891775,0.6451317460317461,0.5818820795368244,0.0386145478425339,189,0.3314814814814815,0.37617845117845117,0.5163299663299663,0.44867262367262367,0.4868881118881119,0.40294612794612794,0.40373176206509537,0.3363355780022446,0.372699214365881,0.4255050505050505,0.41007683674350337,0.05759310841886016,175,0.36633663366336633,0.33663366336633666,0.4752475247524752,0.40594059405940597,0.43564356435643564,0.38613861386138615,0.4158415841584158,0.34,0.39,0.42,0.3971782178217822,0.040718458269424176,189,0.28713095142007133,0.3055907354736268,0.4287762416794675,0.3323899322935003,0.386889148346036,0.3277463732381765,0.33405659506395213,0.2697891809634154,0.31299769961770235,0.36345856687412664,0.33488254249700755,0.04499937738063982,181,0.37783225315908564,0.3437711523012771,0.48538577360040147,0.4046933884737145,0.43342273016973654,0.40824045294098865,0.4373129926660831,0.3698982973873964,0.4040136017793845,0.45163053139144216,0.4116201173869509,0.03972499957321923,188,,,,,,,,,,,,,1
59,0.27230024337768555,0.0124693455508037,0.06406664848327637,0.0053670165655916435,100,1e-07,"{'reduce_dim__percentile': 100, 'clf__var_smoothing': 1e-07}",0.3111111111111111,0.43425925925925923,0.4973905723905724,0.4745985495985496,0.4391673141673142,0.40448933782267116,0.38886083052749715,0.33886083052749716,0.33818742985409656,0.34638047138047134,0.39733057066390404,0.060137924429410815,184,0.29137690463799854,0.41345710819395026,0.4388703344585697,0.3521213535919418,0.3617873411991059,0.47471509971509973,0.34393609295570077,0.29473150306483636,0.3070067913205168,0.3946078431372549,0.3672610372274975,0.05916834052923202,195,0.5513308756112912,0.5822712635636034,0.6254833692806903,0.5471401972129986,0.6071547070673453,0.5895426081069646,0.5460687245195108,0.535855117105117,0.5614330963154492,0.6081127450980393,0.5754392703881009,0.02971729510251106,196,0.3111111111111111,0.43425925925925923,0.4973905723905724,0.4745985495985496,0.4391673141673142,0.40448933782267116,0.38886083052749715,0.33886083052749716,0.33818742985409656,0.34638047138047134,0.39733057066390404,0.060137924429410815,184,0.37623762376237624,0.37623762376237624,0.44554455445544555,0.40594059405940597,0.43564356435643564,0.38613861386138615,0.39603960396039606,0.35,0.39,0.38,0.3941782178217822,0.027162940033140667,192,0.26868918824032345,0.37046572778961256,0.3999803438702411,0.349610542237234,0.35661670798587636,0.3340520198521464,0.3216049382716049,0.27356820897143475,0.28495985065241425,0.3232219319179937,0.3282769459788882,0.040869393042706564,192,0.39426833009620593,0.38721956642405214,0.4483764528902981,0.40748184393473436,0.4338052872224343,0.40760283672715336,0.4186468646864687,0.3805013196480938,0.4063228369001712,0.4167684239634494,0.41009937624930604,0.01955029328734535,189,,,,,,,,,,,,,1
