objectId,ra,dec,gmag,rmag,maggmean,magrmean,g_minus_r,clr_mean,dmdt_g,dmdt_r,distpsnr1,sgmag1,brightening_g,brightening_r,last_alert,classification,classificationReliability,catalogue_table_name,separationArcsec,tns_prefix,association_type,description
ZTF18aaqmqmx,222.78036256842103,52.501067557894736,19.2522,19.4656,19.1949,19.3382,-0.206799,-0.14329910278320312,0.00322937,-0.0356257,0.0767609,19.9211,-0.6689014434814453,0.09819984436035156,0.5253240773454309,AGN,1,NED/MILLIQUAS/VERON,0.03,AT,AGN,"The transient is synonymous with <em><a href=""https://ned.ipac.caltech.edu/cgi-bin/objsearch?objname=SDSSJ145107.27%2B523003.7&extend=no&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=RA+or+Longitude&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES"">SDSSJ145107.27%2B523003.7</a></em>; a 19.90 mag AGN found in the NED/MILLIQUAS/VERON catalogues. Its located 0.0"" (0.1 Kpc) from the AGN core. A host z=0.205 implies a <em>m - M =</em> 40.02."
ZTF18aasdikm,232.425887176,35.147568476,17.2471,17.3366,17.2187,17.3011,-0.0895481,-0.08239936828613281,0.00100007,-0.0146403,0.186949,19.3984,-2.1512985229492188,-1.6391010284423828,0.5239004772156477,AGN,1,NED/MILLIQUAS/GSC/VERON,0.19,AT,AGN,"The transient is synonymous with <em><a href=""https://ned.ipac.caltech.edu/cgi-bin/objsearch?objname=2MASSJ15294219%2B3508512&extend=no&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=RA+or+Longitude&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES"">2MASSJ15294219%2B3508512</a></em>; a V=18.76 mag AGN found in the NED/MILLIQUAS/GSC/VERON catalogues. Its located 0.2"" (0.8 Kpc) from the AGN core. A host z=0.287 implies a <em>m - M =</em> 40.84."
ZTF18aaumvgk,270.0763036818182,15.257933936363639,16.2211,16.4244,16.8543,17.145,-0.203342,-0.29070091247558594,-6.63784,-2.37548,0.0997024,17.3213,-1.1002006530761719,-4.581399917602539,0.4136689770966768,SN,2,PS1,0.09,AT,SN,"The transient is possibly associated with <em>126312700763610097</em>; an r=21.46 mag galaxy found in the PS1 catalogue. Its located 0.05"" N, 0.08"" W from the galaxy centre."
ZTF18aawlfnj,284.30738308,30.18954754,17.3469,17.2316,18.0702,17.9216,0.115332,0.14859962463378906,0.323115,0.350093,0.423722,18.2603,-0.9133987426757812,-0.3409004211425781,0.3839583769440651,SN,2,2MASS/GAIA/PS1,0.37,AT,SN,"The transient is possibly associated with <em>18571374+3011219</em>; a J=13.48 mag galaxy found in the 2MASS/GAIA/PS1 catalogues. Its located 0.48"" N, 0.40"" E from the galaxy centre."
ZTF18aawrmhl,296.3655018166666,44.49895421666667,18.6545,18.9565,18.7531,18.8383,-0.302032,-0.08520126342773438,0.0329644,-0.20093,0.0498503,21.8949,-3.2404003143310547,0.21809959411621094,0.3825462772510946,SN,2,PS1,0.22,AT,SN,"The transient is possibly associated with <em>161392963655429392</em>; an r=22.43 mag galaxy found in the PS1 catalogue. Its located 0.22"" S, 0.02"" W from the galaxy centre."
ZTF18aaxuihk,281.85493695,30.173781433333335,19.8282,19.9788,19.5773,19.9303,-0.150597,-0.3530006408691406,-0.125587,-0.13477,0.0761755,20.6099,-0.7817001342773438,-0.48060035705566406,0.3839583769440651,VS,1,PS1,0.16,AT,VS,"The transient is synonymous with <em>144202818549769163</em>; an r=21.01 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF18aaysqbw,216.2313289909091,36.26001883333333,17.8467,17.5134,17.7491,17.2735,0.5837,0.4755992889404297,-0.0102473,-0.153286,0.0727935,19.0703,-1.2235984802246094,-1.1235008239746094,0.5479397769086063,AGN,1,SDSS/MILLIQUAS/GSC/PS1,0.09,AT,AGN,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237662225688952867"">SDSS J142455.52+361536.1</a></em>; a V=18.23 mag AGN found in the SDSS/MILLIQUAS/GSC/PS1 catalogues. Its located 0.1"" from the AGN core."
ZTF18aazndjw,347.5465039,51.253076435000004,17.9636,18.3633,18.8246,18.9516,-0.399729,-0.1269989013671875,0.0859294,-0.426374,0.056349,20.3232,-2.359600067138672,-0.3808002471923828,0.3104397770948708,VS,1,GSC,0.15,AT,VS,"The transient is synonymous with <em>N17Y019485</em>; a V=18.40 mag stellar source found in the GSC catalogue. Its located 0.2"" from the stellar source core."
ZTF18aazsdnv,321.60043390000004,25.640721753846154,14.9042,15.0064,18.0936,16.6073,-0.102249,1.4862995147705078,,0.29607,0.192696,19.3325,-4.428300857543945,-3.9977006912231445,0.31837967690080404,CV,1,SDSS/MILLIQUAS/RITTER/PS1,0.35,AT,CV,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237680474971374241"">SDSS J212624.12+253826.8</a></em>; an r=19.05 mag AGN found in the SDSS/MILLIQUAS/RITTER/PS1 catalogues. Its located 0.3"" (2.8 Kpc) from the AGN core. A host z=1.000 implies a <em>m - M =</em> 44.10."
ZTF18abaxueg,268.219133895,29.371892525,17.3041,18.7968,17.2924,18.5965,0.0963993,-1.3041000366210938,,,0.0110816,18.8742,-1.5701007843017578,0.3966999053955078,0.3762615770101547,CV,1,RITTER/PS1,0.05,AT,CV,"The transient is synonymous with <em>NYHer</em>; an r=17.75 mag CV found in the RITTER/PS1 catalogues. Its located 0.1"" from the CV core."
ZTF18abbqgsr,223.32727094680857,35.09426705957446,19.0865,18.5246,19.0257,18.47,0.561886,0.5557003021240234,-167.9,-0.0946363,0.0356464,20.4694,-1.3829002380371094,-1.5491008758544922,0.5479397769086063,AGN,1,SDSS/MILLIQUAS/PS1/VERON,0.14,AT,AGN,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237662194003017836"">SDSS J145318.54+350539.2</a></em>; an r=20.23 mag AGN found in the SDSS/MILLIQUAS/PS1/VERON catalogues. Its located 0.1"" (1.0 Kpc) from the AGN core. A host z=0.721 implies a <em>m - M =</em> 43.23."
ZTF18abbwsdn,273.88772180555554,13.459109583333333,19.6699,19.8666,19.7677,19.8562,-0.0100002,-0.08849906921386719,,,2.55125,21.8075,-2.1375999450683594,-1.4304008483886719,0.4136689770966768,VS,2,GAIA,0.13,AT,VS,"The transient is possibly associated with <em>4497053586113650048</em>; a G=18.74 mag stellar source found in the GAIA catalogue. Its located 0.11"" N, 0.06"" E from the stellar source centre."
ZTF18abcttsl,287.5503873,-3.68078434,18.1302,18.8686,18.1302,18.8091,0.203699,-0.6788997650146484,,,0.0617261,20.4099,-2.2797012329101562,0.014301300048828125,0.3978240769356489,VS,1,PS1,0.1,AT,VS,"The transient is synonymous with <em>103582875504043502</em>; an r=18.16 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF18abcwcew,297.5878932380952,41.87644435238095,19.2983,18.6945,19.4029,18.4857,-0.444201,0.9172000885009766,0.124646,,0.217219,20.248,-0.9496994018554688,-1.0979995727539062,0.3830208769068122,VS,1,PS1,0.36,AT,VS,"The transient is synonymous with <em>158252975879732421</em>; an r=19.30 mag stellar source found in the PS1 catalogue. Its located 0.4"" from the stellar source core."
ZTF18abddhac,290.1877501166667,37.27335667777778,19.0066,19.7121,19.9016,19.6281,-0.705494,0.2735004425048828,-0.0998619,-0.614386,0.138724,20.0926,-1.0860004425048828,-0.0166015625,0.3834953769110143,AGN,1,SDSS/MILLIQUAS/PS1,0.25,AT,AGN,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237672003686435666"">SDSS J192045.06+371624.2</a></em>; an r=19.96 mag AGN found in the SDSS/MILLIQUAS/PS1 catalogues. Its located 0.2"" (2.0 Kpc) from the AGN core. A host z=1.000 implies a <em>m - M =</em> 44.10."
ZTF18abddqbb,295.6144509,47.12313003333333,18.7688,18.3089,19.0288,18.5368,0.459913,0.49199867248535156,0.118078,-0.0170343,0.0737249,20.8764,-2.1075992584228516,-2.434499740600586,0.3825462772510946,VS,1,PS1,0.18,AT,VS,"The transient is synonymous with <em>164542956145348631</em>; an r=20.77 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF18abdiiod,294.62200731052627,30.77497546315789,17.0145,17.2444,17.6802,18.0436,-0.229935,-0.3633995056152344,-561.991,-310.368,0.0772274,19.3645,-2.3500003814697266,-1.3372993469238281,0.3844328769482672,VS,1,PS1,0.14,AT,VS,"The transient is synonymous with <em>144932946220120596</em>; an r=19.41 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF18abeqxcc,287.2149365173913,43.00862350434782,17.9525,17.3447,17.2461,17.5381,0.607838,-0.29199981689453125,,,0.437204,18.2228,-0.27029991149902344,-0.8001003265380859,0.3834953769110143,CV,1,GSC/PS1/DOWNES/RITTER,0.47,AT,CV,"The transient is synonymous with <em>N2JS050102</em>; a V=18.88 mag cv found in the GSC/PS1/DOWNES/RITTER catalogues. Its located 0.5"" from the cv core."
ZTF18abfnkwq,272.3649720904762,24.099763028571424,17.8426,19.7711,17.8141,18.1002,0.401701,-0.2861003875732422,,,0.0707458,19.7493,-1.9067001342773438,0.2100982666015625,0.3762615770101547,VS,1,SDSS/PS1,0.09,AT,VS,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237666211393372563"">SDSS J180927.60+240559.3</a></em>; an r=19.78 mag stellar source found in the SDSS/PS1 catalogues. Its located 0.1"" from the stellar source core."
ZTF18abfogsw,270.5596012052631,-24.06312419473684,16.0072,15.3535,16.4296,15.5495,0.65372,0.8800992965698242,-0.0901782,-0.208215,0.144597,18.8197,-2.8125,-1.5739994049072266,0.41465277690440416,VS,1,PS1,0.14,AT,VS,"The transient is synonymous with <em>79122705596224577</em>; an r=17.06 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF18abgriyn,278.11391349999997,15.690252785714284,18.8159,19.1012,18.7135,18.8965,-0.125999,-0.1830005645751953,-0.0699268,-0.081506,0.0932735,20.3682,-1.5522994995117188,0.34329986572265625,0.4131944770924747,SN,2,PS1,0.21,AT,SN,"The transient is possibly associated with <em>126822781139298834</em>; an r=21.94 mag galaxy found in the PS1 catalogue. Its located 0.04"" S, 0.21"" W from the galaxy centre."
ZTF18abgrubx,287.44117824210525,24.042380026315787,16.7254,17.045,18.2421,17.5263,0.373301,0.7157993316650391,,,0.0223933,18.2085,-1.4830989837646484,0.08419990539550781,0.4012036770582199,VS,1,GSC/PS1,0.08,AT,VS,"The transient is synonymous with <em>N26X067503</em>; a V=17.65 mag stellar source found in the GSC/PS1 catalogues. Its located 0.1"" from the stellar source core."
ZTF18abgrzbs,8.266586733333334,38.018155900000004,16.1614,19.5529,16.1614,17.8948,-0.0753994,-1.7334003448486328,,-0.236671,0.56942,18.3356,-2.1742000579833984,1.3631000518798828,0.31153937708586454,AGN,1,MILLIQUAS/PS1,0.68,AT,AGN,"The transient is synonymous with <em><a href=""https://heasarc.gsfc.nasa.gov/db-perl/W3Browse/w3table.pl?popupFrom=Query+Results&tablehead=name%3Dheasarc_milliquas%26description%3DMillion+Quasars+Catalog+%28MILLIQUAS%29%2C+Version+4.8+%2822+June+2016%29%26url%3Dhttp%3A%2F%2Fheasarc.gsfc.nasa.gov%2FW3Browse%2Fgalaxy-catalog%2Fmilliquas.html%26archive%3DN%26radius%3D1%26mission%3DGALAXY+CATALOG%26priority%3D5%26tabletype%3DObject&dummy=Examples+of+query+constraints%3A&varon=name&bparam_name=%3D%22SDSSJ003303.94+380105.4%22&bparam_name%3A%3Aunit=+&bparam_name%3A%3Aformat=char25&varon=ra&bparam_ra=&bparam_ra%3A%3Aunit=degree&bparam_ra%3A%3Aformat=float8%3A.5f&varon=dec&bparam_dec=&bparam_dec%3A%3Aunit=degree&bparam_dec%3A%3Aformat=float8%3A.5f&varon=bmag&bparam_bmag=&bparam_bmag%3A%3Aunit=mag&bparam_bmag%3A%3Aformat=float8%3A4.1f&varon=rmag&bparam_rmag=&bparam_rmag%3A%3Aunit=mag&bparam_rmag%3A%3Aformat=float8%3A4.1f&varon=redshift&bparam_redshift=&bparam_redshift%3A%3Aunit=+&bparam_redshift%3A%3Aformat=float8%3A6.3f&varon=radio_name&bparam_radio_name=&bparam_radio_name%3A%3Aunit=+&bparam_radio_name%3A%3Aformat=char22&varon=xray_name&bparam_xray_name=&bparam_xray_name%3A%3Aunit=+&bparam_xray_name%3A%3Aformat=char22&bparam_lii=&bparam_lii%3A%3Aunit=degree&bparam_lii%3A%3Aformat=float8%3A.5f&bparam_bii=&bparam_bii%3A%3Aunit=degree&bparam_bii%3A%3Aformat=float8%3A.5f&bparam_broad_type=&bparam_broad_type%3A%3Aunit=+&bparam_broad_type%3A%3Aformat=char4&bparam_optical_flag=&bparam_optical_flag%3A%3Aunit=+&bparam_optical_flag%3A%3Aformat=char3&bparam_red_psf_flag=&bparam_red_psf_flag%3A%3Aunit=+&bparam_red_psf_flag%3A%3Aformat=char1&bparam_blue_psf_flag=&bparam_blue_psf_flag%3A%3Aunit=+&bparam_blue_psf_flag%3A%3Aformat=char1&bparam_ref_name=&bparam_ref_name%3A%3Aunit=+&bparam_ref_name%3A%3Aformat=char6&bparam_ref_redshift=&bparam_ref_redshift%3A%3Aunit=+&bparam_ref_redshift%3A%3Aformat=char6&bparam_qso_prob=&bparam_qso_prob%3A%3Aunit=percent&bparam_qso_prob%3A%3Aformat=int2%3A3d&bparam_alt_name_1=&bparam_alt_name_1%3A%3Aunit=+&bparam_alt_name_1%3A%3Aformat=char22&bparam_alt_name_2=&bparam_alt_name_2%3A%3Aunit=+&bparam_alt_name_2%3A%3Aformat=char22&Entry=&Coordinates=J2000&Radius=Default&Radius_unit=arcsec&NR=CheckCaches%2FGRB%2FSIMBAD%2BSesame%2FNED&Time=&ResultMax=1000&displaymode=Display&Action=Start+Search&table=heasarc_milliquas"">SDSSJ003303.94+380105.4</a></em>; an r=18.22 mag AGN found in the MILLIQUAS/PS1 catalogues. Its located 0.7"" from the AGN core."
ZTF18abgufms,15.287109866666665,43.39044647777778,16.2997,16.8861,15.9428,15.9155,0.6532,0.027299880981445312,,,0.273819,16.7651,-0.46540069580078125,1.7782011032104492,0.3467939770780504,CV,1,SDSS/GSC/DOWNES/PS1/GAIA/RITTER,0.22,AT,CV,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237659934295196094"">SDSS J010108.90+432325.8</a></em>; a V=16.30 mag cv found in the SDSS/GSC/DOWNES/PS1/GAIA/RITTER catalogues. Its located 0.2"" from the cv core."
ZTF18abhbgbg,233.4364403956522,69.00934856956522,17.3533,17.4278,17.4452,17.4803,-0.0744629,-0.03510093688964844,-0.0182321,-0.00402285,0.078791,19.232,-1.8787002563476562,-1.0059013366699219,0.48392357723787427,AGN,1,MILLIQUAS/VERON,0.21,AT,AGN,"The transient is synonymous with <em><a href=""https://heasarc.gsfc.nasa.gov/db-perl/W3Browse/w3table.pl?popupFrom=Query+Results&tablehead=name%3Dheasarc_milliquas%26description%3DMillion+Quasars+Catalog+%28MILLIQUAS%29%2C+Version+4.8+%2822+June+2016%29%26url%3Dhttp%3A%2F%2Fheasarc.gsfc.nasa.gov%2FW3Browse%2Fgalaxy-catalog%2Fmilliquas.html%26archive%3DN%26radius%3D1%26mission%3DGALAXY+CATALOG%26priority%3D5%26tabletype%3DObject&dummy=Examples+of+query+constraints%3A&varon=name&bparam_name=%3D%22PGC3096435%22&bparam_name%3A%3Aunit=+&bparam_name%3A%3Aformat=char25&varon=ra&bparam_ra=&bparam_ra%3A%3Aunit=degree&bparam_ra%3A%3Aformat=float8%3A.5f&varon=dec&bparam_dec=&bparam_dec%3A%3Aunit=degree&bparam_dec%3A%3Aformat=float8%3A.5f&varon=bmag&bparam_bmag=&bparam_bmag%3A%3Aunit=mag&bparam_bmag%3A%3Aformat=float8%3A4.1f&varon=rmag&bparam_rmag=&bparam_rmag%3A%3Aunit=mag&bparam_rmag%3A%3Aformat=float8%3A4.1f&varon=redshift&bparam_redshift=&bparam_redshift%3A%3Aunit=+&bparam_redshift%3A%3Aformat=float8%3A6.3f&varon=radio_name&bparam_radio_name=&bparam_radio_name%3A%3Aunit=+&bparam_radio_name%3A%3Aformat=char22&varon=xray_name&bparam_xray_name=&bparam_xray_name%3A%3Aunit=+&bparam_xray_name%3A%3Aformat=char22&bparam_lii=&bparam_lii%3A%3Aunit=degree&bparam_lii%3A%3Aformat=float8%3A.5f&bparam_bii=&bparam_bii%3A%3Aunit=degree&bparam_bii%3A%3Aformat=float8%3A.5f&bparam_broad_type=&bparam_broad_type%3A%3Aunit=+&bparam_broad_type%3A%3Aformat=char4&bparam_optical_flag=&bparam_optical_flag%3A%3Aunit=+&bparam_optical_flag%3A%3Aformat=char3&bparam_red_psf_flag=&bparam_red_psf_flag%3A%3Aunit=+&bparam_red_psf_flag%3A%3Aformat=char1&bparam_blue_psf_flag=&bparam_blue_psf_flag%3A%3Aunit=+&bparam_blue_psf_flag%3A%3Aformat=char1&bparam_ref_name=&bparam_ref_name%3A%3Aunit=+&bparam_ref_name%3A%3Aformat=char6&bparam_ref_redshift=&bparam_ref_redshift%3A%3Aunit=+&bparam_ref_redshift%3A%3Aformat=char6&bparam_qso_prob=&bparam_qso_prob%3A%3Aunit=percent&bparam_qso_prob%3A%3Aformat=int2%3A3d&bparam_alt_name_1=&bparam_alt_name_1%3A%3Aunit=+&bparam_alt_name_1%3A%3Aformat=char22&bparam_alt_name_2=&bparam_alt_name_2%3A%3Aunit=+&bparam_alt_name_2%3A%3Aformat=char22&Entry=&Coordinates=J2000&Radius=Default&Radius_unit=arcsec&NR=CheckCaches%2FGRB%2FSIMBAD%2BSesame%2FNED&Time=&ResultMax=1000&displaymode=Display&Action=Start+Search&table=heasarc_milliquas"">PGC3096435</a></em>; a 17.90 mag AGN found in the MILLIQUAS/VERON catalogues. Its located 0.2"" (0.5 Kpc) from the AGN core. A host z=0.134 implies a <em>m - M =</em> 39.00."
ZTF18abltbxa,246.25358192500002,45.62252165,19.1324,18.9524,18.9781,18.8202,0.18005,0.1578998565673828,-0.0304976,-0.0275139,0.0936288,20.1508,-1.0184001922607422,-0.39640045166015625,0.4828471769578755,SN,2,NED/SDSS/GAIA/PS1,0.08,AT,SN,"The transient is possibly associated with <em><a href=""https://ned.ipac.caltech.edu/cgi-bin/objsearch?objname=SDSSJ162500.85%2B453721.1&extend=no&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=RA+or+Longitude&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES"">SDSSJ162500.85%2B453721.1</a></em>; a G=19.30 mag galaxy found in the NED/SDSS/GAIA/PS1 catalogues. Its located 0.07"" N, 0.07"" E from the galaxy centre."
ZTF18ablwpym,269.87051336666667,11.423201133333334,18.358,18.2234,19.6005,18.2234,0.134609,1.3770999908447266,,,0.112675,19.9727,-1.6147003173828125,-0.7898006439208984,0.4136689770966768,VS,1,PS1,0.06,AT,VS,"The transient is synonymous with <em>121702698704958531</em>; an r=19.31 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF18abmbfde,272.6942443333333,23.196508366666666,17.3873,17.7013,17.3262,17.5218,-0.314001,-0.19559860229492188,0.0106294,-0.0742486,5.09348,21.6746,-4.287300109863281,-2.7420997619628906,0.3762615770101547,UNCLEAR,3,SDSS/PS1,0.08,AT,UNCLEAR,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237666210319893210"">SDSS J181046.62+231147.3</a></em>; a g=22.56 mag uncertain found in the SDSS/PS1 catalogues. Its located 0.03"" N, 0.08"" W from the uncertain centre."
ZTF18abmiqbv,302.889940625,6.8683948812499995,19.0632,19.9388,19.4779,19.4412,-0.197401,0.03669929504394531,0.347451,,0.0859925,18.4552,0.6079998016357422,-1.1079998016357422,0.37180557707324624,SN,2,PS1,0.09,AT,SN,"The transient is possibly associated with <em>116243028899172556</em>; an r=20.57 mag galaxy found in the PS1 catalogue. Its located 0.01"" S, 0.09"" E from the galaxy centre."
