objectId,ra,dec,gmag,rmag,maggmean,magrmean,g_minus_r,clr_mean,dmdt_g,dmdt_r,distpsnr1,sgmag1,brightening_g,brightening_r,sgscore1,last_alert,classification,classificationReliability,catalogue_table_name,separationArcsec,physical_separation_kpc,direct_distance,distance,z,photoZ,major_axis_arcsec,tns_prefix,association_type,description
ZTF19aaprgqb,331.2743215058823,37.73484363529411,19.0322,18.5052,18.8961,18.5368,0.526995,0.3592987060546875,0.1772,0.09397,0.126462,19.215,-0.18280029296875,-0.6743011474609375,0.990708,4.296273191925138,VS,1,PS1,0.05,0.0,0.0,0.0,0.0,0.0,4.24,AT,VS,"The transient is synonymous with <em>153283312743882483</em>; an r=19.43 mag stellar source found in the PS1 catalogue. Its located 0.0"" from the stellar source core."
ZTF18abmarba,320.28718315833333,30.57063418333333,16.8086,18.1235,16.5888,17.8089,-0.6385,-1.2201004028320312,-0.0589448,,0.12145,20.6548,-3.846200942993164,-2.20159912109375,0.890167,4.273564791772515,VS,1,PS1,0.09,0.0,0.0,0.0,0.0,0.0,4.83,AT,VS,"The transient is synonymous with <em>144683202873585462</em>; an r=20.53 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF18admatrp,320.28718449090917,30.57063044545454,16.8086,18.1638,16.5888,17.7574,-0.6385,-1.168600082397461,-0.0589448,,0.0764501,20.6548,-3.846200942993164,-2.1613006591796875,0.890167,8.159571791999042,VS,1,PS1,0.17,0.0,0.0,0.0,0.0,0.0,4.83,AT,VS,"The transient is synonymous with <em>144683202873585462</em>; an r=20.53 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF18acaqjda,308.1035837375,60.476837849999995,19.5761,19.4474,17.7398,17.9372,0.128683,-0.1974010467529297,-0.383708,-0.494521,0.116889,21.5952,-2.0191001892089844,-1.0694007873535156,0.901208,21.142592592164874,VS,1,PS1,0.25,0.0,0.0,0.0,0.0,0.0,4.0,AT,VS,"The transient is synonymous with <em>180573081035653013</em>; an r=20.60 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF18abhdwng,286.136985875,-10.417801475000001,19.2238,19.0874,19.2695,19.1784,0.136356,0.09110069274902344,0.00366711,0.0073291,0.111995,20.5447,-1.3208999633789062,-1.0935001373291016,0.86075,17.215972192119807,VS,1,PS1,0.17,0.0,0.0,0.0,0.0,0.0,4.4,AT,VS,"The transient is synonymous with <em>95492861369839055</em>; an r=20.70 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF21abmocur,284.27637535,-24.0380851,18.4897,18.543,18.4897,18.543,-0.0533295,-0.0532989501953125,,,3.64117,-999.0,1017.4897003173828,-3.2202014923095703,0.554554,53.13188659213483,SN,2,PS1,3.74,0.0,0.0,0.0,0.0,0.0,0.0,AT,SN,"The transient is possibly associated with <em>79152842752694469</em>; an r=22.11 mag galaxy found in the PS1 catalogue. Its located 0.38"" N, 3.72"" E from the galaxy centre."
ZTF17aaaajjx,317.7861625363637,45.34029913636363,18.052,17.4182,17.8567,17.3905,-0.221001,0.4662017822265625,,,0.0301119,27.871,-9.819000244140625,-6.57080078125,0.946375,5.2969212918542325,VS,1,PS1,0.16,0.0,0.0,0.0,0.0,0.0,3.97,AT,VS,"The transient is synonymous with <em>162403177862349005</em>; an r=18.91 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF18abdkvgf,327.14923150000004,44.51946875,18.5197,18.4644,18.5197,18.4644,0.0552826,0.05529975891113281,,,0.112391,21.1229,-2.603200912475586,-2.2121009826660156,0.737068,52.09818289196119,VS,2,PS1,2.34,0.0,0.0,0.0,0.0,0.0,4.0,AT,VS,"The transient is possibly associated with <em>161423271500343630</em>; an r=21.20 mag stellar source found in the PS1 catalogue. Its located 1.30"" N, 1.95"" W from the stellar source centre."
ZTF21abrxmne,328.9519814666666,56.280966546666676,19.7591,19.211,18.7089,18.2401,0.548103,0.4687995910644531,-0.101205,-0.104932,1.70814,21.3669,-1.6077995300292969,-0.8256988525390625,0.932866,20.124536992050707,VS,2,GAIA/PS1,1.7,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is possibly associated with <em>2198897430192004480</em>; a G=19.84 mag stellar source found in the GAIA/PS1 catalogues. Its located 0.68"" N, 1.56"" W from the stellar source centre."
ZTF20acbafxl,277.36699376666667,28.476869466666667,15.2239,17.6861,15.2239,16.5717,-0.2335,-1.347799301147461,,-0.759539,0.116155,20.7941,-5.570199966430664,-2.6203994750976562,0.98175,27.24582179216668,VS,1,PS1,0.14,0.0,0.0,0.0,0.0,0.0,3.88,AT,VS,"The transient is synonymous with <em>142172773670102877</em>; an r=20.22 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF19aaklvfd,65.92436292,76.87704752,19.0993,19.1145,17.781,17.3462,-0.0151768,0.4347991943359375,-0.263335,-0.375118,0.292927,20.2316,-1.1322994232177734,-0.49320030212402344,0.99725,22.065705991815776,VS,1,PS1,0.24,0.0,0.0,0.0,0.0,0.0,5.66,AT,VS,"The transient is synonymous with <em>200250659243863250</em>; an r=19.60 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF22aapgtoe,263.78063163333337,47.437842741666664,18.3434,19.7628,17.8194,18.392,-0.273701,-0.5725994110107422,-0.104853,-0.60413,7.74042,-999.0,1017.3433990478516,-2.1117000579833984,,38.26473379181698,UNCLEAR,3,PS1,0.18,0.0,0.0,0.0,0.0,0.0,3.77,AT,UNCLEAR,"The transient is possibly associated with <em>164922637806546118</em>; an r=23.78 mag uncertain found in the PS1 catalogue. Its located 0.18"" S, 0.03"" W from the uncertain centre."
ZTF18achegif,304.89267889999996,6.2319458,18.96,19.2461,18.96,19.2461,-0.286144,-0.2861003875732422,,,0.051597,21.0541,-2.0941009521484375,-1.018301010131836,0.916857,18.220196791924536,VS,1,PS1,0.14,0.0,0.0,0.0,0.0,0.0,4.25,AT,VS,"The transient is synonymous with <em>115473048927888861</em>; an r=20.40 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF21abbmtdu,251.72298146428574,9.12395815,19.3715,19.469,19.4476,19.1875,-0.373199,0.2600994110107422,-0.138748,-0.197766,0.116956,21.0343,-1.6627998352050781,-1.4481010437011719,0.961417,16.35189819196239,VS,1,PS1,0.1,0.0,0.0,0.0,0.0,0.0,4.63,AT,VS,"The transient is synonymous with <em>118942517230399184</em>; an r=20.61 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF18abvwidj,339.13838695000004,37.772643849999994,17.3262,17.7473,17.3262,17.7473,-0.421139,-0.4210987091064453,,,0.0731099,20.7413,-3.41510009765625,-2.6678009033203125,0.919244,36.101990691851825,VS,1,PS1,0.19,0.0,0.0,0.0,0.0,0.0,4.67,AT,VS,"The transient is synonymous with <em>153323391383867884</em>; an r=20.34 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF18acahrug,0.37688625,5.10654295,15.6828,16.2031,15.6828,16.2031,-0.520335,-0.5202999114990234,,,0.116247,20.1711,-4.488300323486328,-3.7674007415771484,0.99625,5.0876156920567155,VS,1,PS1,0.16,0.0,0.0,0.0,0.0,0.0,5.34,AT,VS,"The transient is synonymous with <em>114120003768428295</em>; an r=20.10 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF21abcwygx,232.2378434769231,26.30797355384615,20.3379,20.4031,20.2588,20.4428,0.0212994,-0.18400001525878906,-0.0423643,-0.0189485,0.146814,21.3344,-0.9965000152587891,-0.06360054016113281,,25.35162039194256,SN,2,NED/SDSS/PS1,4.33,0.0,0.0,0.0,0.0,0.66,0.0,AT,SN,"The transient is possibly associated with <em><a href=""https://ned.ipac.caltech.edu/cgi-bin/objsearch?objname=SDSSJ152857.21%2B261833.1&extend=no&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=RA+or+Longitude&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES"">SDSSJ152857.21%2B261833.1</a></em>; an r=21.27 mag galaxy found in the NED/SDSS/PS1 catalogues. Its located 4.43"" S, 1.12"" W from the galaxy centre."
ZTF19abrreik,299.6075525,-16.86165325,17.8377,17.9006,17.8377,17.9006,-0.062891,-0.06290054321289062,,,0.151198,21.8742,-4.036500930786133,-3.80780029296875,0.696298,8.322754592169076,SN,2,PS1,25.94,0.0,0.0,0.0,0.0,0.0,0.0,AT,SN,"The transient is possibly associated with <em>87762996000257307</em>; an r=15.96 mag galaxy found in the PS1 catalogue. Its located 2.68"" S, 25.80"" E from the galaxy centre."
ZTF18abmdnix,279.48608194444444,13.937386033333333,18.608,18.6268,18.5142,18.2802,0.366899,0.23400115966796875,-0.148479,-0.191902,0.028101,21.6788,-3.07080078125,-1.890298843383789,0.891542,63.195023192092776,VS,1,PS1,0.1,0.0,0.0,0.0,0.0,0.0,3.77,AT,VS,"The transient is synonymous with <em>124722794860915344</em>; an r=20.63 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF18absiejs,301.64303583333333,0.6903480666666666,18.5918,18.4919,18.5918,18.5878,0.0998917,0.004001617431640625,,0.00916341,0.0831724,20.8085,-2.2166996002197266,-1.9189014434814453,0.953476,4.321793992072344,VS,1,PS1,0.09,0.0,0.0,0.0,0.0,0.0,4.31,AT,VS,"The transient is synonymous with <em>108823016430398919</em>; an r=20.66 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF18abcnqxy,309.21522305,34.757075666666665,19.4944,19.5042,19.9548,19.2422,0.0925999,0.7125988006591797,0.0351445,-0.0521604,0.130267,20.0505,-0.5561008453369141,0.8824996948242188,0.96706,8.19317129207775,VS,1,SDSS/PS1,0.05,0.0,0.0,0.0,0.0,0.0,4.29,AT,VS,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237663148535515525"">SDSS J203651.66+344525.4</a></em>; an r=18.57 mag stellar source found in the SDSS/PS1 catalogues. Its located 0.0"" from the stellar source core."
ZTF18abgzyln,21.3261615,60.57243963333334,18.2812,20.4377,18.0905,18.3557,0.4765,-0.2651996612548828,-0.125531,-0.175083,0.176736,20.3954,-2.114198684692383,0.7896995544433594,0.928917,13.068124991841614,VS,1,PS1,0.16,0.0,0.0,0.0,0.0,0.0,4.62,AT,VS,"The transient is synonymous with <em>180680213261477658</em>; an r=19.58 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF20abtwozf,295.5542122333333,6.723602933333333,19.0648,19.2552,19.0648,19.1412,0.0375004,-0.07639884948730469,,-0.116227,0.0702039,21.7999,-2.7350997924804688,-1.4612007141113281,0.5,8.338981491979212,BS,2,PS1,86.09,0.0,0.0,0.0,0.0,0.0,0.0,AT,BS,"The transient is possibly associated with <em>116082955708449557</em>; an r=13.88 mag galaxy found in the PS1 catalogue. Its located 62.25"" S, 59.47"" W from the galaxy centre."
ZTF18abfpcvs,270.64979852222217,-23.225570122222223,17.7998,17.5519,18.543,17.6983,0.247942,0.8446998596191406,,0.0463444,0.18765,19.4469,-1.6470985412597656,-0.16019821166992188,0.90825,5.322025491856039,VS,1,PS1,0.27,0.0,0.0,0.0,0.0,0.0,3.65,AT,VS,"The transient is synonymous with <em>80122706497859639</em>; an r=18.71 mag stellar source found in the PS1 catalogue. Its located 0.3"" from the stellar source core."
ZTF18adktqjx,270.64980238,-23.225561780000003,18.6647,18.2461,18.6386,17.9255,0.418564,0.7130985260009766,,-0.484828,0.171933,19.4469,-0.7821998596191406,0.5340003967285156,0.90825,20.302071792073548,VS,1,PS1,0.2,0.0,0.0,0.0,0.0,0.0,3.65,AT,VS,"The transient is synonymous with <em>80122706497859639</em>; an r=18.71 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF18acapwps,314.0188194,30.8745586,17.4609,17.7456,17.4609,17.7456,-0.284706,-0.2847003936767578,,,0.17426,19.5313,-2.0704002380371094,-0.9008007049560547,0.939083,43.13932869210839,VS,1,PS1,0.08,0.0,0.0,0.0,0.0,0.0,4.07,AT,VS,"The transient is synonymous with <em>145053140188510017</em>; an r=18.71 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF18abcmsux,270.8531087545455,17.8754544,19.1559,19.4229,19.0786,19.2797,-0.266966,-0.20109939575195312,-158.025,-139.043,0.175666,-999.0,1018.1558990478516,-0.7432003021240234,0.5,10.292048592120409,SN,2,PS1,3.71,0.0,0.0,0.0,0.0,0.0,8.37,AT,SN,"The transient is possibly associated with <em>129442708528819810</em>; an r=18.65 mag galaxy found in the PS1 catalogue. Its located 3.62"" N, 0.81"" E from the galaxy centre."
ZTF18adkmxhn,270.8531084666667,17.875461511111112,19.1559,19.3147,19.0786,19.2411,-0.127399,-0.16250038146972656,-158.021,20.901,0.0534331,-999.0,1018.1558990478516,-0.8514003753662109,0.5,10.326817092020065,SN,2,PS1,3.9,0.0,0.0,0.0,0.0,0.0,8.37,AT,SN,"The transient is possibly associated with <em>129442708528819810</em>; an r=18.65 mag galaxy found in the PS1 catalogue. Its located 3.81"" N, 0.86"" E from the galaxy centre."
ZTF22aabhczm,23.668187476923077,83.9547312230769,20.6451,20.2972,20.6451,20.4875,-0.129,0.15760040283203125,,845.724,17.305,-999.0,1019.6450996398926,-0.8736000061035156,0.00479167,23.182407392188907,SN,2,2MASS,33.76,0.0,0.0,0.0,0.0,0.0,0.0,AT,SN,"The transient is possibly associated with <em>01342094+8357312</em>; a J=14.36 mag galaxy found in the 2MASS catalogue. Its located 14.39"" S, 30.54"" E from the galaxy centre."
ZTF19aalayue,188.06219355714288,77.22833561428571,17.9979,18.1065,17.9762,18.0853,-0.108629,-0.109100341796875,-0.00645644,-0.00429952,0.237667,18.4985,-0.5006008148193359,-0.2593994140625,0.956708,20.306180592160672,VS,1,GSC/PS1,0.21,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em>N419003183</em>; a V=17.16 mag stellar source found in the GSC/PS1 catalogues. Its located 0.2"" from the stellar source core."
ZTF22aaagvdj,45.61394458888889,19.298511200000004,20.4475,19.8303,20.391,19.9416,0.1903,0.4493999481201172,-0.0202949,0.213417,0.525824,21.4395,-0.9920005798339844,1018.8302993774414,0.5,8.066516192164272,VS,2,PS1,2.44,0.0,0.0,0.0,0.0,0.0,3.85,AT,VS,"The transient is possibly associated with <em>131150456132308870</em>; an r=20.51 mag stellar source found in the PS1 catalogue. Its located 0.45"" S, 2.40"" E from the stellar source centre."
ZTF20aawgrrv,233.39180185555557,-21.50645022222222,19.2054,18.8104,18.9182,18.4626,0.4713,0.4555988311767578,0.153268,-0.0149769,0.317255,20.629,-1.4235992431640625,-0.7070999145507812,0.891869,44.35075229220092,VS,1,PS1,0.2,0.0,0.0,0.0,0.0,0.0,5.56,AT,VS,"The transient is synonymous with <em>82192333918182580</em>; an r=19.55 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF20adcdjvw,233.3917989875,-21.506455612499998,19.5069,18.8104,18.8607,18.4626,0.4713,0.3980998992919922,-0.110923,-0.0149769,0.326816,20.629,-1.1220989227294922,-0.7070999145507812,0.891869,46.31796299200505,VS,1,PS1,0.21,0.0,0.0,0.0,0.0,0.0,5.56,AT,VS,"The transient is synonymous with <em>82192333918182580</em>; an r=19.55 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF18abwdzax,301.83507584999995,18.4231505,17.8005,17.7815,17.8005,17.7815,0.0189533,0.019001007080078125,,,0.187062,20.1349,-2.3343982696533203,-2.5468006134033203,0.970333,10.183807891793549,VS,1,PS1,0.24,0.0,0.0,0.0,0.0,0.0,4.59,AT,VS,"The transient is synonymous with <em>130103018350368364</em>; an r=20.15 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF21ackoijw,55.57093812666666,80.38622571333333,19.3767,19.5384,19.4181,19.0254,-0.161652,0.3927001953125,0.0563955,-0.342071,0.237742,19.9091,-0.5324001312255859,-0.2147998809814453,0.955667,8.05765049206093,VS,1,SDSS,0.35,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237671562377822553"">SDSS J034217.04+802310.7</a></em>; an r=19.25 mag stellar source found in the SDSS catalogue. Its located 0.4"" from the stellar source core."
ZTF18abadndk,338.158285875,58.174977825,20.0009,16.0887,18.4008,17.2626,0.414801,1.1382007598876953,-0.0202968,1.17316,0.0588343,19.2265,0.7744007110595703,-1.4203014373779297,0.906792,41.104097192175686,VS,1,PS1,0.23,0.0,0.0,0.0,0.0,0.0,4.62,AT,VS,"The transient is synonymous with <em>177813381584100700</em>; an r=17.98 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF18absrqtb,266.19989446666665,4.848844683333334,19.3695,20.244,20.0,20.049,0.1457,-0.048999786376953125,0.519987,-0.00955482,0.162376,20.8912,-1.5216999053955078,-0.09200096130371094,0.932208,16.343171291984618,VS,1,PS1,0.17,0.0,0.0,0.0,0.0,0.0,3.77,AT,VS,"The transient is synonymous with <em>113812661998859029</em>; an r=20.35 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF18abjydcz,256.5881197875,-20.4549134375,17.3414,17.4865,16.7653,16.8019,-0.145128,-0.03660011291503906,-0.0456193,-0.0331843,0.0335291,21.6605,-4.319099426269531,-3.9537010192871094,0.845208,20.2807522919029,VS,1,PS1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is synonymous with <em>83452565881094480</em>; an r=22.76 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF21acdalfn,326.5877494,34.04082795,17.3238,17.4491,17.3238,17.4491,-0.125309,-0.12530136108398438,,,0.0681612,21.2207,-3.896900177001953,-3.579099655151367,0.887625,17.17003469215706,VS,1,PS1,0.17,0.0,0.0,0.0,0.0,0.0,4.25,AT,VS,"The transient is synonymous with <em>148843265877939700</em>; an r=21.29 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF21acdqtdj,304.70577765,14.5351909,19.9738,20.0772,19.9738,20.0772,-0.103394,-0.10339927673339844,,,1.70633,20.5779,-0.6040992736816406,0.3652000427246094,0.5,17.18546299217269,SN,2,PS1,5.45,0.0,0.0,0.0,0.0,0.0,0.0,AT,SN,"The transient is possibly associated with <em>125443047061804533</em>; an i=23.29 mag galaxy found in the PS1 catalogue. Its located 5.27"" S, 1.40"" W from the galaxy centre."
ZTF21accyuff,294.1855044722222,-5.399347866666667,18.8991,18.7966,18.964,18.8789,0.102476,0.08510017395019531,-0.00057958,0.0650857,4.0521,22.0649,-3.165800094604492,-2.488800048828125,0.851167,4.320844891946763,SN,2,PS1,4.38,0.0,0.0,0.0,0.0,0.0,4.72,AT,SN,"The transient is possibly associated with <em>101522941866010684</em>; an r=21.81 mag galaxy found in the PS1 catalogue. Its located 1.61"" N, 4.07"" W from the galaxy centre."
ZTF18abvxaxf,334.09155595000004,70.90442968333333,15.8902,20.3221,15.8708,17.2354,-0.216101,-1.3645992279052734,-0.00989035,-0.632974,0.150533,20.6849,-4.794700622558594,-0.019199371337890625,0.995417,23.201701391953975,CV,1,RITTER/PS1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,AT,CV,"The transient is synonymous with <em>J2216+7054</em>; an r=20.06 mag CV found in the RITTER/PS1 catalogues. Its located 0.2"" from the CV core."
ZTF21accopvs,322.4147312,41.29341625714285,20.4044,20.2839,20.2402,19.882,0.3843,0.3582000732421875,-0.165642,-0.136292,4.2285,-999.0,1019.4043998718262,-1.7968006134033203,0.1495,39.20331019209698,SN,2,PS1,4.3,0.0,0.0,0.0,0.0,0.0,0.0,AT,SN,"The transient is possibly associated with <em>157553224145394156</em>; an r=26.11 mag galaxy found in the PS1 catalogue. Its located 4.26"" S, 0.60"" E from the galaxy centre."
ZTF21acbqaqa,222.54625792631577,65.99507176842104,20.3083,19.853,20.1275,20.1837,0.0900993,-0.05620002746582031,0.0704274,0.176093,18.7017,21.7096,-1.4013004302978516,-0.6772994995117188,0.962786,20.288009291980416,UNCLEAR,3,GSC/PS1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,AT,UNCLEAR,"The transient is possibly associated with <em>N4QA002877</em>; an r=22.84 mag unclassified source found in the GSC/PS1 catalogues. Its located 0.12"" S, 0.30"" W from the objects source centre."
ZTF18acsvpbq,300.9879740538462,-18.53643484615385,16.3023,16.4329,15.6462,16.5225,-0.130638,-0.8762989044189453,0.931708,0.528651,0.062414,19.9654,-3.6631011962890625,-3.1604995727539062,0.949137,5.281550892163068,VS,1,PS1,0.19,0.0,0.0,0.0,0.0,0.0,4.72,AT,VS,"The transient is synonymous with <em>85753009879666706</em>; an r=19.43 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF21abzewnh,248.83525123000004,-9.257151669999999,19.6408,20.1544,19.6675,19.6213,-0.0816002,0.046199798583984375,3.65597,-0.185868,3.42679,-999.0,1018.6408004760742,-1.3549995422363281,0.869875,45.32859949208796,UNCLEAR,3,PS1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AT,UNCLEAR,"The transient is possibly associated with <em>96892488353141819</em>; an r=23.48 mag uncertain found in the PS1 catalogue. Its located 0.90"" N, 0.44"" W from the uncertain centre."
ZTF21abhsyys,265.4187372066666,2.8586139933333334,18.6588,19.2375,18.2804,18.6729,-0.0848999,-0.3924999237060547,-0.0539592,-0.256575,0.134785,-999.0,1017.6588001251221,-2.991800308227539,0.437167,40.33723379205912,SN,2,PS1,8.64,0.0,0.0,0.0,0.0,0.0,5.58,AT,SN,"The transient is possibly associated with <em>111432654166502228</em>; an r=18.28 mag galaxy found in the PS1 catalogue. Its located 4.38"" S, 7.45"" E from the galaxy centre."
ZTF18ablqqwi,259.9910951,20.0437264,19.3649,19.1701,19.3649,20.0135,0.194799,-0.6485996246337891,,,0.0838725,20.7317,-1.366800308227539,-1.41510009765625,0.986875,7.2694444921799,VS,1,PS1,0.18,0.0,0.0,0.0,0.0,0.0,4.14,AT,VS,"The transient is synonymous with <em>132052599911112996</em>; an r=21.04 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
ZTF18abiwpxq,320.30270994166665,30.684447674999998,17.7061,17.8908,18.8219,18.9429,-0.184727,-0.12100028991699219,-0.0378933,-0.169573,0.0443558,19.0752,-1.3690986633300781,-0.6133003234863281,0.9855,8.122222192119807,VS,1,PS1,0.12,0.0,0.0,0.0,0.0,0.0,6.01,AT,VS,"The transient is synonymous with <em>144823203027001934</em>; an r=18.63 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF18adlhggo,320.3027174785714,30.684448064285714,18.1131,19.178,18.5261,18.5205,-0.0851002,0.0055999755859375,-0.611294,-0.492434,0.207274,19.0752,-0.9620990753173828,0.6738986968994141,0.9855,45.172580991871655,VS,1,PS1,0.14,0.0,0.0,0.0,0.0,0.0,6.01,AT,VS,"The transient is synonymous with <em>144823203027001934</em>; an r=18.63 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF19acclxge,286.810623375,-23.18836265,19.4374,19.3486,19.4312,19.3635,0.0888329,0.06769943237304688,-0.00604758,0.0147418,0.0650555,21.3336,-1.8961982727050781,-2.4848995208740234,0.5,17.22961809206754,UNCLEAR,3,PS1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,AT,UNCLEAR,"The transient is possibly associated with <em>80172868105764299</em>; an unknown-mag uncertain found in the PS1 catalogue. Its located 0.10"" S, 0.10"" E from the uncertain centre."
ZTF18aazwnmq,255.85045839999998,9.05644992,18.713,19.5714,19.0346,19.2725,-0.3943,-0.2378997802734375,-0.0167689,-0.0427939,0.27004,19.5133,-0.8003005981445312,0.7068996429443359,0.973333,7.282789391931146,VS,1,PS1,0.36,0.0,0.0,0.0,0.0,0.0,4.73,AT,VS,"The transient is synonymous with <em>118862558503948257</em>; an r=18.87 mag stellar source found in the PS1 catalogue. Its located 0.4"" from the stellar source core."
ZTF18abvyuwa,27.41368508,56.558432919999994,19.2042,19.0924,19.3337,19.3702,0.111755,-0.0364990234375,0.0524123,0.0220086,0.0927813,19.8684,-0.6641998291015625,-0.03199958801269531,0.989083,23.06429399177432,VS,1,SDSS/PS1,0.08,0.0,0.0,0.0,0.0,0.0,4.62,AT,VS,"The transient is synonymous with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237671066852658008"">SDSS J014939.28+563330.5</a></em>; an r=19.17 mag stellar source found in the SDSS/PS1 catalogues. Its located 0.1"" from the stellar source core."
ZTF18adaabii,3.3292955999999996,42.29493007142857,18.3121,18.4184,17.6372,17.6623,-0.106304,-0.0251007080078125,-0.135616,-0.28685,0.0423175,21.4746,-3.1625003814697266,-2.176300048828125,0.941244,31.097615691833198,VS,1,PS1,0.08,0.0,0.0,0.0,0.0,0.0,4.08,AT,VS,"The transient is synonymous with <em>158750033293894571</em>; an r=20.55 mag stellar source found in the PS1 catalogue. Its located 0.1"" from the stellar source core."
ZTF19aaprxbe,350.09314743333334,44.725114133333335,18.2512,18.214,18.2512,19.6704,0.0371952,-1.4192008972167969,,1.53168,0.0576582,-999.0,1017.25119972229,-2.833799362182617,0.0449167,6.101423591841012,CV,1,RITTER,0.76,0.0,0.0,0.0,0.0,0.0,0.0,AT,CV,"The transient is synonymous with <em>J2320+4443</em>; an unknown-mag CV found in the RITTER catalogue. Its located 0.8"" from the CV core."
ZTF18abjgzxt,318.31182267142856,25.233696785714283,18.0966,18.3501,18.4333,19.47,-0.253548,-1.0366992950439453,0.177132,0.311186,0.111527,20.6264,-2.5298004150390625,-2.9726009368896484,0.281947,5.279571792110801,VS,2,PS1,2.32,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is possibly associated with <em>138283183111300742</em>; a g=22.88 mag stellar source found in the PS1 catalogue. Its located 0.69"" N, 2.21"" E from the stellar source centre."
ZTF18adljhfd,318.3118245,25.233698016666665,18.0966,19.5641,18.4333,19.75,-0.794201,-1.3166999816894531,0.177121,0.177834,0.209369,20.6264,-2.5298004150390625,-1.7586002349853516,0.281947,5.338286992162466,VS,2,PS1,2.24,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is possibly associated with <em>138283183111300742</em>; a g=22.88 mag stellar source found in the PS1 catalogue. Its located 0.77"" N, 2.11"" E from the stellar source centre."
ZTF18aboevpz,282.449772325,-21.0512754,18.5681,18.5633,18.1017,18.4929,0.145599,-0.3912010192871094,-0.0934617,-0.0697317,0.0937633,20.3109,-1.7427997589111328,0.7409000396728516,0.5,4.322766191791743,VS,2,GAIA/PS1,2.26,0.0,0.0,0.0,0.0,0.0,0.0,AT,VS,"The transient is possibly associated with <em>4079122962943689728</em>; a G=18.40 mag stellar source found in the GAIA/PS1 catalogues. Its located 1.93"" S, 1.18"" E from the stellar source centre."
ZTF18acautxv,8.323662983333334,54.38511906666667,17.9821,18.8867,17.9323,18.8891,0.1073,-0.9567985534667969,-0.0321808,-0.200536,0.151707,19.2894,-1.3073005676269531,-1.179300308227539,0.957333,23.083553192205727,VS,1,PS1,0.18,0.0,0.0,0.0,0.0,0.0,5.37,AT,VS,"The transient is synonymous with <em>173260083235262793</em>; an r=19.91 mag stellar source found in the PS1 catalogue. Its located 0.2"" from the stellar source core."
