objectId,ra,dec,gmag,rmag,maggmean,magrmean,g_minus_r,clr_mean,dmdt_g,dmdt_r,distpsnr1,sgmag1,brightening_g,brightening_r,last_alert,classification,classificationReliability,catalogue_table_name,separationArcsec,tns_prefix,association_type,description
ZTF22aafujzv,232.76545004761905,53.40535285714285,18.932,18.5002,18.9063,18.506,0.3888,0.400299072265625,-0.00555387,0.02254,0.025744,19.6817,-0.7497005462646484,-0.5032005310058594,0.5659954030998051,SN,2,SDSS/2MASS/PS1,0.03,AT,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237655465927639355"">SDSS J153103.70+532419.3</a></em>; a J=16.64 mag galaxy found in the SDSS/2MASS/PS1 catalogues. Its located 0.57"" S, 0.31"" E from the galaxy centre."
ZTF22aarbswn,257.6554299318182,15.165508677272726,19.6311,19.764,19.8116,19.7295,-0.132853,0.08209991455078125,0.0187709,-0.00148769,0.333675,20.5066,-0.8754997253417969,0.052700042724609375,0.49526620330289006,SN,2,SDSS/2MASS/PS1,0.23,AT,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237662226244371449"">SDSS J171037.29+150955.9</a></em>; a J=17.02 mag galaxy found in the SDSS/2MASS/PS1 catalogues. Its located 0.40"" N, 0.00"" E from the galaxy centre."
ZTF23aaavyag,244.01780457272727,44.901854059090915,19.9172,19.7825,19.8255,19.6185,0.173201,0.207000732421875,0.0203398,-0.0170542,2.07484,20.9633,-1.0461006164550781,-0.1904010772705078,0.5302083031274378,SN,2,SDSS/PS1,1.98,SN,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237655464858812599"">SDSS J161604.26+445404.7</a></em>; an r=19.53 mag galaxy found in the SDSS/PS1 catalogues. Its located 2.05"" N, 0.02"" E from the galaxy centre."
ZTF23aaawbsc,265.2139810590909,66.20633290454545,19.0533,18.6348,18.4383,18.0073,0.418541,0.430999755859375,0.0106968,-0.0347583,4.95501,21.4058,-2.352499008178711,-2.368499755859375,0.38103010319173336,SN,2,SDSS/PS1,4.86,SN,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237656564896760372"">SDSS J174050.62+661220.6</a></em>; an r=20.61 mag galaxy found in the SDSS/PS1 catalogues. Its located 2.10"" N, 4.38"" E from the galaxy centre."
ZTF23aadchqd,291.0965969857143,47.05437333809524,18.7486,18.1313,18.7769,18.2014,0.617338,0.5754985809326172,-0.0208252,0.0307434,0.285053,21.3194,-2.57080078125,-3.194599151611328,0.38253470323979855,SN,2,PS1,0.25,SN,SN,"The transient is possibly associated with <em>164462910966905851</em>; an r=20.22 mag galaxy found in the PS1 catalogue. Its located 0.07"" N, 0.24"" W from the galaxy centre."
ZTF23aaecexq,232.52352961499997,35.672230209999995,20.597,20.115,19.9379,19.7127,0.598499,0.22520065307617188,-0.0340742,-0.0611436,1.27427,-999.0,1019.5970001220703,-1.4468994140625,0.5712963030673563,SN,2,SDSS/PS1,1.5,SN,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237661463837737572"">SDSS J153005.74+354020.8</a></em>; an r=21.61 mag galaxy found in the SDSS/PS1 catalogues. Its located 0.66"" S, 1.46"" W from the galaxy centre."
ZTF23aaejwfe,242.87612703181819,52.4610767909091,19.4762,19.2535,19.3024,18.8214,0.374399,0.4810009002685547,-0.0183233,-0.0766636,6.10058,20.4469,-0.9706993103027344,-1.064300537109375,0.48914350289851427,SN,2,NED D/PS1,65.14,SN,SN,"The transient is possibly associated with <em><a href=""https://ned.ipac.caltech.edu/cgi-bin/objsearch?objname=CGCG275-028&extend=no&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=RA+or+Longitude&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES"">CGCG275-028</a></em>; an r=15.21 mag galaxy found in the NED_D/PS1 catalogues. Its located 22.64"" N, 61.08"" E (29.5 Kpc) from the galaxy centre. A host distance of 93.5 Mpc(z=0.030) implies a <em>m - M =</em> 34.85."
ZTF23aaekiqe,306.294532195,5.2568000349999995,18.7996,18.7732,18.6779,18.4041,0.0264454,0.2737998962402344,0.00346646,-0.00963887,6.26499,21.3281,-2.5284996032714844,-2.9330005645751953,0.3202778031118214,SN,2,NED D/SDSS/2MASS/LASR,30.06,SN,SN,"The transient is possibly associated with <em><a href=""https://ned.ipac.caltech.edu/cgi-bin/objsearch?objname=UGC11555&extend=no&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=RA+or+Longitude&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES"">UGC11555</a></em>; a J=11.51 mag galaxy found in the NED_D/SDSS/2MASS/LASR catalogues. Its located 22.73"" S, 20.07"" W (9.0 Kpc) from the galaxy centre. A host distance of 61.7 Mpc(z=0.016) implies a <em>m - M =</em> 33.95."
ZTF23aafwtbq,277.93575278421054,77.7609852631579,19.8168,19.6167,19.9853,19.6208,0.136999,0.3645000457763672,0.183181,0.122224,5.37586,21.5185,-1.701700210571289,-1.5335006713867188,0.4064583033323288,SN,2,PS1,5.95,AT,SN,"The transient is possibly associated with <em>201312779437423657</em>; an r=22.50 mag galaxy found in the PS1 catalogue. Its located 1.23"" N, 5.82"" W from the galaxy centre."
ZTF23aagpjyp,272.98705925999997,52.84109917199999,18.5646,18.1046,18.4932,17.9604,0.459988,0.5328006744384766,0.0132544,-0.0194855,3.31215,20.0199,-1.4552993774414062,-1.653799057006836,0.4877083031460643,SN,2,PS1,3.37,SN,SN,"The transient is possibly associated with <em>171412729856040382</em>; an r=18.95 mag galaxy found in the PS1 catalogue. Its located 1.17"" S, 3.16"" E from the galaxy centre."
ZTF23aajjzon,312.96698950625,-7.7535129000000005,20.1565,20.0937,19.9429,19.7041,0.5721,0.238800048828125,-0.0464911,-0.0493664,2.72449,20.752,-0.5955009460449219,-0.4818000793457031,0.3297801031731069,SN,2,PS1,2.68,AT,SN,"The transient is possibly associated with <em>98693129675115548</em>; an r=19.42 mag galaxy found in the PS1 catalogue. Its located 2.05"" N, 1.73"" W from the galaxy centre."
ZTF23aajkisd,324.9836284904762,24.65962677142857,18.8216,18.6856,18.6122,18.5247,0.0958996,0.08749961853027344,-0.0206872,-0.00654177,0.249027,19.7644,-0.9428005218505859,-0.8013992309570312,0.38918980304151773,SN,2,NED,5.44,SN,SN,"The transient is possibly associated with <em><a href=""https://ned.ipac.caltech.edu/cgi-bin/objsearch?objname=KUG2137%2B244&extend=no&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=RA+or+Longitude&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES"">KUG2137%2B244</a></em>; a 15.70 mag galaxy found in the NED catalogue. Its located 2.53"" N, 4.82"" E (3.2 Kpc) from the galaxy centre. A host z=0.029 implies a <em>m - M =</em> 35.52."
ZTF23aajtudb,312.8212389230769,-6.4105776307692315,20.5586,19.8998,20.5793,19.7268,0.5921,0.8524990081787109,0.00722967,0.0331967,2.19066,21.622,-1.0634002685546875,-1.8057003021240234,0.3297801031731069,SN,2,SDSS/PS1,2.21,AT,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237652934567986818"">SDSS J205117.02-062440.0</a></em>; an r=21.09 mag galaxy found in the SDSS/PS1 catalogues. Its located 1.97"" N, 1.00"" E from the galaxy centre."
ZTF23aajucmw,3.6779370300000003,21.859349870000003,19.0406,18.5787,19.1052,18.6738,0.2918,0.4314002990722656,-0.0231746,0.0265919,24.4766,-999.0,1018.040599822998,-3.2469005584716797,0.34120370307937264,SN,2,SDSS,0.29,AT,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237679541353251574"">SDSS J001442.73+215133.9</a></em>; an r=21.80 mag galaxy found in the SDSS catalogue. Its located 0.11"" S, 0.27"" W from the galaxy centre."
ZTF23aakmewi,270.0775990913043,26.408892382608695,18.9545,18.3111,18.4989,17.7075,0.643385,0.7913990020751953,0.00617884,-0.0381923,10.9626,20.6632,-1.708700180053711,-1.306100845336914,0.3762500029988587,ORPHAN,0,0,0.0,SN,0,No contexual information is available for this transient
ZTF23aalacub,258.16261978125,44.715272393750006,20.5045,20.2421,20.4665,20.1077,0.4674,0.3587989807128906,0.0131246,-0.0367446,0.969461,22.0715,-1.5670013427734375,-1.7985000610351562,0.4853356028907001,SN,2,PS1,1.07,AT,SN,"The transient is possibly associated with <em>161652581628739019</em>; an r=22.38 mag galaxy found in the PS1 catalogue. Its located 0.13"" S, 1.06"" W from the galaxy centre."
ZTF23aalgqsq,304.3452553763157,-20.575410463157894,17.5834,17.1546,17.5442,17.2425,0.428797,0.3017005920410156,425.269,0.0230716,0.288033,21.156,-3.572599411010742,-4.044198989868164,0.33119210321456194,SN,2,PS1,0.32,SN,SN,"The transient is possibly associated with <em>83303043453599760</em>; an r=20.83 mag galaxy found in the PS1 catalogue. Its located 0.14"" N, 0.29"" W from the galaxy centre."
ZTF23aamanim,227.29008763333334,52.533278422222224,19.7751,19.6106,20.1492,20.0462,0.164488,0.10300064086914062,0.13389,0.0762747,0.833054,20.2602,-0.48509979248046875,-0.40760040283203125,0.5253125033341348,SN,2,SDSS,23.32,AT,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237659326021107790"">SDSS J150912.08+523154.3</a></em>; an r=21.39 mag galaxy found in the SDSS catalogue. Its located 5.48"" N, 22.67"" W (5.4 Kpc) from the galaxy centre. A host z=0.011 implies a <em>m - M =</em> 33.45."
ZTF23aamdnfp,220.49403245714288,19.093214500000002,19.8544,19.3823,19.7616,19.3761,0.607101,0.3854999542236328,0.0669057,-0.0148049,1.40475,21.3271,-1.4727001190185547,-1.7950000762939453,0.5585185033269227,SN,2,NED/SDSS/PS1,1.42,AT,SN,"The transient is possibly associated with <em><a href=""https://ned.ipac.caltech.edu/cgi-bin/objsearch?objname=SDSSJ144158.50%2B190536.9&extend=no&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=RA+or+Longitude&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES"">SDSSJ144158.50%2B190536.9</a></em>; an r=20.34 mag galaxy found in the NED/SDSS/PS1 catalogues. Its located 1.21"" S, 0.73"" E from the galaxy centre."
ZTF23aamqtel,208.26020379999997,16.819713880000002,17.3597,15.9564,16.2171,15.8792,-0.0265999,0.33790016174316406,-0.0869946,-0.065949,1.38408,19.7737,-2.41400146484375,-3.8367996215820312,0.5571065032854676,SN,2,SDSS/PS1,1.37,SN,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237668315920007315"">SDSS J135302.44+164909.6</a></em>; an r=18.85 mag galaxy found in the SDSS/PS1 catalogues. Its located 1.37"" N, 0.04"" W from the galaxy centre."
ZTF23aamqzyz,230.63651625416665,64.86176916666666,18.07,17.4049,17.0219,16.9789,0.665091,0.042999267578125,-0.0879965,0.00924535,0.483597,18.6916,-0.6216011047363281,-1.3374996185302734,0.48438660334795713,SN,2,SDSS/PS1,0.47,SN,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237665582709211275"">SDSS J152232.78+645142.8</a></em>; an r=17.72 mag galaxy found in the SDSS/PS1 catalogues. Its located 0.44"" S, 0.15"" W from the galaxy centre."
ZTF23aamsetv,354.9499362705883,8.16488521764706,19.7481,19.6657,19.5348,19.5778,0.0125999,-0.04300117492675781,-0.0230197,405.396,0.0595648,20.8317,-1.0835990905761719,-0.445098876953125,0.3378819031640887,SN,2,SDSS/PS1,0.11,AT,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237669681722556855"">SDSS J233947.98+080953.5</a></em>; an r=19.79 mag galaxy found in the SDSS/PS1 catalogues. Its located 0.05"" S, 0.17"" E from the galaxy centre."
ZTF23aamujnw,227.21947433170735,1.0849300439024392,19.6956,19.4775,19.3335,19.3107,0.218132,0.022800445556640625,0.0749504,40.1285,0.655935,21.33,-1.6343994140625,-1.5532989501953125,0.5441551031544805,SN,2,SDSS/PS1,0.68,AT,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237655468061491355"">SDSS J150852.64+010505.2</a></em>; an r=20.39 mag galaxy found in the SDSS/PS1 catalogues. Its located 0.69"" N, 0.34"" E from the galaxy centre."
ZTF23aanptpp,296.39642691818176,66.75068754545455,18.2071,18.0686,18.7243,18.6127,0.138517,0.11160087585449219,0.017651,0.0105502,0.752923,-999.0,1017.2070999145508,-1.7072010040283203,0.3656829032115638,SN,2,2MASS/PS1,0.95,AT,SN,"The transient is possibly associated with <em>19453505+6645015</em>; a J=16.58 mag galaxy found in the 2MASS/PS1 catalogues. Its located 0.92"" N, 0.56"" E from the galaxy centre."
ZTF23aanpuwv,315.3555089967742,8.047137929032258,19.8021,19.203,19.243,19.0897,0.4193,0.15329933166503906,-0.0724385,-0.021077,1.1891,20.0265,-0.22440147399902344,-0.535400390625,0.39258100325241685,SN,2,SDSS/PS1,1.17,SN,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237678858989208189"">SDSS J210125.33+080250.8</a></em>; an r=19.15 mag galaxy found in the SDSS/PS1 catalogues. Its located 1.33"" S, 0.21"" W from the galaxy centre."
ZTF23aanpyns,338.18227727857146,-4.9553112142857145,20.5488,20.0615,20.4813,19.8985,0.487318,0.5827999114990234,-0.0019931,-0.0584061,9.98517,21.6462,-1.0974006652832031,-1.2875003814697266,0.32740740291774273,ORPHAN,0,0,0.0,AT,0,No contexual information is available for this transient
ZTF23aansdlc,219.18055461818184,12.090094740909093,19.1314,19.0083,19.0466,19.1095,0.123148,-0.06290054321289062,-0.10374,-0.123909,0.35693,21.5262,-2.3948001861572266,-2.7029991149902344,0.5589931029826403,SN,2,SDSS/PS1,0.24,AT,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237662529531478344"">SDSS J143643.34+120524.0</a></em>; an r=21.02 mag galaxy found in the SDSS/PS1 catalogues. Its located 0.23"" N, 0.23"" W from the galaxy centre."
ZTF23aanxrjm,225.58565573529413,-10.202077770588238,18.0927,17.6875,17.8382,17.6507,0.405226,0.1875,-0.00958185,-0.0107494,2.63418,21.6969,-3.6042003631591797,1016.6875,0.5604167031124234,SN,2,PS1,2.78,SN,SN,"The transient is possibly associated with <em>95752255850908996</em>; an r=20.89 mag galaxy found in the PS1 catalogue. Its located 2.45"" S, 1.31"" E from the galaxy centre."
ZTF23aanyjhy,272.0484041923077,16.544988515384617,19.6101,19.7539,19.7759,19.6417,0.110399,0.1341991424560547,-0.0161829,0.0740207,6.01821,21.8011,-2.190999984741211,-0.8895988464355469,0.41318290308117867,ORPHAN,0,0,0.0,AT,0,No contexual information is available for this transient
ZTF23aanyydk,257.6907200956522,21.01073656956522,19.9036,19.9166,19.3876,19.5049,-0.0130157,-0.11730003356933594,-0.087042,-0.079385,0.772764,21.0834,-1.179800033569336,-0.8829002380371094,0.49479170329868793,SN,2,SDSS/PS1,0.76,AT,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237662301917217910"">SDSS J171045.72+210037.8</a></em>; an r=20.12 mag galaxy found in the SDSS/PS1 catalogues. Its located 0.66"" N, 0.37"" E from the galaxy centre."
ZTF23aaoanrl,316.404656048718,8.50531392051282,19.1004,18.7161,18.6516,18.5728,0.384272,0.07880020141601562,-0.105552,-0.0590019,4.8743,19.8816,-0.7811985015869141,-0.5755996704101562,0.32122680312022567,SN,2,SDSS/PS1,4.84,SN,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237678876707258510"">SDSS J210537.44+083019.2</a></em>; an r=18.02 mag galaxy found in the SDSS/PS1 catalogues. Its located 0.32"" S, 4.95"" W from the galaxy centre."
ZTF23aaoiyzr,241.26653846315793,55.1991381368421,19.5925,19.2392,19.2625,19.2395,0.353315,0.023000717163085938,-0.0419898,0.0022543,1.30455,-999.0,1018.5925006866455,-1.948699951171875,0.5508449031040072,SN,2,NED/SDSS/PS1,8.24,AT,SN,"The transient is possibly associated with <em><a href=""https://ned.ipac.caltech.edu/cgi-bin/objsearch?objname=SDSSJ160504.90%2B551159.6&extend=no&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=RA+or+Longitude&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES"">SDSSJ160504.90%2B551159.6</a></em>; an r=17.73 mag galaxy found in the NED/SDSS/PS1 catalogues. Its located 2.67"" S, 7.89"" W from the galaxy centre."
ZTF23aaojbdj,218.83718860526315,10.554625563157893,18.9014,18.7354,18.9968,18.8739,0.0314999,0.12290000915527344,-0.0667036,-0.0372623,3.72878,19.8073,-0.9059009552001953,-0.8859004974365234,0.5589931029826403,SN,2,SDSS/PS1,3.69,SN,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237662199353442518"">SDSS J143521.08+103319.6</a></em>; an r=18.75 mag galaxy found in the SDSS/PS1 catalogues. Its located 2.87"" S, 2.32"" W from the galaxy centre."
ZTF23aaojwkb,229.22774892608695,28.307348830434787,19.0082,18.9947,18.868,19.0336,0.0134506,-0.16559982299804688,-0.0797498,-0.0511687,3.64658,20.3337,-1.32550048828125,-0.6550006866455078,0.5469907033257186,SN,2,SDSS/PS1,3.59,SN,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237664852576043262"">SDSS J151654.42+281824.6</a></em>; an r=18.52 mag galaxy found in the SDSS/PS1 catalogues. Its located 1.93"" N, 3.05"" E (5.1 Kpc) from the galaxy centre. A host z=0.076 implies a <em>m - M =</em> 37.67."
ZTF23aaopvpn,242.30296641176466,41.06127515294118,20.2375,20.0678,20.0632,19.9761,0.169701,0.08709907531738281,0.0431128,0.00860676,0.472826,21.6456,-1.4081001281738281,-1.3015003204345703,0.4919676030986011,SN,2,SDSS/PS1,0.31,AT,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237659163348697474"">SDSS J160912.72+410340.2</a></em>; an r=20.66 mag galaxy found in the SDSS/PS1 catalogues. Its located 0.30"" N, 0.06"" W from the galaxy centre."
ZTF23aaoypgv,279.99597545,31.606241043749996,20.6492,20.0312,20.7052,20.2116,0.606401,0.49360084533691406,0.0199023,0.0129277,2.39552,-999.0,1019.6492004394531,-1.3206005096435547,0.40261570317670703,SN,2,2MASS/PS1,8.64,AT,SN,"The transient is possibly associated with <em>18395854+3136285</em>; a J=14.63 mag galaxy found in the 2MASS/PS1 catalogues. Its located 6.02"" S, 6.20"" E from the galaxy centre."
ZTF23aaoyxjb,307.05752478421056,51.21527554473684,19.8146,19.3651,20.1668,19.691,0.449495,0.475799560546875,0.0318032,0.00919514,3.3681,21.4934,-1.6788005828857422,-1.330099105834961,0.3820602032355964,SN,2,PS1,3.48,AT,SN,"The transient is possibly associated with <em>169463070581150101</em>; an r=20.43 mag galaxy found in the PS1 catalogue. Its located 3.17"" S, 1.44"" W from the galaxy centre."
ZTF23aaozatq,251.91827737222224,52.33669928611111,18.1325,17.8125,17.9293,17.9024,0.319975,0.0269012451171875,0.673157,-0.0120934,1.41027,-999.0,1017.1324996948242,-1.1075992584228516,0.48914350289851427,SN,2,PS1,1.44,SN,SN,"The transient is possibly associated with <em>170802519178645124</em>; an r=18.15 mag galaxy found in the PS1 catalogue. Its located 1.08"" S, 0.95"" E from the galaxy centre."
ZTF23aaozcyi,264.2435910941177,17.660281435294117,19.7443,19.6894,19.6037,19.6336,0.054945,-0.02989959716796875,-0.0890822,-0.0401213,11.1121,20.7147,-0.9703998565673828,-0.6230010986328125,0.49622680293396115,UNCLEAR,3,PS1,0.28,AT,UNCLEAR,"The transient is possibly associated with <em>129192642436522489</em>; an r=22.96 mag uncertain found in the PS1 catalogue. Its located 0.28"" N, 0.00"" W from the uncertain centre."
ZTF23aapbrrq,216.48142008125,34.523059062499996,17.3476,16.9267,17.5438,17.4548,0.1444,0.08900070190429688,-0.0288322,0.0748761,4.85235,20.5325,-3.1848983764648438,-3.368398666381836,0.5479282028973103,SN,2,NED/SDSS/PS1/LASR,5.99,SN,SN,"The transient is possibly associated with <em><a href=""https://ned.ipac.caltech.edu/cgi-bin/objsearch?objname=SDSSJ142555.98%2B343125.1&extend=no&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=RA+or+Longitude&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES"">SDSSJ142555.98%2B343125.1</a></em>; an r=18.73 mag AGN found in the NED/SDSS/PS1/LASR catalogues. Its located 2.35"" S, 5.52"" W (1.8 Kpc) from the AGN centre. A host z=0.015 implies a <em>m - M =</em> 34.06."
ZTF23aaphnyz,252.15090328333332,41.60074762222223,17.9592,17.8711,17.8535,17.951,0.0880642,-0.09749984741210938,-0.00481335,0.0107673,1.22747,19.4858,-1.5265998840332031,-1.949899673461914,0.491493103094399,SN,2,SDSS/2MASS/PS1,11.4,SN,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237654952668889289"">SDSS J164835.2+413602.0</a></em>; a J=13.47 mag galaxy found in the SDSS/2MASS/PS1 catalogues. Its located 0.64"" N, 11.38"" E (7.0 Kpc) from the galaxy centre. A host z=0.031 implies a <em>m - M =</em> 35.65."
ZTF23aaphpnk,223.32650600666665,38.214007020000004,17.6954,17.6904,18.22,18.4998,0.00499344,-0.2798004150390625,-0.071401,-0.019297,0.372772,20.1226,-2.4272003173828125,-2.0965003967285156,0.5494213029742241,SN,2,SDSS/PS1,0.32,SN,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237661872953229477"">SDSS J145318.34+381250.7</a></em>; an r=19.38 mag galaxy found in the SDSS/PS1 catalogues. Its located 0.28"" S, 0.15"" E from the galaxy centre."
ZTF23aaphtry,253.87982750999998,-15.53296628,19.59,19.4148,19.4043,19.1271,0.3167,0.27720069885253906,-0.04992,-0.0521247,3.13495,21.0954,-1.5053997039794922,-0.8285999298095703,0.49813660327345133,SN,2,2MASS/PS1,3.98,AT,SN,"The transient is possibly associated with <em>16553088-1531586</em>; a J=12.89 mag galaxy found in the 2MASS/PS1 catalogues. Its located 0.24"" N, 3.97"" E from the galaxy centre."
ZTF23aapimvh,307.0573741277778,53.962432622222224,19.3675,19.3315,18.2983,18.3735,0.036005,-0.07520103454589844,0.0182465,0.0329539,3.72965,21.4096,-2.0420989990234375,-1.0658016204833984,0.3820602032355964,ORPHAN,0,0,0.0,AT,0,No contexual information is available for this transient
ZTF23aapkwyh,232.6581512681818,10.245902954545455,19.7837,19.6894,19.78,19.7628,0.0942516,0.017200469970703125,0.00238508,-5.3208,0.915511,20.6583,-0.8745994567871094,-0.14879989624023438,0.5450926031917334,SN,2,SDSS/PS1,0.98,AT,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237662534358139693"">SDSS J153037.89+101445.5</a></em>; an r=19.12 mag galaxy found in the SDSS/PS1 catalogues. Its located 0.33"" S, 0.93"" E from the galaxy centre."
ZTF23aapogvn,242.89512820000002,58.96756321538461,17.6614,17.7548,18.5158,18.4743,-0.0934334,0.041500091552734375,-0.037816,0.0144393,1.81579,19.6879,-2.026500701904297,-1.5890998840332031,0.48628470301628113,SN,2,SDSS/PS1,1.91,SN,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237665583249686636"">SDSS J161134.87+585801.4</a></em>; an r=18.43 mag galaxy found in the SDSS/PS1 catalogues. Its located 1.96"" N, 0.32"" W from the galaxy centre."
ZTF23aappdyu,272.0386862875,13.33864114375,19.44,19.5917,18.8168,18.7793,-0.151678,0.03749847412109375,-0.0201393,-0.0647169,4.25584,22.1727,-2.7327003479003906,-1.6142005920410156,0.4136574030853808,SN,2,PS1,4.14,AT,SN,"The transient is possibly associated with <em>124002720385335413</em>; an r=22.19 mag galaxy found in the PS1 catalogue. Its located 4.12"" N, 0.43"" E from the galaxy centre."
ZTF23aapppcq,291.19045221875,-27.02977221875,19.3004,19.4639,19.353,19.4981,-0.312199,-0.14509963989257812,-0.049991,-0.0294245,0.945186,-999.0,1018.3003997802734,-2.2345008850097656,0.4151505031622946,SN,2,PS1,0.72,AT,SN,"The transient is possibly associated with <em>75562911902954197</em>; an r=22.19 mag galaxy found in the PS1 catalogue. Its located 0.43"" N, 0.58"" E from the galaxy centre."
ZTF23aapqkvw,10.475839,41.171257044444445,18.4132,18.4896,17.9439,18.1338,-0.0763607,-0.18990135192871094,-0.112362,-0.0664359,0.795017,-999.0,1017.413200378418,-2.472400665283203,0.3115278030745685,SN,2,NED D,666.29,AT,SN,"The transient is possibly associated with <em><a href=""https://ned.ipac.caltech.edu/cgi-bin/objsearch?objname=MESSIER031&extend=no&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=RA+or+Longitude&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES"">MESSIER031</a></em>; a 4.36 mag galaxy found in the NED_D catalogue. Its located 351.95"" S, 565.75"" W (2.4 Kpc) from the galaxy centre. A host distance of 0.7 Mpc implies a <em>m - M =</em> 24.36."
ZTF23aapuknd,262.2217798714286,58.37820394642857,18.1537,17.908,17.8908,17.9499,0.245741,-0.05909919738769531,-0.72706,-27.3541,0.689993,-999.0,1017.1536998748779,-2.8415985107421875,0.48675930313766,SN,2,SDSS/PS1,3.74,SN,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237656529456464375"">SDSS J172853.57+582239.0</a></em>; an r=19.12 mag galaxy found in the SDSS/PS1 catalogues. Its located 2.47"" N, 2.80"" W from the galaxy centre."
ZTF23aapunnc,247.67484692,63.77935919,19.489,19.8346,19.8631,19.9112,-0.345587,-0.048099517822265625,0.109083,-0.0523762,3.01135,20.1673,-0.6782989501953125,0.5634002685546875,0.48628470301628113,SN,2,SDSS/PS1,3.03,AT,SN,"The transient is possibly associated with <em><a href=""http://skyserver.sdss.org/dr12/en/tools/explore/Summary.aspx?id=1237671940876337318"">SDSS J163041.79+634642.7</a></em>; an r=18.63 mag galaxy found in the SDSS/PS1 catalogues. Its located 2.88"" N, 1.12"" E from the galaxy centre."
