,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__n_estimators,param_clf__min_samples_split,param_clf__min_samples_leaf,param_clf__max_features,param_clf__max_depth,param_clf__class_weight,param_clf__bootstrap,params,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,split4_test_balanced_accuracy,split5_test_balanced_accuracy,split6_test_balanced_accuracy,split7_test_balanced_accuracy,split8_test_balanced_accuracy,split9_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_precision_score,split1_test_precision_score,split2_test_precision_score,split3_test_precision_score,split4_test_precision_score,split5_test_precision_score,split6_test_precision_score,split7_test_precision_score,split8_test_precision_score,split9_test_precision_score,mean_test_precision_score,std_test_precision_score,rank_test_precision_score,split0_test_recall_score,split1_test_recall_score,split2_test_recall_score,split3_test_recall_score,split4_test_recall_score,split5_test_recall_score,split6_test_recall_score,split7_test_recall_score,split8_test_recall_score,split9_test_recall_score,mean_test_recall_score,std_test_recall_score,rank_test_recall_score,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,split5_test_f1_macro,split6_test_f1_macro,split7_test_f1_macro,split8_test_f1_macro,split9_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro
0,16.13971130847931,0.4809808633056828,0.12122089862823486,0.01675476382513669,200,2,1,0.2,,balanced_subsample,True,"{'clf__n_estimators': 200, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 1, 'clf__max_features': 0.2, 'clf__max_depth': None, 'clf__class_weight': 'balanced_subsample', 'clf__bootstrap': True}",0.495679012345679,0.45454545454545453,0.6291245791245791,0.7057562807562808,0.6129564879564879,0.4804152637485971,0.5719416386083053,0.6145903479236813,0.47160493827160493,0.6308922558922558,0.5667506259172925,0.08119450073101296,26,0.48352573352573347,0.4669252915629727,0.632716049382716,0.6648730898730899,0.669923440756774,0.6022130647130647,0.7211279461279462,0.7226020892687558,0.559967456512172,0.6631091131091131,0.6186983274832338,0.08558067392289138,3,0.495679012345679,0.45454545454545453,0.6291245791245791,0.7057562807562808,0.6129564879564879,0.4804152637485971,0.5719416386083053,0.6145903479236813,0.47160493827160493,0.6308922558922558,0.5667506259172925,0.08119450073101296,26,0.48459333240856345,0.4568162852902835,0.6191098661686897,0.6721061032253169,0.5811460700432624,0.4609629769050059,0.5656209894909586,0.5934047343671183,0.4515297906602254,0.58212314199347,0.5467413290552894,0.0736851785326277,20
1,16.83080928325653,0.3639439020442394,0.1456984519958496,0.03243625801648169,200,10,1,0.2,,balanced_subsample,True,"{'clf__n_estimators': 200, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 1, 'clf__max_features': 0.2, 'clf__max_depth': None, 'clf__class_weight': 'balanced_subsample', 'clf__bootstrap': True}",0.5120370370370371,0.5122053872053872,0.6494949494949496,0.7057562807562808,0.6180069930069929,0.506902356902357,0.5719416386083053,0.6284792368125702,0.4875982042648709,0.6216329966329968,0.5814055080721748,0.07022384088189514,1,0.6514957264957265,0.5522825150732128,0.6391910558577224,0.6582232582232581,0.6919091710758377,0.47599638827709,0.7211279461279462,0.7213757244764997,0.4535137701804368,0.6498748165414833,0.6214990372329213,0.09077803642861575,1,0.5120370370370371,0.5122053872053872,0.6494949494949496,0.7057562807562808,0.6180069930069929,0.506902356902357,0.5719416386083053,0.6284792368125702,0.4875982042648709,0.6216329966329968,0.5814055080721748,0.07022384088189514,1,0.5052206013913886,0.5191439112895052,0.6347872253013561,0.6695633902336875,0.5968126633252346,0.48234446443437357,0.5656209894909586,0.6032810975464649,0.45902303401866873,0.5717316166232576,0.5607528993654896,0.06471937984099195,2
2,19.83964364528656,1.6866141351552137,0.17483294010162354,0.03936857771427237,200,18,1,0.2,,balanced_subsample,True,"{'clf__n_estimators': 200, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 1, 'clf__max_features': 0.2, 'clf__max_depth': None, 'clf__class_weight': 'balanced_subsample', 'clf__bootstrap': True}",0.495679012345679,0.4476430976430977,0.5990740740740742,0.7090002590002591,0.6293706293706294,0.48771043771043765,0.5694163860830527,0.6284792368125702,0.4875982042648709,0.6216329966329968,0.5675604333937667,0.07985881755458552,21,0.49096119929453264,0.45552963075679487,0.5983826917263451,0.6512788705771162,0.6854557968379107,0.495843776106934,0.7208763996554693,0.7240212271220022,0.5534595034595035,0.5451739618406285,0.5920983057377237,0.0938532958494245,10,0.495679012345679,0.4476430976430977,0.5990740740740742,0.7090002590002591,0.6293706293706294,0.48771043771043765,0.5694163860830527,0.6284792368125702,0.4875982042648709,0.6216329966329968,0.5675604333937667,0.07985881755458552,21,0.4897676243475612,0.44463694733791886,0.5840300998579369,0.6665523538374605,0.5973774305043655,0.46636829986364575,0.5613724243168036,0.6036779229432903,0.4535962772570531,0.5753548050290546,0.5442734185295091,0.07164492375808747,26
3,75.5657778263092,4.889077120426012,0.26541130542755126,0.03462947773741009,200,2,1,0.6,,balanced_subsample,True,"{'clf__n_estimators': 200, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 1, 'clf__max_features': 0.6, 'clf__max_depth': None, 'clf__class_weight': 'balanced_subsample', 'clf__bootstrap': True}",0.5253086419753087,0.45479797979797987,0.6066498316498317,0.7180911680911681,0.6062224812224812,0.5252525252525252,0.5890291806958473,0.6234287317620651,0.5591470258136925,0.5681818181818181,0.5776109384442718,0.06679520933339449,5,0.5296116458907156,0.4902270568937236,0.6118908382066277,0.6223544973544973,0.6714183175423485,0.48752204585537917,0.6253217756763855,0.5809066445006187,0.5467726717726717,0.5070346320346321,0.56730601257276,0.060983677969319826,24,0.5253086419753087,0.45479797979797987,0.6066498316498317,0.7180911680911681,0.6062224812224812,0.5252525252525252,0.5890291806958473,0.6234287317620651,0.5591470258136925,0.5681818181818181,0.5776109384442718,0.06679520933339449,5,0.521285874619208,0.4631875569072494,0.5949713310560875,0.6569804433728483,0.6104400032391919,0.5000461129436384,0.5969412722353898,0.5900319967764187,0.5398217946056358,0.5211618976836367,0.5594868283439304,0.056407267857863534,4
4,75.46937341690064,5.257710372735071,0.2516143560409546,0.036159280993032214,200,10,1,0.6,,balanced_subsample,True,"{'clf__n_estimators': 200, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 1, 'clf__max_features': 0.6, 'clf__max_depth': None, 'clf__class_weight': 'balanced_subsample', 'clf__bootstrap': True}",0.4564814814814815,0.4501683501683502,0.5948653198653199,0.7206164206164206,0.6011719761719762,0.48796296296296293,0.6260662177328844,0.6234287317620651,0.5822951739618407,0.5681818181818181,0.5711238452905121,0.0802442104688455,12,0.4426841676841677,0.482010582010582,0.5798686426137406,0.6299697216363883,0.6430976430976432,0.4785785202451869,0.6366881374127751,0.5993044594670611,0.5826312576312576,0.4974062974062974,0.55722394292051,0.07102784372373379,32,0.4564814814814815,0.4501683501683502,0.5948653198653199,0.7206164206164206,0.6011719761719762,0.48796296296296293,0.6260662177328844,0.6234287317620651,0.5822951739618407,0.5681818181818181,0.5711238452905121,0.0802442104688455,12,0.4471472597034816,0.45868519995907203,0.5802313065434517,0.6627502397970234,0.5941457178299284,0.4740790255496138,0.6192177611785454,0.5955621862271478,0.569980524764366,0.5144802001332012,0.5516279421685832,0.06982682364149598,12
5,58.56719799041748,3.86643507442422,0.19536466598510743,0.024785342995858897,200,18,1,0.6,,balanced_subsample,True,"{'clf__n_estimators': 200, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 1, 'clf__max_features': 0.6, 'clf__max_depth': None, 'clf__class_weight': 'balanced_subsample', 'clf__bootstrap': True}",0.49537037037037035,0.4501683501683502,0.5948653198653199,0.7231416731416732,0.6036972286972286,0.4730920314253647,0.5814534231200897,0.6019640852974186,0.5566217732884399,0.5749158249158249,0.5655290080290081,0.07462080671124714,30,0.4967779134445801,0.47291967291967296,0.5878478628736626,0.6699954616621283,0.6590043876629242,0.43371011704345036,0.6111271444604778,0.549795785760698,0.5426009176009177,0.5023252575884155,0.5526104521016928,0.07483761397018576,36,0.49537037037037035,0.4501683501683502,0.5948653198653199,0.7231416731416732,0.6036972286972286,0.4730920314253647,0.5814534231200897,0.6019640852974186,0.5566217732884399,0.5749158249158249,0.5655290080290081,0.07462080671124714,30,0.4936204866754298,0.4537363870697204,0.5783586528616433,0.6800027331703745,0.6018755089016526,0.44739485920542815,0.5834287317620651,0.5616929932452679,0.5361343174241827,0.5201466194149121,0.5456391289730675,0.06746603262757508,22
6,18.061094641685486,1.9903155634341605,0.19082541465759278,0.02949616205209274,200,2,1,0.2,9,balanced_subsample,True,"{'clf__n_estimators': 200, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 1, 'clf__max_features': 0.2, 'clf__max_depth': 9, 'clf__class_weight': 'balanced_subsample', 'clf__bootstrap': True}",0.48888888888888893,0.46405723905723906,0.5916666666666666,0.7064361564361565,0.5830743330743331,0.5498597081930414,0.5658810325476993,0.6259539842873176,0.4875982042648709,0.6216329966329968,0.568504921004921,0.07074263469007788,17,0.530743947410614,0.4683943089430895,0.5884665367121508,0.6884015594541909,0.6307940516273849,0.6031406864740197,0.6187566861479904,0.712502192290154,0.46211968668109027,0.6498748165414833,0.5953194472282167,0.08081485734946996,9,0.48888888888888893,0.46405723905723906,0.5916666666666666,0.7064361564361565,0.5830743330743331,0.5498597081930414,0.5658810325476993,0.6259539842873176,0.4875982042648709,0.6216329966329968,0.568504921004921,0.07074263469007788,17,0.49020549351018616,0.45873015873015877,0.5786690587105062,0.6830107110594915,0.5757088659218476,0.5503816966251871,0.5696593369721202,0.5979900922554595,0.46006324085615635,0.5717316166232576,0.5536150271264371,0.06496165074485233,8
7,17.497060656547546,0.5123823304272344,0.19016823768615723,0.02912756679239282,200,10,1,0.2,9,balanced_subsample,True,"{'clf__n_estimators': 200, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 1, 'clf__max_features': 0.2, 'clf__max_depth': 9, 'clf__class_weight': 'balanced_subsample', 'clf__bootstrap': True}",0.5277777777777778,0.47289562289562287,0.5775252525252524,0.6918673918673919,0.5562224812224812,0.4791245791245792,0.5608305274971941,0.6234287317620651,0.48044332210998886,0.6077441077441078,0.5577859794526462,0.06742427657732447,47,0.5009539842873176,0.46677793454109245,0.5943969610636277,0.6675324675324675,0.5156606228760701,0.4451516076516076,0.6068422318422318,0.6930149066088808,0.4436433611872208,0.5356772856772856,0.5469651363267802,0.08508692422159693,41,0.5277777777777778,0.47289562289562287,0.5775252525252524,0.6918673918673919,0.5562224812224812,0.4791245791245792,0.5608305274971941,0.6234287317620651,0.48044332210998886,0.6077441077441078,0.5577859794526462,0.06742427657732447,47,0.5107843137254903,0.4598657891340819,0.5718898000967454,0.6704355585934533,0.5304572565061516,0.45350419390929253,0.5596950635650325,0.5842275757546064,0.45189512408726934,0.5635616819827346,0.5356316357354858,0.06583980614795254,46
8,16.386842823028566,0.38087289852989253,0.2091359853744507,0.05505754400919105,200,18,1,0.2,9,balanced_subsample,True,"{'clf__n_estimators': 200, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 1, 'clf__max_features': 0.2, 'clf__max_depth': 9, 'clf__class_weight': 'balanced_subsample', 'clf__bootstrap': True}",0.49783950617283945,0.47542087542087547,0.5638888888888888,0.7032310282310282,0.5900608650608651,0.5777777777777777,0.5237934904601571,0.6347923681257015,0.4711840628507295,0.6540404040404041,0.5692029267029266,0.07453673627879023,15,0.4872635080968414,0.47980769230769227,0.5456775355898161,0.6543933486915943,0.5660439868773203,0.5961199294532628,0.6164495997829332,0.6832621082621082,0.43919938086604754,0.6929151095817763,0.5761132199509392,0.0837978411582024,21,0.49783950617283945,0.47542087542087547,0.5638888888888888,0.7032310282310282,0.5900608650608651,0.5777777777777777,0.5237934904601571,0.6347923681257015,0.4711840628507295,0.6540404040404041,0.5692029267029266,0.07453673627879023,15,0.488703757365015,0.469431788779769,0.5491349838719939,0.6660414087186721,0.5691345318269048,0.5586896455722467,0.5038950320036463,0.5894585935183106,0.44512250469534975,0.6094288791031288,0.5449041125455037,0.06489261262951801,24
9,51.06084778308868,2.5552433620518893,0.21176624298095703,0.018320053629959858,200,2,1,0.6,9,balanced_subsample,True,"{'clf__n_estimators': 200, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 1, 'clf__max_features': 0.6, 'clf__max_depth': 9, 'clf__class_weight': 'balanced_subsample', 'clf__bootstrap': True}",0.4993827160493827,0.47542087542087547,0.6361111111111111,0.6821937321937322,0.591912716912717,0.4907407407407407,0.553675645342312,0.5699775533108866,0.516077441077441,0.5900673400673401,0.560555987222654,0.06351161569275009,45,0.4956504824151884,0.495679012345679,0.631001456001456,0.5853590204467397,0.6297062099693679,0.47885802469135796,0.6104256854256854,0.5265767956824867,0.48767746414805235,0.5080938080938081,0.5449027959219822,0.05891580346721746,44,0.4993827160493827,0.47542087542087547,0.6361111111111111,0.6821937321937322,0.591912716912717,0.4907407407407407,0.553675645342312,0.5699775533108866,0.516077441077441,0.5900673400673401,0.560555987222654,0.06351161569275009,45,0.48871363104628823,0.473672049777041,0.6179414585847335,0.6212280722489603,0.5766994698566514,0.47251997095134346,0.5576166406742528,0.5318115577706369,0.4781100965311491,0.5381525524037601,0.5356465499844817,0.054428493710021154,45
