mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reduce_dim__percentile,param_clf__solver,param_clf__shrinkage,params,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,split4_test_balanced_accuracy,split5_test_balanced_accuracy,split6_test_balanced_accuracy,split7_test_balanced_accuracy,split8_test_balanced_accuracy,split9_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,split5_test_precision_macro,split6_test_precision_macro,split7_test_precision_macro,split8_test_precision_macro,split9_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_precision_weighted,split1_test_precision_weighted,split2_test_precision_weighted,split3_test_precision_weighted,split4_test_precision_weighted,split5_test_precision_weighted,split6_test_precision_weighted,split7_test_precision_weighted,split8_test_precision_weighted,split9_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,split4_test_recall_macro,split5_test_recall_macro,split6_test_recall_macro,split7_test_recall_macro,split8_test_recall_macro,split9_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_recall_weighted,split1_test_recall_weighted,split2_test_recall_weighted,split3_test_recall_weighted,split4_test_recall_weighted,split5_test_recall_weighted,split6_test_recall_weighted,split7_test_recall_weighted,split8_test_recall_weighted,split9_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,split5_test_f1_macro,split6_test_f1_macro,split7_test_f1_macro,split8_test_f1_macro,split9_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,split5_test_f1_weighted,split6_test_f1_weighted,split7_test_f1_weighted,split8_test_f1_weighted,split9_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_test_auc_macro,split1_test_auc_macro,split2_test_auc_macro,split3_test_auc_macro,split4_test_auc_macro,split5_test_auc_macro,split6_test_auc_macro,split7_test_auc_macro,split8_test_auc_macro,split9_test_auc_macro,mean_test_auc_macro,std_test_auc_macro,rank_test_auc_macro
0.23396475315093995,0.01714289926256407,0.05690901279449463,0.005879462584893147,5,svd,,"{'reduce_dim__percentile': 5, 'clf__solver': 'svd', 'clf__shrinkage': None}",0.5040123456790124,0.3212962962962963,0.36523569023569025,0.3970732970732971,0.43542476042476047,0.28950617283950614,0.44983164983164986,0.3220819304152638,0.3657407407407407,0.3985690235690236,0.384877190710524,0.06255951819563679,483,0.7282135076252723,0.41084455667789,0.4690710524043857,0.4243166963755199,0.7154710368996082,0.39532187670485547,0.6330414158000365,0.40155088576141207,0.5949074074074074,0.5062067562067561,0.5278945191863144,0.12359493591250224,368,0.70754638489059,0.4774227422742273,0.5633563356335634,0.5311942959001782,0.6695996130225268,0.504468409197712,0.6523207985823213,0.5487592057065741,0.5580555555555555,0.6172161172161172,0.5829939457979366,0.07153009179653623,487,0.5040123456790124,0.3212962962962963,0.36523569023569025,0.3970732970732971,0.43542476042476047,0.28950617283950614,0.44983164983164986,0.3220819304152638,0.3657407407407407,0.3985690235690236,0.384877190710524,0.06255951819563679,483,0.693069306930693,0.49504950495049505,0.5742574257425742,0.5643564356435643,0.6336633663366337,0.48514851485148514,0.6633663366336634,0.54,0.54,0.62,0.580891089108911,0.06625520345678142,437,0.5318019943019943,0.3068174920899229,0.357558119866304,0.39876395534290265,0.43580889336407164,0.27821340353309665,0.4964674758792406,0.3343403489273922,0.38481277077319614,0.39430407614550833,0.3918888530223629,0.07562684081047383,469,0.6751364559532876,0.4685469296886422,0.5440663996980626,0.539253399024113,0.6032194172606685,0.4678851573080638,0.6362911501234159,0.5319013989907745,0.5205190469780588,0.6010226806441641,0.558784203566925,0.06518751892572708,447,,,,,,,,,,,,,1
0.22717390060424805,0.014966389442703114,0.057361173629760745,0.005204964846731775,10,svd,,"{'reduce_dim__percentile': 10, 'clf__solver': 'svd', 'clf__shrinkage': None}",0.4975308641975309,0.42053872053872055,0.48880471380471374,0.5143356643356642,0.4823944573944574,0.44088103254769917,0.39786756453423117,0.36955667789001123,0.4593153759820426,0.4524410774410775,0.4523666148666149,0.0437381244731521,441,0.7020677216755649,0.552104773533345,0.49007744804846254,0.6098484848484849,0.6160493827160495,0.3891001518452499,0.503027726242012,0.538766292424829,0.7187281309830329,0.4338864838864839,0.5553656596203516,0.10224924252883097,202,0.7282763829065518,0.6084844905212657,0.6325400241887542,0.6848184818481847,0.6810781078107809,0.5849443767906203,0.632370635022686,0.6191335656213705,0.687120320855615,0.6367142857142858,0.6495480671280116,0.041691614564638955,413,0.4975308641975309,0.42053872053872055,0.48880471380471374,0.5143356643356642,0.4823944573944574,0.44088103254769917,0.39786756453423117,0.36955667789001123,0.4593153759820426,0.4524410774410775,0.4523666148666149,0.0437381244731521,441,0.7326732673267327,0.6039603960396039,0.6534653465346535,0.6633663366336634,0.6633663366336634,0.5643564356435643,0.6435643564356436,0.57,0.64,0.66,0.6394752475247525,0.04710878291468766,363,0.5126357334916887,0.4263908140065223,0.48260991006089043,0.5009932659932661,0.4839243871715142,0.40682088927525034,0.39201504974749757,0.36818676965735786,0.45469414858404583,0.44081182192293306,0.44690827899109664,0.046071875592728226,401,0.700302615098165,0.5877933781695602,0.6371080546968724,0.651053105310531,0.6511809410234916,0.5670240509997101,0.6196460219348038,0.5642317290552584,0.6242780802581166,0.6460888888888888,0.6248706865435398,0.04011655666504431,389,,,,,,,,,,,,,1
0.2266547203063965,0.012550139967870922,0.05599796772003174,0.004365291565772165,15,svd,,"{'reduce_dim__percentile': 15, 'clf__solver': 'svd', 'clf__shrinkage': None}",0.44351851851851853,0.42752525252525253,0.5352693602693602,0.6526871276871277,0.5915760165760166,0.4307519640852974,0.4717452300785634,0.35221661054994385,0.4083894500561167,0.505892255892256,0.4819571786238453,0.08601832974782984,413,0.5769392033542977,0.4529180695847362,0.6786181139122315,0.7317028985507246,0.6591086301612618,0.3839456295338648,0.5594947380661667,0.5157142857142857,0.7079392963450934,0.4770450981691292,0.5743425963391793,0.11171177686618554,39,0.6718849243414907,0.5599474233137599,0.7137033031034197,0.7476090543836993,0.7560361299287823,0.570282629426485,0.6989621057867167,0.6026857142857143,0.6610810276679843,0.6689703836215465,0.6651162695859598,0.06527338878084589,367,0.44351851851851853,0.42752525252525253,0.5352693602693602,0.6526871276871277,0.5915760165760166,0.4307519640852974,0.4717452300785634,0.35221661054994385,0.4083894500561167,0.505892255892256,0.4819571786238453,0.08601832974782984,413,0.693069306930693,0.5643564356435643,0.7227722772277227,0.7425742574257426,0.7623762376237624,0.5841584158415841,0.7227722772277227,0.55,0.61,0.69,0.6642079207920792,0.07516400067421372,248,0.44416359036242076,0.4367205962381111,0.5424087037517166,0.6572256606739365,0.599990450725745,0.4007851137668582,0.45821569238572785,0.34599389305271655,0.3875800612642718,0.4902907080898967,0.4763374470311401,0.09277889640488672,376,0.6592757598489752,0.5604473124985123,0.6911257317072127,0.7285150265689698,0.7489693402113321,0.5710891575973014,0.6935281020883212,0.5427574381103792,0.5870893901420218,0.6783121391792791,0.6461109397952305,0.07070165983381962,319,,,,,,,,,,,,,1
0.2356168031692505,0.008144661534454875,0.055598783493041995,0.006496744324301624,20,svd,,"{'reduce_dim__percentile': 20, 'clf__solver': 'svd', 'clf__shrinkage': None}",0.5188271604938272,0.42752525252525253,0.5205387205387206,0.6133773633773634,0.5141349391349391,0.506425364758698,0.5080527497194163,0.36837822671156006,0.495679012345679,0.4499158249158249,0.4922854614521281,0.06200442793698849,396,0.5399355877616747,0.445338303671637,0.5996950278366027,0.6268923080938584,0.48469785575048735,0.4967437533227007,0.5492724867724869,0.5262145262145262,0.632640770852153,0.5352759320782576,0.5436706552354386,0.058094707961967994,302,0.6810398431147462,0.5669338362407669,0.6862547419281184,0.717015306181781,0.6738579121070002,0.6773651049315458,0.6795733144743046,0.614112554112554,0.6863685636856368,0.6568355481727575,0.6639356724949211,0.04071464490946438,374,0.5188271604938272,0.42752525252525253,0.5205387205387206,0.6133773633773634,0.5141349391349391,0.506425364758698,0.5080527497194163,0.36837822671156006,0.495679012345679,0.4499158249158249,0.4922854614521281,0.06200442793698849,396,0.693069306930693,0.5643564356435643,0.6732673267326733,0.7128712871287128,0.6831683168316832,0.6435643564356436,0.693069306930693,0.58,0.66,0.65,0.6553366336633664,0.04625546012540149,289,0.5179439297086357,0.4341622153025662,0.5358538711752809,0.6121434885363617,0.4931758056758056,0.4882555432057136,0.522862038974571,0.36302232756741126,0.4840461720750679,0.4344380587484036,0.4885903450969818,0.06421791696044094,345,0.678479160133208,0.5642671034020695,0.6697346263267172,0.708366289387643,0.6720484548454845,0.6487276647188154,0.6830406122453679,0.5671047580190788,0.647452012383901,0.6357747126436781,0.6474995394105963,0.04533724268472561,311,,,,,,,,,,,,,1
0.226462984085083,0.013947400926341431,0.05517199039459229,0.005689027158591544,25,svd,,"{'reduce_dim__percentile': 25, 'clf__solver': 'svd', 'clf__shrinkage': None}",0.550925925925926,0.42912457912457913,0.5104377104377105,0.566025641025641,0.5756669256669258,0.4971661054994388,0.5191638608305275,0.3862794612794613,0.5003086419753086,0.39604377104377103,0.4931142622809289,0.06438252428552756,388,0.6147972642431294,0.47089467832221454,0.5795414462081129,0.5393828893828894,0.5677772233499788,0.47191138372768915,0.6053243446860468,0.5002405002405002,0.6267331433998101,0.4948412698412698,0.547144414340164,0.05678144693454975,277,0.7172520284545808,0.5719598357351263,0.6672010058148671,0.6758814105348758,0.743107432574986,0.6562493666438736,0.6997979637804791,0.6119696969696969,0.6956410256410257,0.6092380952380951,0.6648297861387606,0.050752758391682896,368,0.550925925925926,0.42912457912457913,0.5104377104377105,0.566025641025641,0.5756669256669258,0.4971661054994388,0.5191638608305275,0.3862794612794613,0.5003086419753086,0.39604377104377103,0.4931142622809289,0.06438252428552756,388,0.7227722772277227,0.5742574257425742,0.6336633663366337,0.6633663366336634,0.7128712871287128,0.6336633663366337,0.7029702970297029,0.6,0.66,0.58,0.6483564356435643,0.05096745051172879,338,0.5583492459760209,0.44431448992852496,0.5181708479954094,0.5406750354462773,0.5643521365185641,0.4770371469772845,0.5390033694637276,0.38009860509860505,0.48270967467754616,0.3885990194129729,0.4893309571494934,0.06373938755403738,341,0.7098798181982565,0.5697726163593804,0.6371982311013057,0.6587766899939292,0.720464549016902,0.6378036697945756,0.6931675752522275,0.584693722943723,0.6514509466437177,0.5782110912343471,0.6441418910538366,0.0513009474238815,333,,,,,,,,,,,,,1
0.25159003734588625,0.02563433537773418,0.057642650604248044,0.005812094921737407,30,svd,,"{'reduce_dim__percentile': 30, 'clf__solver': 'svd', 'clf__shrinkage': None}",0.5879629629629629,0.5124579124579125,0.5386363636363636,0.622002072002072,0.5409026159026159,0.4737654320987655,0.5200897867564535,0.37937710437710437,0.5667227833894501,0.45580808080808083,0.519772511439178,0.06639280765554514,298,0.6118294136911158,0.5355992638601335,0.5812995559527587,0.6027933395580454,0.5903560367931483,0.4496352413019079,0.5604727398205659,0.5532587782587782,0.764741431408098,0.4194919278252611,0.5669477728469813,0.08938289441150944,99,0.7372117910879233,0.6214254965869258,0.6631633962486999,0.718570596555454,0.7491320592162958,0.6393939393939394,0.7132325810220774,0.6198885281385281,0.7634498834498835,0.6334957264957264,0.6858963998195454,0.05329171238373595,279,0.5879629629629629,0.5124579124579125,0.5386363636363636,0.622002072002072,0.5409026159026159,0.4737654320987655,0.5200897867564535,0.37937710437710437,0.5667227833894501,0.45580808080808083,0.519772511439178,0.06639280765554514,298,0.7524752475247525,0.6237623762376238,0.6534653465346535,0.7029702970297029,0.7326732673267327,0.6336633663366337,0.7029702970297029,0.58,0.71,0.64,0.6731980198019801,0.05208989932797743,209,0.5936737980216242,0.5200894602855387,0.5503220339193057,0.6037037037037037,0.5395433027011973,0.45339845339845336,0.5295267912914972,0.38296780991719437,0.5669118505023528,0.4348642932956659,0.5175001497036533,0.06813675776902312,273,0.74040341922391,0.6196938892337844,0.6516380876088059,0.7051862329090052,0.729462415502939,0.6298389729082797,0.700518080250171,0.5710029591931096,0.7057617940433414,0.6336209724915607,0.6687126823364906,0.0524678939781295,223,,,,,,,,,,,,,1
0.2339426040649414,0.010453529359980843,0.05430777072906494,0.005217854108602635,35,svd,,"{'reduce_dim__percentile': 35, 'clf__solver': 'svd', 'clf__shrinkage': None}",0.5580246913580247,0.4874579124579124,0.5914141414141415,0.6102175602175602,0.5222157472157473,0.47191358024691354,0.5175645342312009,0.4288159371492705,0.5710998877665544,0.48905723905723913,0.5247781231114564,0.054517959308563534,280,0.5550084175084175,0.501763668430335,0.6219183879513864,0.5868771254736166,0.5214523131189799,0.4458689458689459,0.5373456790123456,0.5976051239209134,0.7685897435897435,0.5635049683830172,0.5699934373257702,0.081813884013966,65,0.7002400240024002,0.6167688197391167,0.7047992440154037,0.7163318587497848,0.7145516749477145,0.6413937547600914,0.7022827282728273,0.6656516290726817,0.7640085470085469,0.683479674796748,0.6909507955365315,0.03949664316352231,206,0.5580246913580247,0.4874579124579124,0.5914141414141415,0.6102175602175602,0.5222157472157473,0.47191358024691354,0.5175645342312009,0.4288159371492705,0.5710998877665544,0.48905723905723913,0.5247781231114564,0.054517959308563534,280,0.7128712871287128,0.6039603960396039,0.6831683168316832,0.693069306930693,0.6831683168316832,0.6336633663366337,0.693069306930693,0.63,0.72,0.67,0.6722970297029702,0.03602493445327157,210,0.5489057033229758,0.4866559662054264,0.5976600985221674,0.5918678372651622,0.5144122627766882,0.4504820257832306,0.5181720388630868,0.428534652781504,0.5720690852830664,0.4681246857717446,0.5176884356575053,0.05632536596555144,271,0.7012684428310063,0.6054115975356316,0.6883512981840055,0.698054188918948,0.6919496013784379,0.6296489625130922,0.6902823980821271,0.6183905034963193,0.7119863597612958,0.6588868778280543,0.6694230230528919,0.036525496308222175,219,,,,,,,,,,,,,1
0.23844590187072753,0.013268756457761008,0.061039519309997556,0.007237112434106498,40,svd,,"{'reduce_dim__percentile': 40, 'clf__solver': 'svd', 'clf__shrinkage': None}",0.5234567901234568,0.46153198653198657,0.5633838383838383,0.5106319606319606,0.5386687386687387,0.46938832772166106,0.5087261503928171,0.450729517396184,0.6081369248035915,0.5450336700336701,0.5179687904687905,0.046464483466820125,308,0.5277777777777777,0.4676098458707154,0.5916666666666666,0.5315245478036176,0.5224450013923697,0.44727095516569204,0.5347335879250772,0.619753086419753,0.7242063492063492,0.5858377052175503,0.5552825523445568,0.07558018836494544,203,0.6855885588558855,0.5917696738617962,0.691089108910891,0.6790467418834907,0.7231742723144494,0.6389699496265416,0.7072989418418111,0.6826666666666666,0.7599206349206349,0.7082809490251352,0.6867805497907302,0.04355098971042132,262,0.5234567901234568,0.46153198653198657,0.5633838383838383,0.5106319606319606,0.5386687386687387,0.46938832772166106,0.5087261503928171,0.450729517396184,0.6081369248035915,0.5450336700336701,0.5179687904687905,0.046464483466820125,308,0.7029702970297029,0.5841584158415841,0.6831683168316832,0.6732673267326733,0.693069306930693,0.6237623762376238,0.7029702970297029,0.65,0.73,0.71,0.6753366336633664,0.04208592724453333,178,0.5181021350955991,0.45775495383338516,0.5692672386470837,0.5125277659760419,0.5266851636770337,0.4440543561598081,0.512677255963701,0.4473860950992734,0.601092879524252,0.5444131880766505,0.5133961032052828,0.04922999195448625,291,0.6895112006352544,0.5842638045317137,0.6821206373129006,0.6704451119609878,0.7036525952246793,0.618344633192567,0.6978073457271249,0.6339856887298747,0.7246205950911834,0.7017497246851686,0.6706501337091454,0.04211504600787142,205,,,,,,,,,,,,,1
0.2389620542526245,0.01506692823342629,0.05780806541442871,0.004343733768668788,45,svd,,"{'reduce_dim__percentile': 45, 'clf__solver': 'svd', 'clf__shrinkage': None}",0.5287037037037038,0.4647306397306397,0.5633838383838383,0.5194703444703445,0.5386687386687387,0.44666105499438835,0.5210718294051627,0.4396184062850729,0.5970258136924804,0.5812289562289562,0.5200563325563325,0.051850068483456774,297,0.5383838383838384,0.47208803005904454,0.5570987654320987,0.5290424570912377,0.5178153717627402,0.44012864405021257,0.557090132090132,0.5054131054131054,0.7126160876160876,0.609294495341007,0.5438970927239504,0.07171333348707672,301,0.7087908790879087,0.6021141244559238,0.693069306930693,0.6854865974402319,0.7222313208764486,0.621284817557386,0.7217919868909969,0.6502051282051282,0.7577838827838828,0.710669837914024,0.6873427882142623,0.04627429256062707,253,0.5287037037037038,0.4647306397306397,0.5633838383838383,0.5194703444703445,0.5386687386687387,0.44666105499438835,0.5210718294051627,0.4396184062850729,0.5970258136924804,0.5812289562289562,0.5200563325563325,0.051850068483456774,297,0.7128712871287128,0.6039603960396039,0.6831683168316832,0.6633663366336634,0.693069306930693,0.6237623762376238,0.7128712871287128,0.64,0.72,0.7,0.6753069306930692,0.03865618903729605,179,0.5278071722516167,0.46117941003561924,0.5544011544011545,0.5161830231471882,0.5249949814312959,0.4287218980647916,0.5303123181639805,0.442081690771223,0.5887529360420927,0.5886361764172858,0.5163070760726247,0.05343649042217314,283,0.7065849442087067,0.5978117979865214,0.6820453473918822,0.6680041688496693,0.7037573676066794,0.6110008876798267,0.710737527899666,0.6294456429632844,0.7174469747120349,0.7019968696970196,0.6728831528995289,0.042208073798877636,196,,,,,,,,,,,,,1
0.2390892267227173,0.01968204305011636,0.053203487396240236,0.006616710958411216,50,svd,,"{'reduce_dim__percentile': 50, 'clf__solver': 'svd', 'clf__shrinkage': None}",0.5703703703703704,0.5103535353535354,0.5494949494949495,0.5365967365967366,0.5247798497798498,0.4559203142536476,0.5143378226711559,0.4094276094276094,0.6081369248035915,0.5441919191919191,0.5223610031943364,0.05334849783100387,289,0.558535334891924,0.5298136645962733,0.5509406487518662,0.548258750293634,0.49678099678099674,0.4516028633675692,0.5553968253968253,0.5314098205163076,0.5840347923681257,0.5579004329004329,0.5364674129863956,0.03572493662247212,348,0.7324028083871509,0.6344792243199475,0.6695645917923824,0.6872435790090637,0.698818673076099,0.6255234767174197,0.7119542668552571,0.6420603521325675,0.7298989898989899,0.6910064935064935,0.6822952455695371,0.03649693027168424,298,0.5703703703703704,0.5103535353535354,0.5494949494949495,0.5365967365967366,0.5247798497798498,0.4559203142536476,0.5143378226711559,0.4094276094276094,0.6081369248035915,0.5441919191919191,0.5223610031943364,0.05334849783100387,289,0.7326732673267327,0.6336633663366337,0.6732673267326733,0.6732673267326733,0.6831683168316832,0.6336633663366337,0.7128712871287128,0.62,0.73,0.69,0.6782574257425742,0.037973006473870884,161,0.5628155190246694,0.5131161866455984,0.5453931764276592,0.5293854293854294,0.507331731082876,0.4417323268967215,0.52749005039368,0.4044855826448901,0.5912993267482433,0.5452730084372597,0.5168322337687027,0.052840724761205604,280,0.7308363189260102,0.6298155057910446,0.6670633565819637,0.6731046238386629,0.6874997878143343,0.6205867144166588,0.7043992402100929,0.6078937068155041,0.726545039068259,0.6868000920174834,0.6734544385480012,0.04059899218341083,189,,,,,,,,,,,,,1
