mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reduce_dim__threshold,param_clf__weights,param_clf__n_neighbors,param_clf__n_jobs,param_clf__metric,param_clf__p,params,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,split4_test_balanced_accuracy,split5_test_balanced_accuracy,split6_test_balanced_accuracy,split7_test_balanced_accuracy,split8_test_balanced_accuracy,split9_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,split5_test_precision_macro,split6_test_precision_macro,split7_test_precision_macro,split8_test_precision_macro,split9_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_precision_weighted,split1_test_precision_weighted,split2_test_precision_weighted,split3_test_precision_weighted,split4_test_precision_weighted,split5_test_precision_weighted,split6_test_precision_weighted,split7_test_precision_weighted,split8_test_precision_weighted,split9_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,split3_test_recall_macro,split4_test_recall_macro,split5_test_recall_macro,split6_test_recall_macro,split7_test_recall_macro,split8_test_recall_macro,split9_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_recall_weighted,split1_test_recall_weighted,split2_test_recall_weighted,split3_test_recall_weighted,split4_test_recall_weighted,split5_test_recall_weighted,split6_test_recall_weighted,split7_test_recall_weighted,split8_test_recall_weighted,split9_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,split5_test_f1_macro,split6_test_f1_macro,split7_test_f1_macro,split8_test_f1_macro,split9_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,split5_test_f1_weighted,split6_test_f1_weighted,split7_test_f1_weighted,split8_test_f1_weighted,split9_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_test_auc_macro,split1_test_auc_macro,split2_test_auc_macro,split3_test_auc_macro,split4_test_auc_macro,split5_test_auc_macro,split6_test_auc_macro,split7_test_auc_macro,split8_test_auc_macro,split9_test_auc_macro,mean_test_auc_macro,std_test_auc_macro,rank_test_auc_macro
0.23350813388824462,0.012002000899859467,0.07180945873260498,0.015916070004220257,10,distance,1,-1,euclidean,,"{'reduce_dim__threshold': 10, 'clf__weights': 'distance', 'clf__n_neighbors': 1, 'clf__n_jobs': -1, 'clf__metric': 'euclidean'}",0.4496913580246913,0.3851851851851852,0.4563131313131314,0.4316239316239316,0.32590650090650086,0.3700056116722783,0.27721661054994384,0.303030303030303,0.3826038159371492,0.49368686868686873,0.3875263316929983,0.0672698126786898,49,0.42463980894213454,0.43109483109483115,0.4473890956347097,0.41227040048178254,0.3176636672571631,0.3865961199294532,0.27813499137028547,0.4042040933513802,0.4095238095238095,0.4784585784585784,0.39899753960441275,0.05659893148411173,288,0.5715079647499633,0.5344286076959344,0.5896273837910107,0.5560304810968902,0.4974155255246779,0.5499449944994499,0.4758009414386817,0.5363624953857511,0.5777142857142857,0.6132197802197802,0.5502052460116424,0.03941163513955074,168,0.4496913580246913,0.3851851851851852,0.4563131313131314,0.4316239316239316,0.32590650090650086,0.3700056116722783,0.27721661054994384,0.303030303030303,0.3826038159371492,0.49368686868686873,0.3875263316929983,0.0672698126786898,49,0.5643564356435643,0.5247524752475248,0.5544554455445545,0.5445544554455446,0.4752475247524752,0.5148514851485149,0.504950495049505,0.51,0.55,0.58,0.5323168316831683,0.030197539356671525,188,0.4297189490171946,0.3968590848740661,0.4242846076595536,0.41148339677751444,0.31808278867102396,0.36672174998668383,0.2700247098672886,0.29742935814250004,0.38952381201463215,0.4678398265878622,0.377196828359832,0.06029844286456863,63,0.5624756287080414,0.5250102859403115,0.5529406619450947,0.5437174260412467,0.48402251989904876,0.5254154585194393,0.4837278143106665,0.5076002058508731,0.5582069406521671,0.5858360953696209,0.532895303723651,0.03225103301915518,118,,,,,,,,,,,,,1
0.2152942895889282,0.012687671322099012,0.06098771095275879,0.006797119726252224,5,distance,1,-1,euclidean,,"{'reduce_dim__threshold': 5, 'clf__weights': 'distance', 'clf__n_neighbors': 1, 'clf__n_jobs': -1, 'clf__metric': 'euclidean'}",0.4154320987654321,0.3060606060606061,0.4794612794612795,0.38684278684278683,0.34413364413364417,0.3472783389450056,0.3089506172839506,0.24211560044893377,0.3082210998877665,0.3152356902356902,0.3453731762065096,0.06358892947080773,111,0.43422639089305753,0.314373897707231,0.4735406719146556,0.41540404040404044,0.4419108669108669,0.43425925925925923,0.2928475935828877,0.23786780851998243,0.3364081654779329,0.3413926332625519,0.3722231327932466,0.07389904923252573,309,0.5475583272612976,0.4783749803551784,0.5948597647221168,0.5043204320432043,0.5621695136546622,0.5716643092880717,0.48368101516033957,0.42474872953133824,0.5280704411867202,0.4687849575898357,0.5164232470792764,0.050736042203409125,220,0.4154320987654321,0.3060606060606061,0.4794612794612795,0.38684278684278683,0.34413364413364417,0.3472783389450056,0.3089506172839506,0.24211560044893377,0.3082210998877665,0.3152356902356902,0.3453731762065096,0.06358892947080773,111,0.5643564356435643,0.4752475247524752,0.5643564356435643,0.48514851485148514,0.5247524752475248,0.5346534653465347,0.5247524752475248,0.44,0.5,0.43,0.5043267326732673,0.044559824758976886,249,0.4195861700505663,0.30540422482074364,0.45312273057371094,0.38798782916429975,0.3353940093445341,0.3641768859160164,0.2920023042705122,0.23926536426536427,0.31484400656814443,0.313039470712105,0.34248229956859977,0.06081567945186059,111,0.5519360652426282,0.47260902148337675,0.5638387368148579,0.48772078242084066,0.5261684574968527,0.5334977979403293,0.4965578215676851,0.4316208791208791,0.5080775041050903,0.4390879074037642,0.5011114973596305,0.04234548655033994,176,,,,,,,,,,,,,1
0.20608205795288087,0.010763905946899013,0.06146688461303711,0.004430287056745894,2.5,distance,1,-1,euclidean,,"{'reduce_dim__threshold': 2.5, 'clf__weights': 'distance', 'clf__n_neighbors': 1, 'clf__n_jobs': -1, 'clf__metric': 'euclidean'}",0.36234567901234566,0.3223063973063973,0.32306397306397305,0.2595312095312095,0.2948847448847449,0.25204826038159367,0.34329405162738497,0.27056677890011227,0.2611952861952862,0.3194444444444444,0.30086808253474917,0.03673800490786949,192,0.36153846153846153,0.30980439313772645,0.2855664488017429,0.2751813154576889,0.26539472271179587,0.36568023190363613,0.3047720797720798,0.26283068783068786,0.3360409652076319,0.3484014409546325,0.31152107473160834,0.03733289500881563,361,0.555013962934755,0.44610889660394604,0.457173364395263,0.4171766772228285,0.45125244231740247,0.46741952310732593,0.4734196496572735,0.46214285714285713,0.4880555555555555,0.495241134751773,0.4713004063688981,0.03482922710304809,302,0.36234567901234566,0.3223063973063973,0.32306397306397305,0.2595312095312095,0.2948847448847449,0.25204826038159367,0.34329405162738497,0.27056677890011227,0.2611952861952862,0.3194444444444444,0.30086808253474917,0.03673800490786949,192,0.5148514851485149,0.45544554455445546,0.45544554455445546,0.40594059405940597,0.45544554455445546,0.45544554455445546,0.4752475247524752,0.46,0.43,0.5,0.46078217821782175,0.02956424535600812,335,0.36048454469507096,0.30628437800780417,0.2988689111490663,0.2525772877361789,0.2771129684442378,0.2498994469582705,0.31748932904539306,0.26508624121483215,0.2788968112497524,0.32828652828652827,0.29349864467871345,0.033659458423519445,193,0.5324449738206903,0.44656416106006885,0.4524029885331699,0.39985490870153373,0.45087938249817905,0.4435525162083112,0.46959857589601345,0.4593731678717999,0.44298319327731095,0.49393772893772897,0.4591591596804806,0.03314278893956868,251,,,,,,,,,,,,,1
0.2116553544998169,0.01074315912101392,0.06306848526000977,0.0076241953868561125,1.5,distance,1,-1,euclidean,,"{'reduce_dim__threshold': 1.5, 'clf__weights': 'distance', 'clf__n_neighbors': 1, 'clf__n_jobs': -1, 'clf__metric': 'euclidean'}",0.27438271604938275,0.24528619528619527,0.21708754208754208,0.28103470603470604,0.25098420098420093,0.1761223344556678,0.283726150392817,0.2381593714927048,0.22255892255892254,0.20664983164983164,0.23959919709919708,0.033090987141894825,319,0.25491021324354657,0.3163697247030581,0.18850902184235518,0.2942431097469857,0.23967023501907223,0.17113997113997115,0.33728107952914155,0.2381730469965764,0.23977072310405642,0.21018518518518517,0.24902523105099483,0.050922952981067714,400,0.422976226194048,0.4484249969398485,0.34538838499234537,0.442083577128477,0.3978065414514873,0.35458831597445467,0.4439711413001765,0.3999985994397759,0.38834920634920633,0.3928333333333333,0.40364203231031526,0.034177909448018476,391,0.27438271604938275,0.24528619528619527,0.21708754208754208,0.28103470603470604,0.25098420098420093,0.1761223344556678,0.283726150392817,0.2381593714927048,0.22255892255892254,0.20664983164983164,0.23959919709919708,0.033090987141894825,319,0.40594059405940597,0.37623762376237624,0.36633663366336633,0.43564356435643564,0.38613861386138615,0.3069306930693069,0.42574257425742573,0.43,0.39,0.35,0.3872970297029703,0.03795614126772241,405,0.2570441254651781,0.24777367172697284,0.20025518341307816,0.28463667533807385,0.24051147473259946,0.16943282160673465,0.2887205387205387,0.23537583274425378,0.22805769963328432,0.20727768831633567,0.23590857116970496,0.03513409715050584,315,0.41075054873908445,0.3979456436910878,0.3540177175612298,0.4375181320843732,0.3886138357451332,0.32378870949684563,0.42889288928892894,0.41196558704453445,0.38747106364722117,0.3682512077294686,0.3909215335027908,0.03301261817873911,379,,,,,,,,,,,,,1
0.21058368682861328,0.005717465822731798,0.05861353874206543,0.005100429019277009,10,distance,2,-1,euclidean,,"{'reduce_dim__threshold': 10, 'clf__weights': 'distance', 'clf__n_neighbors': 2, 'clf__n_jobs': -1, 'clf__metric': 'euclidean'}",0.4496913580246913,0.3851851851851852,0.4563131313131314,0.4316239316239316,0.32590650090650086,0.3700056116722783,0.27721661054994384,0.303030303030303,0.3826038159371492,0.49368686868686873,0.3875263316929983,0.0672698126786898,49,0.42463980894213454,0.43109483109483115,0.4473890956347097,0.41227040048178254,0.3176636672571631,0.3865961199294532,0.27813499137028547,0.4042040933513802,0.4095238095238095,0.4784585784585784,0.39899753960441275,0.05659893148411173,288,0.5715079647499633,0.5344286076959344,0.5896273837910107,0.5560304810968902,0.4974155255246779,0.5499449944994499,0.4758009414386817,0.5363624953857511,0.5777142857142857,0.6132197802197802,0.5502052460116424,0.03941163513955074,168,0.4496913580246913,0.3851851851851852,0.4563131313131314,0.4316239316239316,0.32590650090650086,0.3700056116722783,0.27721661054994384,0.303030303030303,0.3826038159371492,0.49368686868686873,0.3875263316929983,0.0672698126786898,49,0.5643564356435643,0.5247524752475248,0.5544554455445545,0.5445544554455446,0.4752475247524752,0.5148514851485149,0.504950495049505,0.51,0.55,0.58,0.5323168316831683,0.030197539356671525,188,0.4297189490171946,0.3968590848740661,0.4242846076595536,0.41148339677751444,0.31808278867102396,0.36672174998668383,0.2700247098672886,0.29742935814250004,0.38952381201463215,0.4678398265878622,0.377196828359832,0.06029844286456863,63,0.5624756287080414,0.5250102859403115,0.5529406619450947,0.5437174260412467,0.48402251989904876,0.5254154585194393,0.4837278143106665,0.5076002058508731,0.5582069406521671,0.5858360953696209,0.532895303723651,0.03225103301915518,118,,,,,,,,,,,,,1
0.208193039894104,0.008020949428907692,0.05941784381866455,0.006219558139538838,5,distance,2,-1,euclidean,,"{'reduce_dim__threshold': 5, 'clf__weights': 'distance', 'clf__n_neighbors': 2, 'clf__n_jobs': -1, 'clf__metric': 'euclidean'}",0.4154320987654321,0.3060606060606061,0.4794612794612795,0.38684278684278683,0.34413364413364417,0.3472783389450056,0.3089506172839506,0.24211560044893377,0.3082210998877665,0.3152356902356902,0.3453731762065096,0.06358892947080773,111,0.43422639089305753,0.314373897707231,0.4735406719146556,0.41540404040404044,0.4419108669108669,0.43425925925925923,0.2928475935828877,0.23786780851998243,0.3364081654779329,0.3413926332625519,0.3722231327932466,0.07389904923252573,309,0.5475583272612976,0.4783749803551784,0.5948597647221168,0.5043204320432043,0.5621695136546622,0.5716643092880717,0.48368101516033957,0.42474872953133824,0.5280704411867202,0.4687849575898357,0.5164232470792764,0.050736042203409125,220,0.4154320987654321,0.3060606060606061,0.4794612794612795,0.38684278684278683,0.34413364413364417,0.3472783389450056,0.3089506172839506,0.24211560044893377,0.3082210998877665,0.3152356902356902,0.3453731762065096,0.06358892947080773,111,0.5643564356435643,0.4752475247524752,0.5643564356435643,0.48514851485148514,0.5247524752475248,0.5346534653465347,0.5247524752475248,0.44,0.5,0.43,0.5043267326732673,0.044559824758976886,249,0.4195861700505663,0.30540422482074364,0.45312273057371094,0.38798782916429975,0.3353940093445341,0.3641768859160164,0.2920023042705122,0.23926536426536427,0.31484400656814443,0.313039470712105,0.34248229956859977,0.06081567945186059,111,0.5519360652426282,0.47260902148337675,0.5638387368148579,0.48772078242084066,0.5261684574968527,0.5334977979403293,0.4965578215676851,0.4316208791208791,0.5080775041050903,0.4390879074037642,0.5011114973596305,0.04234548655033994,176,,,,,,,,,,,,,1
0.20810258388519287,0.015343022162292014,0.05956242084503174,0.004366323676298812,2.5,distance,2,-1,euclidean,,"{'reduce_dim__threshold': 2.5, 'clf__weights': 'distance', 'clf__n_neighbors': 2, 'clf__n_jobs': -1, 'clf__metric': 'euclidean'}",0.36234567901234566,0.3223063973063973,0.32306397306397305,0.2595312095312095,0.2948847448847449,0.25204826038159367,0.34329405162738497,0.27056677890011227,0.2611952861952862,0.3194444444444444,0.30086808253474917,0.03673800490786949,192,0.36153846153846153,0.30980439313772645,0.2855664488017429,0.2751813154576889,0.26539472271179587,0.36568023190363613,0.3047720797720798,0.26283068783068786,0.3360409652076319,0.3484014409546325,0.31152107473160834,0.03733289500881563,361,0.555013962934755,0.44610889660394604,0.457173364395263,0.4171766772228285,0.45125244231740247,0.46741952310732593,0.4734196496572735,0.46214285714285713,0.4880555555555555,0.495241134751773,0.4713004063688981,0.03482922710304809,302,0.36234567901234566,0.3223063973063973,0.32306397306397305,0.2595312095312095,0.2948847448847449,0.25204826038159367,0.34329405162738497,0.27056677890011227,0.2611952861952862,0.3194444444444444,0.30086808253474917,0.03673800490786949,192,0.5148514851485149,0.45544554455445546,0.45544554455445546,0.40594059405940597,0.45544554455445546,0.45544554455445546,0.4752475247524752,0.46,0.43,0.5,0.46078217821782175,0.02956424535600812,335,0.36048454469507096,0.30628437800780417,0.2988689111490663,0.2525772877361789,0.2771129684442378,0.2498994469582705,0.31748932904539306,0.26508624121483215,0.2788968112497524,0.32828652828652827,0.29349864467871345,0.033659458423519445,193,0.5324449738206903,0.44656416106006885,0.4524029885331699,0.39985490870153373,0.45087938249817905,0.4435525162083112,0.46959857589601345,0.4593731678717999,0.44298319327731095,0.49393772893772897,0.4591591596804806,0.03314278893956868,251,,,,,,,,,,,,,1
0.2092653512954712,0.013080623686898983,0.059781813621521,0.003490350670854874,1.5,distance,2,-1,euclidean,,"{'reduce_dim__threshold': 1.5, 'clf__weights': 'distance', 'clf__n_neighbors': 2, 'clf__n_jobs': -1, 'clf__metric': 'euclidean'}",0.27438271604938275,0.24528619528619527,0.21708754208754208,0.28103470603470604,0.25098420098420093,0.1761223344556678,0.283726150392817,0.2381593714927048,0.22255892255892254,0.20664983164983164,0.23959919709919708,0.033090987141894825,319,0.25491021324354657,0.3163697247030581,0.18850902184235518,0.2942431097469857,0.23967023501907223,0.17113997113997115,0.33728107952914155,0.2381730469965764,0.23977072310405642,0.21018518518518517,0.24902523105099483,0.050922952981067714,400,0.422976226194048,0.4484249969398485,0.34538838499234537,0.442083577128477,0.3978065414514873,0.35458831597445467,0.4439711413001765,0.3999985994397759,0.38834920634920633,0.3928333333333333,0.40364203231031526,0.034177909448018476,391,0.27438271604938275,0.24528619528619527,0.21708754208754208,0.28103470603470604,0.25098420098420093,0.1761223344556678,0.283726150392817,0.2381593714927048,0.22255892255892254,0.20664983164983164,0.23959919709919708,0.033090987141894825,319,0.40594059405940597,0.37623762376237624,0.36633663366336633,0.43564356435643564,0.38613861386138615,0.3069306930693069,0.42574257425742573,0.43,0.39,0.35,0.3872970297029703,0.03795614126772241,405,0.2570441254651781,0.24777367172697284,0.20025518341307816,0.28463667533807385,0.24051147473259946,0.16943282160673465,0.2887205387205387,0.23537583274425378,0.22805769963328432,0.20727768831633567,0.23590857116970496,0.03513409715050584,315,0.41075054873908445,0.3979456436910878,0.3540177175612298,0.4375181320843732,0.3886138357451332,0.32378870949684563,0.42889288928892894,0.41196558704453445,0.38747106364722117,0.3682512077294686,0.3909215335027908,0.03301261817873911,379,,,,,,,,,,,,,1
0.2029965877532959,0.009034430085719606,0.06218290328979492,0.00447953980867717,10,distance,3,-1,euclidean,,"{'reduce_dim__threshold': 10, 'clf__weights': 'distance', 'clf__n_neighbors': 3, 'clf__n_jobs': -1, 'clf__metric': 'euclidean'}",0.4364197530864197,0.36035353535353537,0.4348484848484848,0.3958948458948459,0.4081067081067081,0.3985129068462402,0.3421436588103255,0.29472502805836137,0.4036475869809203,0.3947811447811448,0.3869433652766986,0.041186648435442036,51,0.44631599684791173,0.4491693491693492,0.5693195796837255,0.43870324907558955,0.5207929636501064,0.46306836367328646,0.3819495319495319,0.532051282051282,0.4445646945646946,0.4045195545195545,0.4650454565185032,0.05546088829504866,228,0.5936508544471468,0.5397203456609396,0.6500831355644567,0.5925128151112984,0.6080904008768223,0.5752554023505336,0.5563141478983064,0.5729059829059829,0.6009523809523809,0.5764358974358974,0.5865921363203765,0.028839351227018285,107,0.4364197530864197,0.36035353535353537,0.4348484848484848,0.3958948458948459,0.4081067081067081,0.3985129068462402,0.3421436588103255,0.29472502805836137,0.4036475869809203,0.3947811447811448,0.3869433652766986,0.041186648435442036,51,0.6039603960396039,0.5445544554455446,0.6237623762376238,0.594059405940594,0.594059405940594,0.5544554455445545,0.5742574257425742,0.55,0.58,0.58,0.5799108910891089,0.023929873776002197,102,0.43643377768091723,0.3770975344964666,0.4269298582456994,0.38278388278388276,0.40587130909711555,0.4112949943560954,0.3501828237122355,0.2968453541260559,0.4113370547581074,0.38890553890553886,0.38876821281621143,0.0389208448908864,45,0.5953594705662132,0.5296215858918354,0.6009755892817574,0.5685997171145687,0.5836048120941126,0.550914452447219,0.554809779620496,0.5255052631578947,0.5795897129186602,0.571160839160839,0.5660141222253597,0.02435010957102253,64,,,,,,,,,,,,,1
0.211661696434021,0.005311151421790134,0.060036540031433105,0.00468250567721363,5,distance,3,-1,euclidean,,"{'reduce_dim__threshold': 5, 'clf__weights': 'distance', 'clf__n_neighbors': 3, 'clf__n_jobs': -1, 'clf__metric': 'euclidean'}",0.36296296296296293,0.3346801346801347,0.5013468013468013,0.3674825174825174,0.3074397824397824,0.3549943883277217,0.30350729517396186,0.2788720538720539,0.3740179573512907,0.3434343434343435,0.35287382370715703,0.05762697565208786,95,0.4716516236124079,0.37216073583998116,0.549074074074074,0.44240265906932574,0.5125466551823141,0.4956160241874527,0.4456423206423206,0.38029100529100524,0.399987974987975,0.3626202501202502,0.4431993323007107,0.06078347404192742,244,0.575112553272134,0.49822448552132836,0.6478547854785479,0.5304984344588305,0.5749354005167958,0.5879818594104308,0.5305713263634055,0.5156547619047619,0.5702857142857143,0.5271904761904762,0.5558309797402425,0.04180964033147904,154,0.36296296296296293,0.3346801346801347,0.5013468013468013,0.3674825174825174,0.3074397824397824,0.3549943883277217,0.30350729517396186,0.2788720538720539,0.3740179573512907,0.3434343434343435,0.35287382370715703,0.05762697565208786,95,0.5742574257425742,0.5247524752475248,0.6237623762376238,0.5445544554455446,0.5346534653465347,0.5445544554455446,0.5346534653465347,0.52,0.55,0.52,0.547118811881188,0.02985645000828703,160,0.38482125173301646,0.3466141479252192,0.48692201518288475,0.3876229206874368,0.2951441391603663,0.37242062052475183,0.30281177790981717,0.272986504827937,0.3752525252525253,0.3416535706009391,0.35662494738048933,0.05772799671090627,93,0.560035341769471,0.5048417449800304,0.6082398923122126,0.5262879886003488,0.5209763572706155,0.5302069347590368,0.5026260273086132,0.5013992452560228,0.55175,0.5158249469828418,0.5322188479239193,0.03153393029483791,121,,,,,,,,,,,,,1
