oid_ztf,ra,dec,ra_error,dec_error,parallax,parallax_error,pm,pmra_error,pmdec_error,nu_eff_used_in_astrometry,astrometric_sigma5d_max,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,bp_g,g_rp,l,b,ecl_lon,ecl_lat,distance,absmag_g,absmag_bp,absmag_rp
ZTF18aalafrn,263.8204583,15.78561111,0.052614,0.05233816,0.8781107077685418,0.08082048,6.8316035,0.07940912,0.07799226,1.4258174,0.11876753,508.0,1909.9603425599084,5.565592,17.484806,56.0,782.8553825991279,15.50135,18.104338,54.0,1683.4713233832965,17.188545,16.68238,1.421957,0.61953163,0.8024254,39.1415606059592,23.7922295380241,262.3337227072488,39.06062171451848,1138.8085706655413,7.202552425868378,7.822084057338104,6.400127041346893
ZTF18aalrtik,239.9988333,39.95413889,0.39633703,0.45359322,0.7654429189927543,0.49687532,15.786215,0.61422926,0.71870273,1.6288116,1.0244108,268.0,144.11549106405658,3.3698153,20.29059,26.0,91.95719460103759,10.023956,20.429579,24.0,86.90966842319047,7.350971,19.900225,0.5293541,0.1389885,0.3903656,63.64222884134392,49.190393111128564,222.69479853998877,58.56673717525362,1306.433145029154,9.710154335294536,9.849142830167583,9.319788734708599
ZTF18abkwscm,293.0435833,6.287583333,0.044960503,0.038445793,0.5247147354675197,0.051802006,3.94459,0.051557697,0.043397315,,0.07814751,411.0,3779.8085921083866,70.25846,16.743692,47.0,1879.4533131619837,86.6637,17.153463,47.0,3428.1144218679924,145.13948,15.910257,1.243206,0.40977097,0.83343506,43.22152340686561,-6.112143728518399,296.0593819664099,27.666012482693638,1905.7974407922854,5.34330870098001,5.753079666556182,4.50987364238626
ZTF18adkskkj,281.4753333,22.33216667,0.08858172,0.16993336,0.3313403980757076,0.21994734,7.6538935,0.1442455,0.21409225,1.5696971,0.3009955,857.0,407.39695687266186,3.4668882,19.162323,93.0,222.48663983419775,7.5374775,19.470282,90.0,261.4977263028016,7.0908747,18.704226,0.76605606,0.3079586,0.45809746,52.46065582542711,11.136578554226151,285.1310636998035,45.17050158308987,3018.0443006877513,6.763694946423854,7.0716535493291275,6.305597488538112
ZTF18abotfmi,40.71329167,56.69202778,0.07050132,0.07826956,5.522324869663217,0.107601434,8.756888,0.1325007,0.14877717,1.6673785,0.21830006,317.0,889.5636702570374,12.672576,18.314425,30.0,549.3035364674147,30.202278,18.489012,30.0,523.7465855817585,49.247772,17.950092,0.53891945,0.17458725,0.3643322,137.8182652768064,-2.9248159537633627,57.80359483700783,38.62994802057502,181.08315312876292,12.025034274341753,12.199621524097612,11.660702075245073
ZTF18abiklve,308.1173333,18.61094444,0.12143584,0.08990751,0.6240268226334487,0.14528427,3.9535453,0.21229327,0.2290216,1.7025597,0.32487294,336.0,731.4527209041418,28.040195,18.526901,37.0,569.6436476281167,55.237873,18.449533,34.0,454.14905017977145,39.42335,18.1049,0.3446331,-0.07736778,0.42200089,61.589277825039794,-12.3785981144445,316.3973784226741,36.11379265907758,1602.4952193239244,7.502917532241966,7.425549749649193,7.0809166472322005
ZTF18abrfttz,285.512625,-6.452333333,0.10120003,0.0938143,0.9510793710515152,0.1212757,1.4975797,0.12600346,0.10099978,1.5933099,0.1837581,183.0,1872.1629747548193,40.358494,17.506508,19.0,1170.9679198410417,102.59004,17.66718,18.0,1272.8007298370148,75.41352,16.985994,0.68118477,0.16067123,0.52051353,28.37911547398772,-5.288931342475299,286.0599192478341,16.12628623154085,1051.4369572482663,7.397591683097701,7.558262917228561,6.877078148551803
ZTF20aatvrqw,131.0569167,-1.468861111,0.6057544,0.23215604,0.28919873028768855,0.3231363,6.0132184,0.86139894,0.41620854,1.7298155,1.2405406,353.0,134.40484751589094,2.7073295,20.36633,39.0,104.57580647995294,9.322324,20.289965,37.0,85.744654108036,9.265707,19.914877,0.37508774,-0.07636452,0.45145226,228.06095498283605,24.123358968436392,133.93739017971498,-18.866653813070773,3457.829842493506,7.6723111025094965,7.5959465852975825,7.220858847260473
ZTF18aabfnqr,30.43620833,48.81941667,0.096718594,0.12783462,0.965289734402958,0.16028206,4.4681478,0.19320233,0.16090798,1.6130482,0.2715736,455.0,576.9832910939172,12.682054,18.784458,54.0,342.15678378553747,24.355246,19.00298,51.0,372.90201623875413,27.788511,18.318909,0.6840706,0.21852112,0.46554947,134.68052370836324,-12.441940974139147,46.84112286065466,33.90748447788961,1035.958390895466,8.707746598447915,8.926267716611978,8.242197129453775
ZTF18aaptbfp,296.5460417,47.93636111,0.059463285,0.05583786,0.7427255372440121,0.066317126,15.359422,0.07212436,0.061236244,1.575493,0.10046592,277.0,1599.1207953781816,68.70345,17.677664,29.0,1057.3849837947898,146.31258,17.77796,29.0,1066.6965997471143,115.719864,17.177794,0.6001663,0.10029602,0.4998703,81.32595285463526,11.387477177674027,319.6289108989042,66.85855960235367,1346.3923749150206,7.031805586025072,7.132101606532885,6.531935285732104
ZTF18aaxplvd,302.5053333,33.42563889,0.072417304,0.09236566,0.532409441723151,0.10509699,4.5017605,0.09882856,0.12795246,1.4485335,0.18202554,436.0,1078.36523524459,11.614165,18.105452,44.0,446.95238947862543,17.154533,18.712889,44.0,880.8923699380956,30.985239,17.385588,1.327301,0.60743713,0.7198639,71.11686532295238,0.0832104433784307,316.4295473345654,51.75543782186745,1878.2536928035786,6.736680327003075,7.344117460792138,6.016816435401513
ZTF20abmbzpi,355.8844167,45.65675,0.30625963,0.23194598,1.5838679612964441,0.38678563,18.845144,0.417896,0.3838027,1.5561647,0.6179328,442.0,181.17286306713416,1.8528429,20.042133,51.0,120.8526852297055,7.3385262,20.132902,55.0,147.17731106123287,10.859406,19.328293,0.8046093,0.090768814,0.7138405,110.70025578707552,-15.596285999409675,18.88257620062123,42.5399557516271,631.3657605533416,11.040728200929506,11.13149701501642,10.326887716310365
ZTF18abasxce,346.6779167,55.13894444,0.039737843,0.03843389,0.39656060616530747,0.05452922,6.115254,0.05495567,0.048030756,1.604917,0.08588179,407.0,3757.5503968464004,14.866892,16.750105,47.0,2176.592670928152,29.15594,16.994099,46.0,2316.4419409774473,31.007488,16.335842,0.65825653,0.24399376,0.41426277,108.27355878951664,-4.724268750968714,20.282281530641956,53.6316749533293,2521.6826493934373,4.741652752881166,4.985646512036439,4.32738998127472
ZTF17aabsanj,87.04175,-0.203638889,0.18250056,0.21322185,0.878402269410126,0.22397429,7.274954,0.32449484,0.19324626,,0.5153065,265.0,178.19716018978863,4.138175,20.060116,30.0,155.63809664196637,31.24054,19.858252,32.0,418.8356884595015,79.45539,18.192787,1.6654644,-0.20186424,1.8673286,205.75645846609493,-14.135170226010489,86.77129080426268,-23.60981323546633,1138.4305742647166,9.778583059888325,9.576718817334614,7.911254416089497
ZTF18abnuekr,303.4827917,-5.434944444,0.18683915,0.15154286,0.6631603489216154,0.28889453,12.803236,0.27332762,0.2279535,,0.43512318,218.0,183.77228218735743,5.58391,20.026667,24.0,101.4247777974256,17.285473,20.323181,23.0,155.25926895093812,17.125885,19.270252,1.0529289,0.2965145,0.7564144,37.57014102001875,-20.809011411236234,304.4878787795141,14.085763295180667,1507.9309274538648,9.13475939813113,9.431273909239529,8.378344984678982
ZTF18abmmszc,318.0109583,-6.276888889,0.6987285,0.37844843,1.8054254646231713,0.32091993,15.334848,0.7104961,0.3941622,,1.218889,146.0,126.23684538251385,1.9650532,20.434402,13.0,117.9053195042422,29.945469,20.159708,16.0,238.4053946891363,72.04722,18.804605,1.3551025,-0.27469444,1.629797,44.31649189167158,-33.99941885458799,318.502334624528,9.450786861308426,553.8860615376997,11.717300284187175,11.442605841438152,10.087503302375652
ZTF18aacluoi,124.045125,45.50283333,0.21554919,0.21894105,0.18032927143589855,0.3055654,3.1947687,0.2697678,0.2123647,1.5198895,0.4070906,252.0,418.4827754039681,8.8198185,19.133173,26.0,211.25989510809436,19.3949,19.526499,27.0,320.38700593829356,22.392548,18.483707,1.0427914,0.3933258,0.64946556,174.45892012714853,33.413069515325766,115.66599528535141,25.05070700748065,5545.411413451359,5.413504129194635,5.806829934858698,4.764038568281549
ZTF18abcxmlo,331.5453333,50.52425,0.2031365,0.21421982,0.9334642892636991,0.27736455,7.4820004,0.29419005,0.27473825,1.5370519,0.42946985,410.0,259.32242330589787,4.5678997,19.652767,36.0,152.88209180888637,11.685568,19.877651,34.0,199.4446539793531,12.510068,18.998339,0.8793125,0.22488403,0.6544285,98.04440846151746,-4.186938716492751,2.982811581129863,55.96440366460384,1071.2782604557729,9.503255722268285,9.72813975547141,8.848827240212621
ZTF19ackeujb,51.10870833,48.00725,0.5074276,0.39687738,1.3426440092385854,0.6077005,15.4141,0.83769995,0.6023902,,1.2030467,323.0,169.76771951801075,0.97291225,20.11273,29.0,61.9315786071873,5.058601,20.858763,34.0,151.81940542816875,5.799197,19.294577,1.5641861,0.7460327,0.8181534,147.61911600085293,-7.395074737845457,61.49279518514408,28.343817511368965,744.7990629825257,10.752534418264926,11.498567133108676,9.93438103691727
ZTF17aaaenol,0.3435,48.28272222,0.11171173,0.12547266,0.46871255692382363,0.14211105,5.063039,0.13035499,0.1891261,1.510966,0.27260503,382.0,508.8667942001742,15.91999,18.920856,47.0,238.22504835754182,26.732786,19.396074,46.0,355.39090255171357,37.21621,18.37113,1.0249443,0.47521782,0.5497265,114.39352779868263,-13.75731507752857,24.308309386550544,43.0986105456875,2133.503754546355,7.275389418486352,7.750607237700219,6.725662932280297
ZTF18abmprkw,304.880375,15.95747222,0.27071893,0.59237075,0.6841413494600459,0.7246501,6.915013,0.45015144,0.885854,,1.3844053,103.0,113.24379043456254,7.182662,20.55233,20.0,252.67401224507657,73.98361,19.33214,20.0,223.18825759268552,59.51912,18.876217,0.45592308,-1.22019,1.6761131,57.58392871207274,-11.272594825614595,311.83042997782644,34.47027430664478,1461.68624479319,9.728059216834513,8.50786916861674,8.051946088172404
ZTF18abzpwqj,306.4274583,26.3455,0.26464736,0.3281681,1.1836513150056598,0.54642797,9.7008505,0.46576273,0.3856008,,0.7064562,422.0,148.03570180108096,0.9348817,20.26145,48.0,93.76857236332789,11.761189,20.4084,49.0,180.5510352171708,12.532102,19.106396,1.3020039,0.14694977,1.1550541,67.13815659151683,-6.691975378327286,317.65211668503895,43.94558150999386,844.8433988308612,10.627568738482056,10.774518506548462,9.47251464607483
ZTF18acwwccb,112.7133333,-19.26919444,0.4579793,0.6866538,0.971217664064741,0.6128746,5.7989497,0.63312167,0.93131506,1.5394024,1.470121,444.0,124.73982910824212,1.2578787,20.447353,50.0,67.07603922116132,5.017019,20.772123,46.0,70.95588850458213,5.7492127,20.120424,0.65169907,0.32476997,0.3269291,234.48565547233065,-0.38399482812710606,118.63148274471926,-40.47740925998214,1029.6353093649464,10.383936225803826,10.708706199558709,10.0570071333966
ZTF18aavefrt,287.587125,20.30572222,0.08625731,0.11054629,0.1797218135821686,0.12919298,4.4819894,0.10883028,0.13959455,1.540381,0.20259884,381.0,920.2985551629203,10.003246,18.277546,44.0,518.8804425643757,21.575928,18.550875,42.0,678.015639644294,20.37695,17.669796,0.8810787,0.27332878,0.60774994,53.1431757571442,5.131734691060357,292.55728245546567,42.37750834790278,5564.154846138369,4.550549891111604,4.823878672239534,3.9427999521467605
ZTF19abttqmi,76.919875,-9.227166667,0.120236754,0.09105965,2.0442548594825056,0.1548236,7.672202,0.18595257,0.14502816,1.6391629,0.2791538,345.0,675.4202120818339,23.24501,18.613432,42.0,506.3299197930122,45.140366,18.577457,42.0,484.3280215672994,36.646385,18.035046,0.5424118,-0.035974503,0.5783863,209.43968942682204,-27.21821263971849,74.73162541699014,-31.97575119827405,489.17579692247654,10.166107124565432,10.130132622001955,9.587720817802737
ZTF19aahshbt,47.72904167,47.37138889,0.4824881,0.44583628,0.822918543411276,0.76457226,3.5597246,0.77735156,0.6715391,,1.1592808,404.0,164.36054699039352,0.9176828,20.147873,34.0,48.65140080269185,4.807509,21.120804,41.0,127.12194255875157,7.9356413,19.487345,1.6334591,0.9729309,0.6605282,146.02200154902158,-9.150388275305966,58.80916658746116,28.405126125858445,1215.1871020607475,9.72465716831565,10.697588076518775,9.064128985332252
ZTF18abboafu,359.194125,55.23633333,0.07672704,0.0764938,0.07550787532919857,0.11608643,1.6427891,0.10486346,0.10325138,1.4603984,0.17280439,507.0,1148.2771749553465,12.089472,18.03725,55.0,489.9542899936105,20.136774,18.613153,54.0,926.3633057571484,26.74218,17.330942,1.2822113,0.57590294,0.70630836,115.13486263748914,-6.80576884592751,29.259818760930823,49.19268309337886,13243.651680572506,2.4272117692392783,3.0031147080820517,1.7209034043711142
ZTF18acsmleo,65.80295833,21.49730556,0.43637735,0.29672918,0.6659905861232044,0.49649802,8.736907,0.4699102,0.40563145,,0.71279216,309.0,230.45552478525246,6.615005,19.7809,33.0,119.68492077062564,10.553562,20.143444,33.0,181.96818676851538,14.7302065,19.097906,1.045538,0.362545,0.68299294,174.85154940142866,-19.384257489210658,67.58189613216118,-0.07856213013563412,1501.5227254503652,8.898239499831892,9.260784513259626,8.215246564651228
ZTF17aabpjfd,349.6048333,58.44413889,0.11097622,0.1375985,0.7993174022547943,0.15900281,9.432871,0.15882829,0.19999994,,0.31238776,338.0,341.3068158831374,9.902263,19.354504,37.0,128.0552347985064,15.91107,20.07005,35.0,362.15281994445786,27.08271,18.350666,1.7193832,0.71554565,1.0038376,110.99822747116089,-2.2558176350571415,26.113871733954745,55.02228912764095,1251.0674697924758,8.868099972939106,9.583645627235981,7.864262387489887
ZTF18abmprgc,300.8650417,20.07277778,0.12700003,0.12514012,0.18282193424868737,0.1993218,8.984627,0.20007136,0.17398347,1.4653921,0.28919268,390.0,680.3332558571952,1.0413414,18.605562,11.0,342.53420566319124,12.404719,19.001781,11.0,538.0494989998499,16.764444,17.92084,1.0809422,0.39621925,0.6847229,59.04429442457957,-5.848227487009604,308.619601050424,39.46408711689117,5469.803194619575,4.9157037073266,5.311922960866639,4.230980806935975
ZTF18abqasii,23.659375,52.10441667,0.16455455,0.19965735,0.7541232042377866,0.23005457,8.650588,0.29398412,0.24354985,1.5798782,0.4117294,318.0,325.3852756563426,4.3571606,19.406372,34.0,174.31716430689505,10.386103,19.735191,33.0,240.18661110251224,15.999521,18.796524,0.9386673,0.32881927,0.609848,129.64757326682948,-10.203158443085602,43.8283322070891,38.75319399500345,1326.0432703575646,8.793583591104047,9.122402866006391,8.18373556864311
ZTF19aasfcjp,262.7546667,-6.141833333,0.93378055,0.5805905,1.217804535230248,1.4485767,1.702332,1.3188843,0.5644554,,2.1881614,190.0,164.99418373381144,6.327288,20.143696,17.0,105.19781041956206,11.77722,20.283525,19.0,128.02659177371476,15.1981325,19.479645,0.8038807,0.13982964,0.66405106,17.881423009656576,14.796209525532603,262.46107588452753,17.108031237236148,821.1498406112701,10.571583766694614,10.711413402314731,9.90753271078641
ZTF18aabgjvi,78.9525,30.50969444,0.33785978,0.22525677,0.9967970852323438,0.43855163,1.8930088,0.7795061,0.31406605,1.4706366,1.114751,437.0,297.0590736211615,4.9385805,19.50526,38.0,156.95635413843118,13.862547,19.849094,39.0,261.4432380802586,15.275845,18.704453,1.1446419,0.34383392,0.80080795,175.1278016692003,-4.544735706544587,80.4160868579239,7.437227421999942,1003.2132063938667,9.49829426443904,9.842128187778883,8.69748631155818
ZTF18abijxdk,282.7239583,15.74636111,0.0717397,0.08470886,0.9657756632613995,0.11003783,3.9778385,0.094635196,0.09050152,1.4909958,0.14622453,363.0,1259.228040603796,38.692085,17.937105,43.0,746.4286417147014,72.790695,18.15607,41.0,1104.333803069476,82.89138,17.140144,1.0159264,0.21896553,0.79696083,46.9607944147464,7.225250770830247,285.7149891460202,38.494017903149945,1035.4371496823867,7.861486465556338,8.080451995951845,7.064525634867861
ZTF18acrwnwq,82.89429167,-12.81727778,0.037709273,0.03822224,0.7300104417466949,0.058233608,4.6368093,0.045378074,0.042750515,1.6601366,0.06463226,519.0,2950.402208385718,58.052784,17.012663,55.0,2024.552733957863,122.87826,17.07272,57.0,1746.2955212216932,91.909065,16.642601,0.43011856,0.060056686,0.37006187,215.78169519601425,-23.42013533592714,81.42073420201007,-36.04518425944129,1369.8434197835602,6.329308248179213,6.3893649345805805,5.959246373789565
ZTF18abdazos,328.4691667,45.31961111,0.08956661,0.09430451,0.16297751293415869,0.11769089,3.289966,0.11227645,0.11194935,1.6617506,0.16168077,480.0,891.3736998201516,3.889862,18.312218,55.0,565.6794276318001,10.408589,18.457117,52.0,477.9313450184302,6.6526833,18.049482,0.40763474,0.14489937,0.26273537,93.21955832351088,-7.0632749947239395,354.8004139128593,53.00009904041446,6135.815806711876,4.3728561429399875,4.51775551122612,4.110120776118698
ZTF18adkyrtm,272.4602917,8.612166667,0.1805138,0.15743119,1.2477577963981514,0.17660479,7.9145584,0.25950536,0.22574659,1.5866406,0.4461467,255.0,549.6838049269139,10.249722,18.837084,24.0,325.33652865397306,22.2002,19.05771,23.0,377.4038095057558,20.818302,18.30588,0.75183105,0.22062683,0.5312042,35.98633095006726,13.127439178427805,272.8695705330392,32.026931944778894,801.4375889989683,9.317735277330192,9.538362108384879,8.786531053697379
ZTF17aaaedcz,337.4966667,52.25213889,0.086652696,0.08621266,0.30125821829387667,0.10947354,1.1549429,0.1310423,0.101490766,1.5415093,0.19531757,394.0,1117.6641589636438,20.678083,18.06659,55.0,583.8239388023738,34.533806,18.422838,56.0,832.9463813998289,36.76039,17.446352,0.9764862,0.35624886,0.62023735,102.10447735043027,-4.80511872245995,9.983168980240054,54.95151458600797,3319.411519006271,5.461283871740182,5.8175327273310025,4.841046521276315
ZTF18aazwnmq,255.850375,9.056444444,0.11801142,0.10341849,0.8907224314067269,0.16484702,4.4083242,0.116158634,0.14557499,1.6446486,0.22886515,350.0,509.1555844345069,8.667978,18.92024,40.0,334.34354288528266,22.704786,19.028059,41.0,331.8904111126156,23.994505,18.445408,0.58265114,0.1078186,0.47483253,28.745269801402824,28.093278539087024,253.51850493741367,31.689715684144577,1122.684199634099,8.66895234951648,8.776770953032106,8.194119814726442
ZTF18abmehmi,334.5457083,65.7055,0.17122817,0.18609439,2.2586359870092867,0.24534094,6.401488,0.0993773,0.27594686,1.47493,0.39209253,262.0,279.4707136052066,4.7126746,19.571526,32.0,140.03200236147163,7.683365,19.972975,29.0,230.61973711916716,15.521998,18.840654,1.1323204,0.4014492,0.7308712,108.02809008253742,7.371382630700146,28.334469937822927,65.03564265326783,442.74509294617394,11.340756791254563,11.742205994745774,10.60988559069304
ZTF18adkbcsk,301.2006667,23.85772222,0.36275744,0.45977715,-0.02084355511648573,0.8180395,5.057983,0.5753225,0.73450845,,1.0708448,313.0,122.12702510203269,2.12502,20.470337,27.0,44.00515902353696,6.051958,21.229784,36.0,166.4474924225154,15.548697,19.194702,2.0350819,0.7594471,1.2756348,62.4345734350178,-4.111440456558415,310.39234243974084,43.0204925956166,-47976.460561138774,,,
ZTF18absiznr,291.234125,-1.955305556,0.15453926,0.13642567,0.7575627951485095,0.18154049,6.3046484,0.20041999,0.17118491,1.4247736,0.28552487,209.0,779.7609434222959,4.0415473,18.457462,25.0,312.50253748704785,10.638567,19.101408,23.0,706.6005116039863,17.636547,17.62496,1.476448,0.6439457,0.83250237,35.01747520278485,-8.343397637122255,292.63063714447173,19.831211471535415,1320.0225861196946,7.854555499673765,8.498501193643492,7.02205313456146
ZTF19abehptz,43.4435,48.04908333,0.38813406,0.2892663,1.0503992628294003,0.5551525,2.4629436,0.5671865,0.3829894,1.6000015,0.8096705,211.0,282.3226647608431,6.9660892,19.560503,24.0,186.7532855245085,12.509083,19.660372,24.0,168.7787367403671,13.887351,19.179602,0.4807701,0.099868774,0.38090134,143.13455556616773,-9.965843946437312,55.926252503460624,29.96669767129748,952.0189468777398,9.667275047448936,9.767143821862998,9.286373710779014
ZTF17aaajnpg,185.08825,56.91577778,0.17957991,0.20890765,1.0778201254996889,0.28399837,23.11418,0.22462139,0.21800555,1.5874276,0.35060352,375.0,264.7690194097247,10.139248,19.6302,39.0,224.7980415397143,35.526047,19.45906,40.0,212.74289512872312,28.472881,18.928257,0.5308037,-0.17113876,0.70194244,131.34506477101357,59.70187461797244,152.01922044150191,51.99775389291124,927.7985967615788,9.792930875675575,9.62179211224784,9.090988431827919
ZTF19acawioe,298.7584167,2.892,2.1342416,1.5210038,2.0920660431206373,2.7809052,9.999532,2.5586784,1.6444827,,4.0767236,113.0,89.30128643241824,1.4738336,20.810223,9.0,59.41985151730346,9.589031,20.903713,10.0,37.02137041542179,5.182188,20.826765,0.076948166,0.0934906,-0.016542435,42.94870811105659,-12.737712143141406,301.52899080314614,23.23847647968887,477.9963822310058,12.41309957764104,12.506590178226977,12.429642012333423
ZTF18actxcav,4.562166667,66.30380556,0.025192874,0.02491483,1.1667507734282485,0.030021938,6.194272,0.029802026,0.032137137,1.4658934,0.047940116,405.0,9215.081902987462,234.52081,15.776119,45.0,3920.978381323896,320.49777,16.355057,46.0,8453.11251215008,585.73535,14.930354,1.4247026,0.57893753,0.8457651,119.60037725449789,3.6469568597634563,44.49177055882496,55.83387725387999,857.0810688744718,6.111009719413065,6.689947249930643,5.265244605582499
ZTF18abwutne,289.0689167,38.96961111,0.12096025,0.17530125,-0.04198295753149182,0.15660435,4.535588,0.14157097,0.2198605,,0.33585858,264.0,286.8006716083515,3.6036842,19.543417,25.0,126.09128141287651,17.171268,20.08683,28.0,255.31490814344744,18.51805,18.730206,1.3566246,0.54341316,0.81321144,70.66377955286664,12.235416547090006,300.92368646265203,60.377966525204904,-23819.188994722215,,,
ZTF18abdiirq,295.2702083,31.96330556,0.03135177,0.04286917,0.6938016639086182,0.0478141,4.495613,0.048321627,0.059645716,1.557167,0.08299279,448.0,3129.0989535974477,76.17632,16.948818,52.0,1699.9744739276744,153.9599,17.262436,51.0,2263.1815516220577,120.40368,16.361097,0.9013386,0.3136177,0.5877209,66.71307651457278,4.53752077878274,306.28395176523844,52.26667482903453,1441.3341045715792,6.154994892053439,6.4686125983522675,5.56727402108176
ZTF18abckbdo,335.9128333,51.89469444,0.08409945,0.07480216,0.25670429853125565,0.10218219,0.77796376,0.1081203,0.09698723,1.5419508,0.15308142,483.0,956.8761542651672,24.913588,18.235228,61.0,514.362591276713,44.396133,18.56037,59.0,794.0166555433776,51.26069,17.498322,1.062048,0.3251419,0.73690605,101.0853069906179,-4.596056174714203,8.274005891931438,55.29855158733389,3895.5327422312043,5.282393289956396,5.607535196694677,4.5454872383206535
ZTF17aaahsin,97.53616667,-18.32922222,0.06427316,0.11217989,1.087082155045322,0.15612209,2.457995,0.10692761,0.11045304,1.6374872,0.17747274,773.0,487.3287718725712,4.999901,18.967812,93.0,313.2662987756396,13.764346,19.098759,92.0,326.82658165825603,12.375277,18.462103,0.6366558,0.13094711,0.5057087,227.1636867012228,-12.81339793236833,99.57139556813274,-41.5184457439139,919.8936762588183,9.149123417758734,9.280070530795843,8.643414723300726
ZTF18aayxeof,333.3643333,63.377,0.27970615,0.24804293,-0.07674621445378926,0.2807734,4.8325467,0.33617443,0.28755975,1.4196084,0.4948577,249.0,270.56591288388114,9.231493,19.606684,27.0,128.19815639005995,14.320685,20.068838,30.0,261.9555345557684,30.714571,18.702326,1.3665123,0.4621544,0.9043579,106.28687963375101,5.732091366716449,23.151689013817982,64.17361238634446,-13029.958638573946,,,
ZTF17aaagsbj,107.0692083,-12.76241667,0.21320578,0.22780114,0.5555133732082036,0.23317815,2.1196342,0.27852648,0.25767303,1.3361872,0.40182716,239.0,408.5555087139878,4.5961666,19.159239,28.0,128.23514487334035,10.93295,20.068525,29.0,414.2185211475826,12.169877,18.204823,1.8637028,0.9092865,0.9544163,226.19420832981993,-2.121198822518102,110.45468329382479,-34.99751744378452,1800.13668118338,7.8827114074852,8.791997906508637,6.928295132460786
ZTF18abmjoue,5.198291667,33.10180556,0.1401299,0.11553064,0.702791054613894,0.1749782,7.500664,0.18237069,0.17532696,1.633775,0.26901677,366.0,713.3245584494326,4.043286,18.55415,42.0,407.766173456293,12.777637,18.812513,38.0,380.0545312393962,13.965456,18.29828,0.51423264,0.25836372,0.2558689,115.57201707128112,-29.33164526422057,18.976323802882067,28.090936424040432,1422.8980198807303,7.788280752668733,8.046644476423616,7.532411840925569
ZTF18aaudxnf,285.1160417,22.15166667,0.18306749,0.3937968,0.43619406781524706,0.36712414,5.0454574,0.2666396,0.4627721,1.5379419,0.66507214,400.0,260.4034221567748,6.170829,19.64825,44.0,138.7529217884184,10.673705,19.982937,46.0,183.99686472301144,11.290632,19.085869,0.897068,0.33468628,0.56238174,53.76728676968339,8.017586778901626,289.813414780872,44.55669531797245,2292.557542124935,7.846649354495092,8.181335633791967,7.2842676101103265
ZTF21aapkaqa,260.4275,26.34322222,0.15685011,0.17968558,0.7969333321272203,0.22806093,8.6388855,0.2201536,0.23467475,1.5150398,0.33075976,547.0,305.7058699789352,1.5155262,19.474108,60.0,153.27829463983693,6.3385267,19.87484,62.0,204.8751146264704,5.622483,18.969172,0.90566826,0.40073204,0.5049362,49.026338084853336,30.44303417879739,256.77724756165634,49.34402429351097,1254.8101073031323,8.981217701233078,9.381949741638351,8.476281482971359
ZTF18abfjdrn,275.4531667,5.635694444,0.04418469,0.048018422,0.5251268682547368,0.06205279,4.2034564,0.05568484,0.061295614,1.5672383,0.096893094,268.0,4971.6477692847375,122.002144,16.446115,30.0,2902.2843864130405,233.93985,16.681692,30.0,3298.1373658211533,203.9254,15.952224,0.72946835,0.23557663,0.49389172,34.60963537120755,9.145863195600782,276.2049970415539,28.95761244569459,1904.3017229788827,5.04743669201077,5.283013321649442,4.553544976007352
ZTF18aavllfm,289.1481667,19.41888889,0.11618144,0.1082878,0.7458675999285111,0.15102156,6.088654,0.18983917,0.16126198,,0.3218419,318.0,286.7425722123032,10.029051,19.543636,35.0,173.40543717160637,30.539953,19.740885,34.0,307.3812290986065,35.284378,18.528702,1.212183,0.19724846,1.0149345,53.02914653155572,3.4202814403421393,294.29920680744544,41.25640649397962,1340.720524789985,8.90694503228255,9.104193491144855,7.892010492487628
ZTF17aabpiiv,23.813125,54.31869444,0.01547619,0.017123576,0.8030933536889241,0.022641297,6.039796,0.020050013,0.021469207,1.6810364,0.03204567,546.0,20781.232038249527,196.74042,14.893188,61.0,13803.553325320694,415.62997,14.988565,59.0,10598.234757573468,246.42482,14.684812,0.30375385,0.09537697,0.20837688,129.35805277333657,-8.0055023885196,45.29648339384657,40.66003816819516,1245.1852520091295,4.417018635306228,4.512395603690017,4.2086417508457785
ZTF18aaawveu,109.4667917,22.27566667,0.19472268,0.1952432,0.6119050547256708,0.24093013,2.8816493,0.2494377,0.22830366,1.5155895,0.40768847,209.0,659.5090144343385,14.677049,18.639315,22.0,318.19402422073017,28.158379,19.081812,19.0,482.0914666318515,31.758627,18.040071,1.0417404,0.44249725,0.59924316,195.48981072210935,15.522086635856475,107.96223567671501,0.04206851311534673,1634.2404630867445,7.572734855292403,8.015232108710372,6.973491691229903
ZTF18aablfew,67.06345833,48.58469444,2.1664677,0.67199653,4.027354935935135,1.7758938,8.751993,1.1637315,1.5033257,,3.0203743,103.0,118.59122393550794,2.7470472,20.502235,10.0,42.15000442951789,8.976886,21.276548,11.0,84.05702439957042,13.082666,19.93646,1.3400879,0.774313,0.5657749,155.3815074488221,-0.13728339763247674,73.26246210424863,26.469464416894148,248.30192915882253,13.527334943705691,14.301647916728152,12.961560026103152
