Name,AUID,Coords,Const,Type,Period,Mag,ra,dec,Xmatch_obj,separation
ATLAS18uju,000-BNH-778,18 14 04.42 +21 53 16.0,Her,UG,--,16.6 - 21.4 r CR,273.51841666666667,21.887777777777774,ZTF18abtoccg,0.1204594438551495
ATLAS18xss,000-BMW-242,18 10 15.33 +39 39 48.9,Her,UG,--,16.8 - 21.6 i CR,272.563875,39.663583333333335,ZTF18acbwhls,0.1293099307396124
ATLAS19mbi,000-BNH-770,16 12 44.14 +06 06 47.4,Her,UG,--,16.5 - 24: g,243.18391666666665,6.113166666666666,ZTF19aawolyt,0.1483303393075238
ATLAS19oyk,000-BND-932,18 34 52.71 +24 54 05.6,Her,UG,--,17.5 - <23 g CR,278.71962499999995,24.901555555555554,ZTF19abexmfm,0.2958315705072706
ATLAS21wuw,000-BNZ-822,17 49 35.14 +17 13 01.1,Her,UG,--,14.8 - 23: g,267.39641666666665,17.21697222222222,ZTF21abgmexs,0.0437918472157215
ATLAS22berw,000-BPL-304,18 26 23.81 +25 10 49.0,Her,UG,--,16.1 - 23.2 g,276.5992083333333,25.18027777777778,ZTF22abgcigh,0.0753498655835318
ATLAS22jho,000-BPH-983,18 06 43.91 +15 21 18.7,Her,UG,--,18.0 - 23.5: r o,271.6829583333333,15.355194444444445,ZTF22aafmglb,0.4193388508273429
ATLAS22ryz,000-BPK-216,17 35 07.35 +47 26 16.1,Her,UG,--,15.6 - 23.1 g,263.78062499999993,47.43780555555555,ZTF22aapgtoe,0.1348179688301398
ATLAS22sxk,000-BPK-488,18 08 18.03 +18 32 21.8,Her,UG,--,18.1 - <23 g,272.07512499999996,18.53938888888889,ZTF22aashrtn,0.0106472112009919
BMAM-V528,000-BNK-570,18 04 28.69 +34 33 36.2,Her,UG,--,19.7 - 22.3 g,271.11954166666663,34.56005555555555,ZTF18adjkxna,0.0914875730330159
BMAM-V534,000-BNK-647,18 10 51.79 +17 35 58.2,Her,NL+E,0.13484405,16.2 - 18.4 g,272.71579166666663,17.5995,ZTF18abmlxrq,0.1450458656943989
BMAM-V692,000-BNN-962,18 31 22.97 +15 37 14.2,Her,UGER,--,17.6 - 21.5 g,277.8457083333333,15.620611111111112,ZTF18abgvbjq,0.0331035249099815
BMAM-V767,000-BNR-801,17 05 50.17 +25 46 11.8,Her,UG,--,18.9 - 21.5 g,256.4590416666666,25.769944444444445,ZTF18aajsfjn,0.140949935754979
CSS 080302:160845+220610,--,16 08 44.81 +22 06 09.9,Her,UG,--,17.9 - 21.0 CV,242.18670833333329,22.10275,ZTF20aamdlml,0.388380045748485
CSS 080409:174714+150048,000-BFT-221,17 47 14.36 +15 00 47.8,Her,UG,--,16.4 r' - 19.6 CR,266.8098333333333,15.01327777777778,ZTF18abetddh,0.3278378741900279
CSS 080415:162012+115257,--,16 20 12.00 +11 52 57.1,Her,UG,--,19.5 - 20.8 CV,245.04999999999995,11.882527777777778,ZTF18abjzayt,1.09395885345528
CSS 080424:160232+161732,--,16 02 32.13 +16 17 32.3,Her,UG,--,18.2 - 21.8 CV,240.633875,16.292305555555558,ZTF19adhjecx,0.7391189414041076
CSS 080426:165347+164950,000-BPF-522,16 53 46.61 +16 49 48.9,Her,CV,--,19.2 - 22.6 g,253.4442083333333,16.83025,ZTF18absduqw,0.146310400350429
CSS 080505:163121+103134,000-BFT-286,16 31 20.88 +10 31 34.1,Her,UGSU,0.06265,14.0 - 19.3 CV,247.83699999999996,10.52613888888889,ZTF18abucxou,0.5073184790012155
CSS 080512:173860+344023,--,17 38 59.80 +34 40 22.7,Her,UG,--,17.8 - <22 G,264.7491666666666,34.67297222222222,ZTF20abyyzvg,0.1026779864008993
CSS 080513:164002+073208,--,16 40 02.15 +07 32 07.7,Her,UG,--,18.1 - 21.0 CV,250.0089583333333,7.535472222222222,ZTF18aauymtv,0.1543539639476474
CSS 080514:162606+225044,--,16 26 05.71 +22 50 44.4,Her,UG,--,18.3 - 22.5 CV,246.52379166666665,22.845666666666663,ZTF18abagclj,1.1407515030644992
CSS 080606:162322+121334,--,16 23 22.24 +12 13 33.9,Her,UGER,--,16.9 - 21.4 r,245.84266666666664,12.226083333333332,ZTF18abavrji,0.3703893256357625
CSS 080606:164147+121026,--,16 41 46.78 +12 10 25.4,Her,UG,--,16.9 - 21.1 CV,250.44491666666664,12.17372222222222,ZTF18adjzjiu,0.3886718231983282
CSS 090205:170610+143452,000-BKQ-418,17 06 09.68 +14 34 52.1,Her,UGSU,0.05823,14.0 - 20.9 g,256.54033333333336,14.581138888888889,ZTF18abetdej,0.295080179966215
CSS 090303:173003+482119,000-BKC-296,17 30 02.94 +48 21 18.5,Her,UG,--,15.7 - 22.0 g,262.51224999999994,48.35513888888889,ZTF19abmuxjv,0.2525955958222534
CSS 090416:164413+054158,--,16 44 13.26 +05 41 57.9,Her,UG,--,16.8 - 20.9 G CV,251.05525,5.699416666666667,ZTF18ablrmvp,0.2026236372017095
CSS 090516:171223+362516,000-BLH-712,17 12 23.07 +36 25 15.1,Her,UG,--,16.4 - 20.87 g CV,258.096125,36.42086111111111,ZTF18aaltqbj,0.132841472777937
CSS 090601:162236+035247,000-BKC-288,16 22 35.74 +03 52 46.5,Her,UG,--,15.6 - 21.0 CV,245.64891666666668,3.879583333333333,ZTF22aafugtd,0.1319137476764062
CSS 090711:164018+080823,--,16 40 17.89 +08 08 23.2,Her,UG,--,17.3 - <20 CV,250.07454166666665,8.139777777777777,ZTF18aaxmrjb,0.2595678579468069
CSS 090711:173851+292314,--,17 38 51.02 +29 23 11.5,Her,UG,--,17.0 - 21.0 g,264.71258333333327,29.386527777777776,ZTF18aakgpni,0.384750988371986
CSS 090729:171808+131907,--,17 18 08.03 +13 19 06.7,Her,UG,--,17.9 - <21.3 CV,259.53345833333333,13.318527777777778,ZTF18abgcomb,0.7671104471862346
CSS 090818:170702+165339,000-BKQ-478,17 07 02.45 +16 53 38.9,Her,UG,--,16.7 - <20 CV,256.7602083333333,16.89413888888889,ZTF19acgjtyf,0.5254572222949009
CSS 090820:173308+300635,000-BPJ-889,17 33 07.91 +30 06 34.3,Her,UGSU,--,16.2 - 22.5 g,263.2829583333333,30.109527777777775,ZTF18ablrkrg,0.2053099649659411
CSS 090922:172901+160108,--,17 29 00.94 +16 01 08.0,Her,UG,--,17.0 - 18.1 CV,262.25391666666667,16.01888888888889,ZTF19aathlil,1.1265224103670644
CSS 090929:172039+183802,000-BKC-294,17 20 38.68 +18 38 01.9,Her,UGSU,--,15.3 - 20.8 CV,260.16116666666665,18.63386111111111,ZTF18adknstl,0.2311327840689452
CSS 090929:173150+150258,--,17 31 50.13 +15 02 58.1,Her,UG,--,18.5 - <20.8 CV,262.958875,15.049472222222224,ZTF18ablhuyg,0.2483715436802416
CSS 100413:173528+363107,--,17 35 28.27 +36 31 06.6,Her,UG,--,16.9 - 21.1 g,263.8677916666666,36.5185,ZTF19addudwb,0.2070966969935699
CSS 100513:164748+433845,--,16 47 47.98 +43 38 45.0,Her,UG,--,19.0 - 21.8 CV,251.94991666666667,43.645833333333336,ZTF18aakvnlw,0.691686414884342
CSS 100707:164950+035835,000-BLC-739,16 49 50.39 +03 58 34.5,Her,UGSU,--,13.2 - 19.3 V,252.4599583333333,3.97625,ZTF18abrwqal,0.0604645365488113
CSS 100707:172952+220808,000-BKR-304,17 29 51.60 +22 08 08.1,Her,UG,0.2966:,14.7 - 19.3 g,262.465,22.135583333333333,ZTF18aayzpbr,0.0821860800492538
CSS 110426:170152+132131,--,17 01 51.59 +13 21 30.6,Her,UG,--,18.0 - 19.6 CV,255.4649583333333,13.3585,ZTF18abetdmv,0.8842635501416652
CSS 110610:175649+344360,000-BNM-216,17 56 48.74 +34 43 59.7,Her,UG,--,15.9 - 21.5 CV,269.2030833333333,34.733250000000005,ZTF18aaqomly,0.0391203519391138
CSS 110623:173517+154708,000-BKC-346,17 35 16.91 +15 47 08.2,Her,UG,0.3534,14.3 - 17.5 CV,263.8204583333333,15.78561111111111,ZTF18aalafrn,0.1554517143856164
CSS 110921:160824+165240,000-BMN-846,16 08 24.00 +16 52 40.6,Her,UG,--,15.0 - <20.4 CV,242.09999999999997,16.877944444444445,ZTF18aazijyo,0.2433767102093737
CSS 111022:171958+200236,--,17 19 57.87 +20 02 37.4,Her,UG,--,18.0 - 20.7 G,259.99112499999995,20.043722222222225,ZTF18ablqqwi,0.102216924411002
CSS 120322:163848+405057,000-BLH-714,16 38 47.74 +40 50 57.0,Her,UG,--,16.7 - <22 CV,249.6989166666666,40.84916666666667,ZTF20aavtaib,0.410044364161747
CSS 120424:171250+310708,--,17 12 49.90 +31 07 07.9,Her,UG,--,15.8 - 19.7 CV,258.2079166666666,31.118861111111112,ZTF18aatbxkl,0.6922529821925907
CSS 120608:164943+230458,--,16 49 42.68 +23 04 58.3,Her,UG,--,17.4 - 21: g CV,252.4278333333333,23.08286111111111,ZTF18abjzaic,0.2293067541510768
CSS 120621:165804+143634,--,16 58 03.74 +14 36 33.9,Her,UG,--,16.2 - 20.7 CV,254.51558333333327,14.609416666666666,ZTF19acljobo,0.2860911791559991
CSS 130418:174033+414756,000-BKY-507,17 40 33.46 +41 47 56.0,Her,UGWZ,0.04505,12.7 - 21 CV V,265.13941666666665,41.79888888888889,ZTF18aaimyrh,0.112847045217298
CSS 130505:165004+243347,--,16 50 04.50 +24 33 47.4,Her,UG,--,18.5 - 20.9 CV,252.51874999999993,24.563166666666667,ZTF21abzydnp,0.6235364200332856
CSS 130510:175654+353051,--,17 56 54.40 +35 30 50.8,Her,UG,--,17.2 - 21: CV,269.22666666666663,35.51411111111111,ZTF18aaqomle,0.3725002579635018
CSS 130613:174547+264347,000-BLB-247,17 45 47.33 +26 43 45.7,Her,UG,--,15.2 - 18.3 CV,266.4472083333333,26.72936111111111,ZTF18aalclkh,0.4121011772012555
CSS 130916:165201+244631,--,16 52 01.33 +24 46 30.5,Her,UG,--,16.7 - 21.5 CV,253.00554166666663,24.77513888888889,ZTF19abauivs,0.7341687701293538
CSS 140407:174643+501111,--,17 46 42.85 +50 11 11.2,Her,UG,--,17.45 (4.55) CV,266.6785416666666,50.18644444444444,ZTF18aakgvte,0.4221007172388456
CSS 140609:172936+175416,000-BLJ-463,17 29 36.41 +17 54 16.2,Her,UG,--,17.4 CV - 21.3 B,262.4017083333333,17.9045,ZTF18abfnnrx,0.5325823307571547
CSS 140930:171818+293544,--,17 18 18.49 +29 35 43.9,Her,UG,--,17.65 (0.25) CV,259.5770416666666,29.595527777777775,ZTF18aagtehr,0.6488322914191841
CSS 150512:175608+265535,000-BLQ-511,17 56 07.71 +26 55 35.2,Her,UG,--,17.3 - 19.5 CV,269.03212499999995,26.92644444444445,ZTF18abvgqvh,0.640457263607496
CSS 160406:181252+330407,000-BMK-531,18 12 52.55 +33 04 07.1,Her,UG,--,15.4 - 19.7 G CV,273.21895833333326,33.06863888888889,ZTF18aajsdfc,0.2953841637494495
CSS 160703:175933+333458,000-BLY-429,17 59 32.60 +33 34 58.2,Her,UG,--,18.9 - 22.6 CV,269.8858333333333,33.58283333333333,ZTF18aakgsmi,0.701653103081929
CSS 160705:164654+090726,000-BLY-432,16 46 53.52 +09 07 26.3,Her,UG,--,18.2 - 21.3: CV,251.72299999999996,9.123972222222225,ZTF21abbmtdu,0.0831005569315897
CSS 160906:160346+193540,000-BLZ-422,16 03 46.08 +19 35 40.0,Her,AM,0.05693,16.7 - 19.1 CV,240.94199999999995,19.594444444444445,ZTF18acviwua,0.4388020466566121
CSS 170201:162011+104234,000-BMF-711,16 20 11.35 +10 42 32.8,Her,UG,--,15.6: - 22.8 r CV,245.04729166666664,10.70911111111111,ZTF18adgzkpv,0.0947342559657465
CSS 170628:164204+151218,000-BMJ-439,16 42 04.24 +15 12 18.3,Her,UG,--,16.7 - 20.9 V CV,250.5176666666666,15.205083333333333,ZTF19abjsnoz,0.2721121134811696
CzeV404,000-BLP-287,18 30 01.76 +12 33 46.2,Her,UGSU+E,0.09802125,14.3 - 17.2 V,277.5073333333333,12.562833333333334,ZTF18abhozku,0.2413889737918652
DDE 152,000-BMH-674,16 46 54.81 +13 53 59.2,Her,NL/VY,--,15.9 - 18.8 CV,251.72837499999997,13.899777777777777,ZTF18abaglhc,0.1577441024117795
DDE 179,000-BNJ-528,17 29 09.99 +30 18 49.0,Her,CV,--,18.8 - 21.4 g,262.29162499999995,30.31361111111111,ZTF18abhefjc,0.1922895382592157
DDE 211,000-BNZ-705,17 57 24.21 +14 40 16.5,Her,UG,--,17.5 - 20.5 g,269.350875,14.67125,ZTF18abrzeze,0.2294303141532995
DDE 25,000-BKD-605,17 34 47.04 +37 14 45.0,Her,UG,--,16.3 - 20.6 G,263.69599999999997,37.24583333333334,ZTF18aatziuj,0.0901352093007754
EQ J170606.1+255153,000-BKQ-232,17 06 06.10 +25 51 53.2,Her,UG,--,15.7 - 21.6 g,256.5254166666667,25.86477777777778,ZTF18abpaake,0.0558344465796834
FSVS J1722+2723,000-BJW-639,17 22 43.95 +27 23 55.5,Her,CV,--,20.12 - 20.96 V,260.68312499999996,27.39875,ZTF18aaseumb,0.0506908645036424
Gaia DR2 4508764209586424064,000-BPJ-617,18 37 56.66 +13 56 14.6,Her,UG,--,18.2 - 21.7 g,279.48608333333334,13.93738888888889,ZTF18abmdnix,0.0115003024924687
Gaia DR2 4525692148867619328,000-BPL-772,18 33 16.21 +20 33 34.0,Her,UG,--,17.8 - 21.4 g,278.3175416666666,20.559444444444445,ZTF18abeaaaj,0.1072676805724389
Gaia16afg,000-BLW-358,18 00 33.58 +43 06 03.9,Her,UG+VY,--,17.2 - 21.5 r,270.13991666666664,43.101083333333335,ZTF18aajbpcq,0.173051304328262
Gaia16baa,000-BLY-956,18 49 27.92 +15 20 33.0,Her,UG,--,17.3 - 23.4 g,282.3663333333333,15.3425,ZTF22aaxmaje,0.0307358512650574
Gaia16bvn,000-BMC-789,18 52 33.44 +14 27 51.9,Her,UG,--,18.2 - <22 G,283.1393333333333,14.464416666666668,ZTF18abahtoo,0.1012418599192896
Gaia16bwa,000-BMC-822,18 38 08.78 +17 36 42.4,Her,UG,--,18.6 - <22 G,279.5365833333333,17.611777777777778,ZTF18abnvvex,0.1723949759041594
Gaia17ads,000-BMD-816,18 16 40.13 +17 52 18.9,Her,UG,--,18.3 - <22 G,274.1672083333333,17.871916666666667,ZTF19abineif,0.1324140996399282
Gaia17cat,--,17 52 10.66 +23 11 45.2,Her,UG,--,18.0 - 22.5 CV,268.0444166666667,23.195888888888888,ZTF18abyfhuv,0.0519790409833128
Gaia18ama,000-BPQ-011,18 10 25.43 +19 31 28.6,Her,UGSU,--,14.2 - 19.7 V,272.6059583333333,19.52461111111111,ZTF18absictt,0.0371382703873253
Gaia18cic,--,18 00 43.08 +21 01 34.4,Her,UG,--,17.1 - 21.7 g,270.17949999999996,21.02622222222222,ZTF18aapauoa,0.3385411356519279
Gaia18dab,000-BMV-661,17 49 31.58 +17 15 37.3,Her,UG,--,16.6 - 22.0 r G,267.3815833333333,17.260361111111113,ZTF22abiflxl,0.0992630007992011
Gaia18dsv,000-BMX-092,18 01 36.92 +20 05 09.9,Her,UG,--,17.1 - 20.0 G,270.4038333333333,20.08608333333333,ZTF20abjardi,0.1557552720158327
Gaia19ats,000-BMZ-874,18 44 31.50 +23 22 34.7,Her,UG,--,15.5 - 19.7 G,281.13124999999997,23.376305555555557,ZTF18abxxhrz,0.1094472547480506
Gaia19avw,000-BMZ-893,17 10 39.46 +15 58 35.4,Her,UG,--,18.5 - 22: g G,257.6644166666667,15.9765,ZTF19aaxgkex,0.0646914832859448
Gaia19bfb,000-BNB-971,18 40 02.07 +25 25 22.1,Her,UG,--,17.7 - 20.8 G,280.008625,25.422805555555556,ZTF19aanmjbt,0.2762125460208142
Gaia19brz,000-BNC-418,17 03 53.28 +35 12 34.7,Her,UG,--,18.7 - 21.9 r G,255.972,35.20963888888889,ZTF19aatmglj,0.1094040888008981
Gaia19btj,000-BNC-481,18 56 14.46 +16 29 48.5,Her,NL/VY,--,18.7 - <20.4 G,284.06024999999994,16.496805555555557,ZTF19aapbgji,0.1103926353229326
Gaia19cxy,000-BND-860,17 47 34.22 +29 10 08.7,Her,UG,--,17.8 - 20.7 G,266.89258333333333,29.169083333333333,ZTF19abebkqt,0.1011017973298567
Gaia19emo,000-BNH-046,18 33 12.17 +21 36 33.2,Her,UG,--,17.6 - 20.6 G,278.3007083333333,21.609222222222225,ZTF18abcwxoh,0.0173868230840505
Gaia20cro,000-BNN-267,18 38 54.34 +22 57 23.8,Her,UG,--,18.9 - 21.1 G,279.72641666666664,22.956611111111112,ZTF19aaurzgo,0.1240906467615527
Gaia20fqz,000-BNS-716,18 57 26.36 +19 34 07.1,Her,UG,--,18.8 - 21.0 G,284.35983333333326,19.568638888888888,ZTF19abbcnbr,0.2098158072434771
Gaia21chp,000-BNZ-158,18 47 28.18 +20 09 46.0,Her,UG,--,18.7 - 21.1 G,281.86741666666666,20.162777777777777,ZTF18abvhawd,0.1627549667007962
Gaia21cih,000-BNZ-211,17 53 27.61 +19 36 35.5,Her,UG,--,18.3 - 20.9 G,268.3650416666666,19.609861111111112,ZTF20abqppee,0.1948759621659622
Gaia22daa,000-BPK-745,17 46 08.44 +21 39 41.2,Her,UG,--,16.4 - <23 r G,266.5351666666666,21.66144444444444,ZTF22aautufw,0.0939833781603716
Gaia23ade,000-BPN-129,17 47 36.97 +18 29 14.7,Her,UG,--,16.7 - 21.9 r G,266.9040416666666,18.487416666666668,ZTF23aaahwws,0.1068264295017484
Galati V25,000-BPB-772,18 41 08.90 +12 44 08.9,Her,UG,--,17.7 - 20.5: r,280.2870833333333,12.735805555555554,ZTF18abgqvsl,0.1100068707116655
kait-16au,000-BNV-919,18 22 38.05 +12 26 17.7,Her,UG,--,17.5 - 23.2 g,275.6585416666667,12.43825,ZTF18admpwgh,0.0675489824566645
LAMOST J173306.55+444331.8,--,17 33 06.56 +44 43 31.6,Her,CV,--,18.9 - 21.9 r,263.27733333333333,44.72544444444445,ZTF19aauezji,0.1453386579159395
MASTER OT J163152.63+300645.1,000-BLG-642,16 31 52.67 +30 06 46.2,Her,UG,--,15.7 - 20.9 G CR,247.96945833333328,30.112833333333334,ZTF18aabesgd,0.1540476450032679
MASTER OT J164114.46+192840.9,000-BLH-715,16 41 14.46 +19 28 40.9,Her,UG,--,16.3 - <19.7 CR,250.3102499999999,19.478027777777775,ZTF21abbkwhn,0.5771142057527012
MASTER OT J164511.95+275227.2,000-BLY-181,16 45 12.00 +27 52 26.9,Her,UG,--,15.7 - 20.1 CV,251.3,27.87413888888889,ZTF18aaimsbv,0.5182432757060652
MASTER OT J173432.09+191254.2,000-BPG-702,17 34 32.12 +19 12 54.3,Her,UG,--,15.8 - 23.3 r,263.63383333333326,19.215083333333332,ZTF22aaaepln,0.318809459985067
MASTER OT J174305.70+231107.8,000-BKL-196,17 43 05.74 +23 11 08.5,Her,UGSU,0.065,15.8 - 21.0 g,265.7739166666666,23.185694444444444,ZTF18adivviu,0.1536792563252904
MASTER OT J174816.22+501723.3,000-BLB-404,17 48 16.31 +50 17 23.1,Her,UGSU,--,15.5 - 20.0 CV,267.0679583333333,50.28975,ZTF18aajrvst,0.1975720027976027
MASTER OT J175753.35+344227.5,000-BLD-575,17 57 53.36 +34 42 27.5,Her,UG,--,16.7 - 23.5 g,269.47233333333327,34.707638888888894,ZTF20abmgzuf,0.1867313635434055
MASTER OT J175908.60+145130.2,000-BKY-480,17 59 08.60 +14 51 30.9,Her,UG,0.2987,13.7 - 18.9 g,269.7858333333333,14.858583333333334,ZTF18abcmsob,0.800596654597007
MASTER OT J180018.25+151529.1,000-BLY-352,18 00 18.31 +15 15 28.5,Her,UG,--,16.0 - 21.4 g,270.07629166666663,15.257916666666668,ZTF18aaumvgk,0.0641783416038972
MASTER OT J181909.82+253407.7,000-BMQ-305,18 19 09.84 +25 34 07.7,Her,UGSU,--,15.3 - 21.5 g,274.79099999999994,25.568805555555556,ZTF18aazahsn,0.0965125306499585
MASTER OT J182122.64+283211.4,000-BKS-595,18 21 22.71 +28 32 11.1,Her,UG,--,16.0 - 22.1 B CR,275.344625,28.536416666666668,ZTF19aayhhql,0.0696829944990668
MASTER OT J182205.85+270849.7,000-BLH-459,18 22 05.85 +27 08 49.7,Her,UG,--,15.1 - <18.8 CR,275.52437499999996,27.14713888888889,ZTF19aaespkf,0.0980661521087437
MASTER OT J184548.94+223002.5,--,18 45 48.99 +22 30 03.4,Her,UG,--,17.4 - 22.8: g r,281.454125,22.50094444444445,ZTF18abnbxsy,0.0966592434744283
MASTER OT J184612.90+125228.7,--,18 46 12.90 +12 52 28.7,Her,UG,--,17.4 - <18.0 CR,281.55375,12.874638888888889,ZTF18abfxhyn,0.5450567989336101
MGAB-V1232,--,18 28 30.24 +26 01 25.3,Her,CV,--,19.0 - 20.4 g,277.126,26.023694444444445,ZTF18abguzyw,0.0888154424492028
MGAB-V1254,--,17 27 23.45 +31 57 41.4,Her,UG,--,17.9 - 21.6 r,261.8477083333333,31.9615,ZTF18aaixulp,0.0728640662315183
MGAB-V1260,--,17 40 14.14 +30 03 15.2,Her,NL+E,0.1481629,16.9 - 20.0 g,265.0589166666667,30.054222222222226,ZTF18acaaiyt,0.1673340589077962
MGAB-V291,000-BNG-521,18 51 48.57 +25 54 55.0,Her,NL/VY,--,16.7 - 20.6 r,282.952375,25.915277777777774,ZTF18adkskbj,0.1206944868959274
MGAB-V316,--,18 26 14.75 +20 01 09.2,Her,UGER,--,17.1 - 21.6 g,276.5614583333333,20.019222222222226,ZTF18abfsdut,0.1371452832947104
MGAB-V320,000-BNH-224,18 22 41.28 +12 11 06.7,Her,UGSU,--,15.5 - 19.9 g,275.67199999999997,12.185194444444445,ZTF18abmdnao,0.1480434639871556
MGAB-V334,--,18 09 27.61 +24 05 59.5,Her,UG,--,16.0 - 20.9 g,272.3650416666666,24.09986111111111,ZTF18abfnkwq,0.3254228559734955
MGAB-V3403,--,17 50 34.37 +23 51 41.8,Her,CV,--,18.1 - 21.5 g,267.64320833333323,23.861611111111113,ZTF18ablqqxo,0.2149313049350981
MGAB-V342,--,18 24 59.34 +22 33 33.1,Her,UG,--,16.8 - 21.0 g,276.24724999999995,22.559194444444444,ZTF18abfsdsg,0.1208118369352143
MGAB-V355,--,18 14 35.07 +17 54 51.3,Her,UG,--,18.2 - 21.3 g,273.646125,17.91425,ZTF18abjkrpd,0.1564814077564587
MGAB-V3563,--,16 24 50.82 +45 18 06.8,Her,CV+E,--,19.1 - 22.3 r,246.2117499999999,45.30188888888889,ZTF18aaogsxa,0.1581030200598854
MGAB-V3566,--,17 05 14.88 +13 10 58.7,Her,UG,--,18.7 - 22.0 g,256.31199999999995,13.182972222222222,ZTF18abmkanc,0.0574193086855562
MGAB-V3573,--,17 38 14.09 +17 52 33.4,Her,UG,--,17.9 - 22.1 r,264.5587083333333,17.875944444444446,ZTF18aamltph,0.0147403964392813
MGAB-V3578,--,17 54 23.83 +29 38 06.6,Her,UG,--,17.9 - 21.8 r,268.5992916666666,29.635166666666667,ZTF18abyfilf,0.2693379682553836
MGAB-V3592,--,18 26 34.67 +22 56 10.5,Her,UG,--,20.0 - 22.0: r,276.6444583333333,22.93625,ZTF18abtugvf,0.1810025904168682
MGAB-V3597,--,18 34 05.22 +15 43 52.1,Her,UG,--,18.9 - <21.7 g,278.52174999999994,15.73113888888889,ZTF19aavomkb,0.0666337376937716
MGAB-V3606,--,18 44 10.33 +23 34 03.7,Her,UG,--,18.3 - 21.9 g,281.0430416666667,23.567694444444445,ZTF18abeqksb,0.0452767361896082
MGAB-V3608,--,18 50 06.61 +17 35 23.3,Her,UG,--,18.1 - 21.9 r,282.5275416666666,17.589805555555554,ZTF18abxcbzr,0.228935674021688
MGAB-V363,--,17 19 01.82 +14 05 41.0,Her,UG,--,17.5 - 21.6 r,259.7575833333333,14.094722222222222,ZTF18abiipuc,0.0570065117532884
MGAB-V370,--,18 23 30.07 +13 22 02.1,Her,UG,--,17.0 - 21.4 g,275.8752916666666,13.36725,ZTF18adkuocq,0.0534132147508737
MGAB-V381,--,18 36 35.36 +16 32 14.3,Her,UG,--,17.5 - 21.5 g,279.14733333333334,16.53730555555556,ZTF18absmxpo,0.1260169901867372
MGAB-V402,--,18 39 59.50 +23 32 30.6,Her,NL/VY,--,19.2 - 21.7 g,279.99791666666664,23.541833333333336,ZTF18ablrqnz,0.1098779815394488
MGAB-V442,--,18 50 53.75 +15 44 46.9,Her,UG,--,16.4 - 19.9 r,282.72395833333326,15.74636111111111,ZTF18abijxdk,0.0663495839996217
MGAB-V505,--,18 52 03.46 +21 57 48.0,Her,UG,--,18.3 - <21.7 g,283.01441666666665,21.96333333333333,ZTF18abbcyzi,0.0950329459006867
MGAB-V702,--,15 59 59.72 +39 57 14.9,Her,UG,--,18.8 - 21.8 g,239.9988333333333,39.95413888888889,ZTF18aalrtik,0.3451733257116491
MGAB-V714,--,18 00 02.81 +28 25 37.1,Her,UG,--,16.6 - 21.3 g,270.0117083333333,28.426972222222226,ZTF19aawbrgw,0.145825338565541
MGAB-V716,--,18 03 09.25 +45 19 17.8,Her,NL/VY,--,18.4 - 20.5 g,270.7885416666666,45.32161111111112,ZTF18aamijim,0.0560033862897528
MGAB-V726,--,18 20 25.76 +20 26 34.9,Her,UG,--,18.3 - 20.9 g,275.1073333333333,20.44302777777778,ZTF18abhxhtu,0.2183760061793077
MGAB-V728,--,18 21 42.13 +23 45 19.2,Her,UGER+UGZ,--,18.8 - 21.9 g,275.4255416666667,23.755333333333333,ZTF18abmmjki,0.1721207670843263
MGAB-V729,--,18 23 24.17 +25 52 03.1,Her,UGSS,--,18.1 - 21.1 g,275.8507083333333,25.867527777777777,ZTF18admafpe,0.0392409080089898
MGAB-V734,--,18 32 00.54 +19 09 37.7,Her,UG,--,15.3 - 21.7 g,278.00225,19.16047222222222,ZTF18ablwwzj,0.0876376086836602
MGAB-V739,--,18 36 05.55 +17 31 01.5,Her,UG,--,17.9 - 21.4 g,279.023125,17.517083333333332,ZTF18abfxfti,0.0575015124623437
MGAB-V746,--,18 41 48.52 +15 47 57.3,Her,UG,--,17.7 - 21.0 g,280.45216666666664,15.79925,ZTF18abvhlcl,0.0350442622819207
MGAB-V756,--,18 49 34.17 +15 52 42.3,Her,UGSU,--,16.8 - 21.3 g,282.39237499999996,15.878416666666666,ZTF18ablwytt,0.0759741502009406
MGAB-V759,--,18 52 16.40 +15 06 23.5,Her,UG,--,16.4 - 21.1 g,283.0683333333333,15.106527777777778,ZTF18aawadah,0.0719507831116021
MGAB-V762,--,18 55 42.81 +22 13 50.8,Her,UGZ+E,--,18.6 - 21.2: g,283.928375,22.230777777777774,ZTF18abeymdp,0.0266180280024797
Minkovskiy 10,000-BPD-902,18 47 49.12 +25 33 09.2,Her,UG,--,17.8 - 21.4 g,281.95466666666664,25.552555555555557,ZTF18absaric,0.1868577982274993
PNV J16271698+0405590,000-BND-658,16 27 16.77 +04 06 02.6,Her,UGWZ+E,0.05995,12.5 - 20.2 r Rc,246.8198749999999,4.100722222222222,ZTF19aamkwxk,0.7327390842350439
PNV J17500288+2022264,000-BLN-125,17 50 02.84 +20 22 24.5,Her,UG,--,13.5 V - 20.9 CV,267.51183333333324,20.373472222222222,ZTF22abmkowl,0.4558241767438468
PS15awk,000-BNM-349,16 18 53.16 +07 04 27.2,Her,UG,--,17.9 - 21.6 r w,244.7215,7.074222222222222,ZTF18aaylato,0.2443065195564206
PS16cpv,--,16 48 25.68 +14 24 11.9,Her,UG,--,16.5 - 20.8 G CV,252.10699999999997,14.403305555555557,ZTF18aavvcie,0.0846771307802582
