Name,AUID,Coords,Const,Type,Period,Mag,ra,dec,Xmatch_obj,separation
HBHA 4705-03,000-BMV-937,22 16 50.33 +46 46 41.4,Lac,DQ+E,0.171814,14.0 - 17.5 CR,334.20970833333325,46.778166666666664,,
IPHAS J220714.95+522140.1,000-BND-680,22 07 14.94 +52 21 39.9,Lac,UG,--,18.8 - 21.9 g,331.81224999999995,52.36108333333333,ZTF18abburnj,0.05179697723308924
MASTER OT J220627.82+374653.5,000-BLG-123,22 06 27.86 +37 46 54.2,Lac,UG,--,16.2 - 22.0: CV CR,331.6160833333333,37.78172222222222,ZTF18abxywka,0.32027287959399287
MASTER OT J221252.42+465115.5,000-BLG-121,22 12 52.42 +46 51 15.5,Lac,UG,--,18.2 - ? CR,333.2184166666666,46.854305555555555,ZTF18ablsaka,0.37816340207815263
MASTER OT J221926.10+395436.3,000-BKZ-711,22 19 26.10 +39 54 36.3,Lac,UG,--,16.1 - <19.1 CR,334.85874999999993,39.91008333333333,,
MASTER OT J223315.51+393539.5,--,22 33 15.51 +39 35 39.5,Lac,UG,--,17.6 - <19.2 CR,338.314625,39.59430555555556,,
MASTER OT J223633.20+374621.1,000-BLS-056,22 36 33.23 +37 46 21.8,Lac,UG,--,16.2 - 21.3 g,339.1384583333333,37.77272222222222,ZTF18abvwidj,0.3476549513947395
MASTER OT J224751.44+364320.8,000-BLQ-294,22 47 51.46 +36 43 19.3,Lac,UG,--,15.6 - 21.6 g,341.96441666666664,36.72202777777778,ZTF18abmnmuw,0.0792007484297882
MASTER OT J224951.29+403802.7,000-BLZ-875,22 49 51.29 +40 38 02.7,Lac,UG,--,16.6 - <22 CR,342.46370833333333,40.63408333333333,ZTF22aasolik,1.2144979063535606
MASTER OT J225009.67+501411.2,000-BMB-758,22 50 09.67 +50 14 11.2,Lac,UG,--,16.4 - <22 CR,342.5402916666666,50.236444444444444,,
MASTER OT J225350.78+364434.5,--,22 53 50.78 +36 44 34.5,Lac,UG,--,17.8 - <19.7 CR,343.4615833333333,36.742916666666666,,
MASTER OT J225614.61+380815.3,--,22 56 14.61 +38 08 15.3,Lac,UG,--,17.2 - <18.0 CR,344.06087499999995,38.13758333333333,ZTF19aceiomh,0.6518537131969906
MASTER OT J225632.47+354238.1,000-BLS-055,22 56 32.47 +35 42 38.1,Lac,UG,--,16.9 - 21 CV CR,344.1352916666666,35.71058333333334,ZTF18ablvjse,0.6876112098019247
MGAB-V1046,--,22 05 07.01 +45 01 60.0,Lac,UG,--,18.1 - 21.8 g,331.27920833333326,45.03333333333333,ZTF18abtwhyo,0.17013341771546725
MGAB-V1047,--,22 06 10.88 +50 31 27.3,Lac,UG,--,17.0 - 20.8 g,331.5453333333333,50.52425,ZTF18abcxmlo,0.42712881643955547
MGAB-V1049,--,22 06 21.61 +51 03 48.1,Lac,UG+E,--,18.8 - 22.0: g,331.59004166666665,51.06336111111111,ZTF18aazwgov,0.24337671020937374
MGAB-V1058,--,22 14 50.77 +36 56 33.2,Lac,UG,--,17.4 - 21.0 g,333.7115416666667,36.94255555555555,ZTF17aabrhvu,0.14175193332737931
MGAB-V1060,--,22 20 11.69 +53 48 24.4,Lac,UGSU,--,17.6 - 21.8 g,335.04870833333325,53.806777777777775,ZTF18abajwbu,0.08484431185274943
MGAB-V1064,--,22 25 06.08 +41 50 19.3,Lac,UG,--,16.8 - 19.7 g,336.2753333333333,41.83869444444445,ZTF18abmeirl,0.03924090800898984
MGAB-V1065,--,22 25 26.60 +49 47 33.7,Lac,UG,--,17.4 - 21.1 G,336.36083333333335,49.79269444444444,ZTF18abbogcm,0.1513877185754622
MGAB-V1068,--,22 27 45.52 +45 31 15.5,Lac,UG,--,18.9 - 21.3 g,336.9396666666666,45.52097222222222,ZTF18aazgbwk,0.0659926713300308
MGAB-V1069,--,22 29 11.37 +43 18 57.4,Lac,UG,--,17.3 - 20.5 g,337.29737499999993,43.31594444444444,ZTF19abyxsbo,0.11259562185580593
MGAB-V1071,--,22 36 06.72 +49 23 01.7,Lac,UG,--,18.1 - 20.9 g,339.028,49.383805555555554,ZTF18abmroqu,0.1549038115925152
MGAB-V1073,--,22 38 27.41 +46 43 43.2,Lac,UG,--,17.7 - 21.6 g,339.6142083333333,46.72866666666667,ZTF17aabutsz,0.15786383229802042
MGAB-V1074,--,22 41 45.92 +56 22 30.0,Lac,UGZ,--,16.5 - 19.4 g,340.44133333333326,56.375,ZTF17aaaedrn,0.009220755379517215
MGAB-V1075,--,22 42 01.92 +56 28 42.2,Lac,UG+NL/VY,--,16.6 - 21.8 g,340.5079999999999,56.478388888888894,ZTF18abgpmxr,0.2134095311356606
MGAB-V1081,--,22 49 13.64 +51 20 03.9,Lac,CV,0.1418034,18.4 - 20.9 g,342.30683333333326,51.33441666666667,ZTF18abblxwa,0.23995626915046128
MGAB-V1082,--,22 53 23.27 +50 03 50.8,Lac,UG,--,18.9 - 21.5: g,343.34695833333325,50.06411111111111,ZTF18acsxbdw,0.1495671075295314
MGAB-V1089,--,22 56 57.88 +55 33 41.7,Lac,UGSU,--,17.6 - <21.4 g,344.24116666666663,55.56158333333333,ZTF18abcxmen,0.05944030743673969
MGAB-V1264,--,22 18 16.25 +40 53 05.6,Lac,UGSU,--,18.7 - 21.9 r,334.56770833333326,40.88488888888889,ZTF18abscevg,0.11832304777717034
MGAB-V230,000-BNC-593,22 02 27.09 +40 14 09.5,Lac,CV,--,17.8 - 20.8 g,330.612875,40.23597222222222,ZTF18abolzdh,0.1448177291505721
MGAB-V235,000-BND-050,22 26 29.77 +39 13 08.8,Lac,UGZ,--,16.2 - 19.5 g,336.62404166666664,39.21911111111111,ZTF18abmoeer,0.257448304553803
MGAB-V265,000-BND-895,21 58 18.09 +42 05 17.7,Lac,CV,0.074862,17.4 - 21.1 r,329.57537499999995,42.08825,ZTF18abuelzu,0.07453047840694374
MGAB-V284,000-BNG-319,22 12 57.97 +49 06 44.4,Lac,UGER+UGZ,--,18.1 - 21.7 r,333.24154166666665,49.11233333333333,ZTF18abgpmcd,0.03960037421489392
MGAB-V357,--,22 15 22.24 +49 32 32.3,Lac,UG,--,17.8 - 21.3 g,333.8426666666667,49.54230555555555,ZTF17aabpimd,0.023000604984937438
MGAB-V3743,--,22 23 44.89 +45 02 29.4,Lac,UG,--,18.6 - 22.1: g,335.93704166666663,45.0415,ZTF18abzonnp,0.11401302350657791
MGAB-V3744,--,22 23 48.83 +39 43 09.3,Lac,UG,--,18.8 - 21.9 r,335.9534583333333,39.71925,ZTF18abvjznu,0.2973763102286338
MGAB-V3747,--,22 30 38.52 +52 00 19.8,Lac,UG,--,19.1 - 22.1: r,337.66049999999996,52.0055,ZTF18adlfsud,0.05498196221999314
MGAB-V3748,--,22 30 39.25 +43 19 42.2,Lac,UG,--,18.1 - 21.7 r,337.6635416666666,43.328388888888895,ZTF18abxelbg,0.04042670054145869
MGAB-V3749,--,22 32 13.77 +44 05 35.4,Lac,CV,--,19.4 - 22.3: r,338.057375,44.09316666666667,ZTF19aaprwuu,0.2000429367524966
MGAB-V3751,--,22 34 39.47 +51 58 04.5,Lac,UG,--,19.0 - 21.8 r,338.6644583333333,51.96791666666667,ZTF18abtkgmo,0.0659926713300308
MGAB-V3755,--,22 42 06.44 +41 52 44.1,Lac,NL,--,19.4 - 22.0 r,340.5268333333333,41.87891666666667,ZTF18abvzjxh,0.4812983076203637
MGAB-V3758,--,22 48 18.86 +37 39 43.0,Lac,UG,--,17.4 - 21.6 r,342.0785833333333,37.661944444444444,,
MGAB-V3759,--,22 49 51.65 +51 22 50.0,Lac,UG,--,19.5 - 22.0 r,342.4652083333333,51.38055555555555,ZTF18abdehpv,0.16631475566371798
MGAB-V3761,--,22 56 06.23 +54 47 19.4,Lac,UG,--,18.6 - 21.7 r,344.0259583333333,54.78872222222222,ZTF17aabvfbw,0.06927509053893549
MGAB-V403,--,22 17 45.59 +53 32 32.7,Lac,UG,--,18.4 - 21.7 r,334.4399583333333,53.54241666666667,ZTF18abajwcd,0.1573243302489469
MGAB-V423,--,22 17 51.70 +52 42 09.0,Lac,UG,--,17.6 - 21.2 g,334.46541666666667,52.7025,ZTF18abcdcfr,0.09959554109683501
MGAB-V429,--,22 12 40.41 +51 52 27.1,Lac,UG,--,18.4 - 21.7 g,333.16837499999997,51.87419444444444,ZTF18abajvqd,0.0702231808350775
MGAB-V543,000-BNM-283,22 15 49.36 +47 21 01.4,Lac,UG,--,15.8 - 21.5 g,333.9556666666666,47.350388888888894,ZTF18abajtog,0.1697999314404665
MGAB-V545,--,22 29 59.20 +52 15 07.7,Lac,UGSS+E,0.2465921,17.5 - 20.7 g,337.49666666666667,52.25213888888889,ZTF17aaaedcz,0.055153513221013466
MLS 171208:223909+374455,--,22 39 09.09 +37 44 55.0,Lac,UG,--,16.86 (5.14) CV,339.78787499999993,37.74861111111111,,
MLS 180108:225552+384058,000-BMN-162,22 55 52.17 +38 40 58.4,Lac,UG,--,17.2 - 22.0 CV,343.967375,38.68288888888889,,
MLS 180624:223142+402402,000-BMR-799,22 31 41.77 +40 24 02.6,Lac,UG,--,18.1 - 22 CV,337.9240416666666,40.40072222222222,ZTF18abumfjv,0.10035149532941397
NGCA-V54,000-BNS-569,22 55 03.35 +54 38 19.3,Lac,UG,--,17.7 - 21.8 r,343.76395833333333,54.63869444444445,ZTF17aabpkjj,0.02360865532517176
Romanov V37,000-BNK-778,22 41 45.97 +50 33 44.8,Lac,UGZ,--,17.5 - 21.4 g,340.44154166666664,50.562444444444445,ZTF18adlyqgq,0.014084936497102967
Rybka 2,000-BNS-412,22 31 37.46 +40 29 43.3,Lac,UGSU+E,0.0819486,16.3 - 21.1 g,337.90608333333324,40.49536111111111,,
TCP J22120444+4258425,000-BPK-841,22 12 04.44 +42 58 42.7,Lac,UG,--,18.7 - 23.0 g CV,333.0184999999999,42.97852777777778,ZTF22aaynsxc,0.13244976673812128
TCP J22244886+4810455,000-BPR-319,22 24 48.89 +48 10 45.8,Lac,UG,--,16.7 - 22.0 g,336.2037083333333,48.17938888888889,ZTF23abamchj,0.018441510759034434
ZTF J220423.33+501621.1,000-BNS-113,22 04 23.33 +50 16 21.1,Lac,NL+E,0.1001276,17.8 - 19.3 r,331.0972083333333,50.272527777777775,ZTF18abaszqn,0.22388699574011403
ZTF J2228+4949,--,22 28 27.07 +49 49 16.5,Lac,IBWD,0.0198331,19.4 - 19.7 r,337.1127916666666,49.821250000000006,,
ZTF17aaaehyg,--,22 05 57.73 +36 03 31.0,Lac,CV,--,18.8 - 22.2: g,331.49054166666656,36.058611111111105,ZTF17aaaehyg,0.3264228439486248
ZTF18aaznghv,--,22 12 46.28 +52 31 58.0,Lac,UGZ/IW,--,17.6 - 21.5 g,333.1928333333333,52.532777777777774,ZTF18aaznghv,0.056674109434187846
ZTF18aazwgpb,--,22 06 56.75 +51 05 54.5,Lac,NL+E,--,16.6 - 19.0 g,331.7364583333333,51.09847222222223,ZTF18aazwgpb,0.07305828443359949
ZTF18abajsxx,--,22 36 38.93 +55 03 23.2,Lac,NL/VY,--,17.4 - 19.7 g,339.16220833333335,55.056444444444445,ZTF18abajsxx,0.05179697723308924
ZTF18abaqipz,--,22 33 36.05 +51 37 39.3,Lac,UGSS,--,16.1 - 19.9 g,338.4002083333333,51.627583333333334,ZTF18abaqipz,0.20220359465971963
ZTF18abblwnw,--,22 45 00.89 +56 31 30.6,Lac,UG,--,15.9 - 20.3 g,341.2537083333333,56.525166666666664,ZTF18abblwnw,0.12635388456827565
ZTF18abboeaw,--,22 10 11.22 +44 56 21.0,Lac,UG,--,17.9 - 22.8: g,332.54675,44.939166666666665,ZTF18abboeaw,0.04065970939060597
ZTF18abbugzp,--,22 30 31.75 +36 41 26.6,Lac,NL/VY,--,18.8 - 22.5: g,337.6322916666666,36.69072222222222,ZTF18abbugzp,0.04214287602450665
ZTF18abckbdn,--,22 22 47.29 +51 40 52.1,Lac,UG,--,17.4 - 22.2 r,335.6970416666667,51.68113888888889,ZTF18abckbdn,0.04898488628739321
ZTF18abcxmen,--,22 56 57.90 +55 53 41.6,Lac,CV,--,17.6 - 21.0 g,344.24125,55.894888888888886,,
ZTF18abdbozw,--,22 21 30.25 +49 57 27.1,Lac,NL+E,0.14261,17.0 - 19.4 g,335.37604166666665,49.95752777777778,ZTF18abdbozw,0.23223371385325423
ZTF18abeddmj,--,22 51 52.17 +52 29 34.7,Lac,UG,--,18.0 - 22.3 g,342.967375,52.49297222222222,ZTF18abeddmj,0.019919108219366818
ZTF18abhesko,--,22 26 33.95 +47 49 21.7,Lac,UG,--,16.8 - 21.4 g,336.64145833333333,47.82269444444445,ZTF18abhesko,0.035044262281920716
ZTF18abjckpu,--,22 23 21.19 +47 17 52.4,Lac,UG,--,17.0 - 22.3 g,335.8382916666666,47.297888888888885,ZTF18adlilmt,0.051614271276706127
ZTF18abmnbne,--,22 17 31.66 +46 59 32.9,Lac,CV,--,17.3 - 20.4 g,334.38191666666665,46.992472222222226,ZTF18abmnbne,0.08966233114260247
ZTF18abnccwd,--,22 21 31.55 +41 48 06.0,Lac,NL/VY,--,18.3 - <21.5: r,335.38145833333334,41.80166666666666,ZTF18admjqlw,0.21986340745196023
ZTF18abnulqf,--,22 15 51.37 +51 17 10.5,Lac,UG,--,17.4 - <23 g,333.9640416666666,51.286249999999995,ZTF18abnulqf,0.10682642950174842
ZTF18abnytkt,--,22 44 30.74 +47 06 33.3,Lac,UG,--,17.2 - 22.4 g,341.12808333333334,47.10925,ZTF18admqfrd,0.03394885733931309
ZTF18abnyugr,--,22 41 13.13 +49 59 45.7,Lac,UG,--,18.6 - 21: g,340.30470833333334,49.996027777777776,ZTF18admqfyj,0.1513253035167073
ZTF18abombub,--,22 46 49.10 +43 16 05.1,Lac,NL+E,0.1418496,18.8 - 21.8 g,341.7045833333333,43.26808333333333,ZTF18admuxcg,0.01894685119314915
ZTF18aboshpo,--,22 57 24.61 +48 06 59.3,Lac,NL,0.1358156,18.0 - 18.9 g,344.3525416666666,48.11647222222222,ZTF18aboshpo,0.22632107772587115
ZTF18abpuhwf,--,22 22 50.49 +53 32 32.5,Lac,UG,--,17.4 - 23.0 r,335.71037499999994,53.542361111111106,ZTF18abpuhwf,0.25337976616346886
ZTF18absksnc,--,22 06 43.89 +39 01 12.8,Lac,UGZ+VY,--,14.9 - 22: g,331.68287499999997,39.02022222222222,ZTF18absksnc,0.007528715240946743
ZTF18abtizrj,000-BNH-404,22 31 41.47 +36 50 53.7,Lac,UG,--,16.7 - 21.9 g,337.9227916666666,36.84825,ZTF18abtizrj,0.4633474178109571
ZTF18abulsfu,--,22 49 48.70 +50 52 54.6,Lac,UG,--,18.1 - 21.3 r,342.4529166666666,50.88183333333333,ZTF18abulsfu,0.1355168743370438
ZTF18abumesx,000-BPC-789,22 54 06.36 +49 04 57.6,Lac,UG,--,15.9 - 22.0 g,343.5264999999999,49.08266666666667,ZTF18abumesx,0.02534543225182117
ZTF18abvburn,--,22 55 21.40 +53 38 43.8,Lac,CV,--,18.7 - 20.9 g,343.83916666666664,53.6455,ZTF18abvburn,0.013745490554998244
ZTF18abvubjc,--,22 52 23.60 +50 49 13.1,Lac,UG,--,17.8 - 21.2 g,343.0983333333333,50.82030555555556,ZTF18abvubjc,0.1388906833880882
ZTF18abwcqlc,--,22 15 12.62 +43 52 47.3,Lac,NL,--,18.3 - 19.0 g,333.8025833333333,43.879805555555556,ZTF18abwcqlc,0.09782502523263605
ZTF18acehgym,--,22 48 25.98 +38 55 09.6,Lac,CV,--,19.2 - 23.0 g,342.10825,38.919333333333334,ZTF18acehgym,0.09719529582174988
ZTF18acuhrvm,--,22 33 08.30 +46 32 49.9,Lac,AM,0.0886820,18.2 - 20.9 g,338.2845833333333,46.54719444444444,ZTF18acuhrvm,0.1279143268666493
ZTF19aaaheft,000-BMY-460,22 43 39.50 +36 46 38.5,Lac,UG,--,16.1 - 22.7: g,340.91458333333327,36.77736111111111,ZTF19aaaheft,0.08394883230449698
ZTF19aaahelh,--,22 10 51.35 +41 21 30.5,Lac,UG,--,18.1 - 22.4 g,332.71395833333327,41.358472222222225,ZTF19aaahelh,0.11251168921510282
ZTF19aassvxn,--,22 00 33.54 +37 38 48.8,Lac,UG,--,17.4 - 19.1 r,330.13974999999994,37.64688888888889,ZTF19aassvxn,0.09261645847865663
ZTF19aawevyv,--,22 28 42.42 +43 13 45.9,Lac,UG,--,17.8 - 23.4 g,337.1767499999999,43.229416666666665,ZTF19aawevyv,0.29835947993661815
ZTF19abjklri,000-BPL-386,22 20 01.61 +45 26 17.0,Lac,UG,--,16.8 - 23.8: g,335.0067083333332,45.43805555555555,ZTF19abjklri,0.11655333076306275
ZTF19abzirup,--,22 33 40.80 +45 18 24.3,Lac,UG,--,15.7 - 20.2 g,338.41999999999996,45.306749999999994,ZTF19abzirup,0.14701892943549874
ZTF19acarefd,--,22 35 59.48 +46 27 51.1,Lac,UG,--,17.0 - <23 g,338.99783333333323,46.464194444444445,ZTF19acarefd,0.05684055357944761
ZTF21acahxze,000-BPC-964,22 30 05.41 +38 10 21.6,Lac,UG,--,16.5 - 23.1 r g,337.5225416666666,38.172666666666665,ZTF21acahxze,0.0425888448039677
X Leo,000-BBQ-888,09 51 01.47 +11 52 31.2,Leo,UGSS,0.1644,11.8 - 17.2 V,147.75612499999997,11.875333333333334,ZTF18aakapxk,0.3922525667285784
RZ Leo,000-BBS-275,11 37 22.25 +01 48 58.6,Leo,UGWZ,0.076038,11.5 - 19.2 V,174.34270833333332,1.8162777777777779,ZTF19aaaenxw,0.6630756827741443
DO Leo,000-BDS-868,10 40 51.24 +15 11 33.7,Leo,UGZ+E,0.2345148,15.3 - 18.0 CV,160.21349999999998,15.192694444444445,ZTF18aaaqvfx,0.14988258374490745
DP Leo,000-BDS-869,11 17 15.92 +17 57 41.7,Leo,AM+E,0.06236285650,17.4 - 20.2 CV,169.31633333333332,17.961583333333333,ZTF18aabpoqs,0.3292468229996532
GG Leo,000-BCZ-853,10 15 34.68 +09 04 42.0,Leo,AM,0.055471850,15.26 V - 19.2 CV,153.8945,9.078333333333333,ZTF18aaarims,0.47553239259673247
HM Leo,000-BCY-197,09 38 36.98 +07 14 55.1,Leo,UG,0.1868,12.9 - 17 V,144.6540833333333,7.248638888888889,ZTF17aaajeks,0.39625414727437086
HY Leo,000-BJQ-791,09 46 34.47 +13 50 57.8,Leo,DQ,0.171875,15.8 - 20.0 CV,146.643625,13.849388888888889,ZTF17aabhicw,0.03557932013127233
IK Leo,000-BCY-353,10 21 46.45 +23 49 26.4,Leo,UGWZ,--,13.9 - 20.7 V,155.44354166666665,23.823999999999998,,
IL Leo,000-BJP-363,10 31 00.60 +20 28 33.6,Leo,AM,0.0578,17.2 - 21 CV,157.7525,20.476,,
IU Leo,000-BFX-110,10 57 56.29 +09 23 14.8,Leo,UGSS,0.3763079,12.8 - 15.5 CR,164.48454166666662,9.387444444444444,ZTF18aabbkmg,0.07683962816264389
MV Leo,000-BJV-280,10 28 00.08 +21 48 13.6,Leo,UGZ/IW+E,0.14608,15.2 - 18.5 g,157.00033333333332,21.80377777777778,ZTF17aaajhzf,0.7824311867754903
2QZ J112555.7-001639,000-BJQ-780,11 25 55.70 -00 16 37.3,Leo,UGSU,0.0631,13.3 - 19.6 V,171.4820833333333,-0.27702777777777776,ZTF18acvwayb,1.5157979547700202
ASASSN-14lm,000-BLL-236,11 14 49.52 -00 18 55.9,Leo,UG,--,15.0 - 22.6 V,168.7063333333333,-0.31552777777777774,,
ASASSN-15ku,000-BLQ-850,10 44 22.02 +18 34 58.2,Leo,UGSU,--,15.9 - 20.7 V,161.09175,18.582833333333333,,
ASASSN-15se,000-BLS-760,09 33 09.38 +10 28 02.2,Leo,UGSU,--,13.0 - 20.6 V,143.28908333333334,10.467277777777777,,
ASASSN-18aw,000-BMN-779,11 06 08.00 -03 46 17.8,Leo,UG,--,16.0 - <22 V,166.5333333333333,-3.771611111111111,,
ASASSN-18fi,000-BMP-782,10 25 20.89 +16 11 46.7,Leo,UG,--,16.8 - 21.1 CV,156.33704166666664,16.196305555555554,ZTF18aaadgen,0.6637591927327768
ASASSN-19aaw,000-BNH-543,09 27 47.51 +31 58 06.2,Leo,UG,--,15.6 - 22.7 g,141.9479583333333,31.96838888888889,ZTF19acqdbad,0.22460316633910066
ASASSN-19ag,000-BMY-163,10 56 47.81 +20 48 26.0,Leo,UGSU,--,13.0 - 20.3 g,164.1992083333333,20.807222222222222,ZTF19aacgush,0.5641347598319967
ASASSN-21tz,000-BPD-985,09 57 48.45 +07 28 10.3,Leo,UG,--,16.0 - 20.5 g,149.45187499999997,7.4695277777777775,,
ATLAS21lpj,000-BNY-515,11 44 18.59 +24 10 49.9,Leo,UG,--,18.6 - 22.1 r c,176.0774583333333,24.18052777777778,,
ATO J152.5043+16.0448,000-BNT-832,10 10 01.05 +16 02 41.8,Leo,UGZ/IW,--,17.0 - 20.4 g,152.50437499999998,16.044944444444447,ZTF17aabtokj,0.6025402849926074
CRTS J094824.9+204333,000-BMD-424,09 48 24.79 +20 43 33.2,Leo,UG,--,18.2 - <24 r CV,147.10329166666665,20.725888888888885,,
CSS 080130:105550+095621,000-BJV-019,10 55 50.08 +09 56 20.6,Leo,UG,0.1624,14.1 - 18.9 CV,163.95866666666666,9.939055555555555,,
CSS 080208:103317+072119,000-BKC-274,10 33 17.28 +07 21 18.5,Leo,UGSU,--,14.2 - 20.3 CV,158.32199999999997,7.355138888888889,ZTF19aatfwbt,0.6858572809521988
CSS 080505:105836+120049,--,10 58 35.93 +12 00 48.5,Leo,UG,--,19.41 (3.59) clear,164.6497083333333,12.013472222222223,,
CSS 081025:105835+054706,000-BKC-276,10 58 35.13 +05 47 06.3,Leo,UGSU,--,13.9 - 21 CV,164.646375,5.785083333333334,ZTF19adhzuso,0.8224410707556137
CSS 090430:111019-052218,--,11 10 18.96 -05 22 17.8,Leo,UG,--,15.4 - 20.5 CV,167.57899999999998,-5.371611111111111,ZTF19aacyjjz,0.8036528838385002
CSS 090516:103739+124250,--,10 37 38.65 +12 42 50.2,Leo,UG,--,16.8 - 21.3 CV,159.41104166666665,12.713944444444444,,
CSS 100217:104411+211307,000-BJT-242,10 44 11.41 +21 13 06.9,Leo,UGWZ,0.05909,12.6 - 19.5 CV,161.04754166666663,21.21858333333333,,
CSS 100304:102937+190644,--,10 29 36.72 +19 06 43.7,Leo,UG,--,16.16 (4.84) CV,157.40299999999996,19.11213888888889,,
CSS 101130:102616+192045,000-BKC-273,10 26 16.12 +19 20 44.5,Leo,UGSU,0.0796,14.8 - 20.4 G CV,156.56716666666665,19.345694444444444,ZTF17aaajhyv,1.1872714710709604
CSS 110225:112749-054234,--,11 27 48.71 -05 42 36.3,Leo,AM,--,18.1 - <20.5 CV,171.9529583333333,-5.710083333333333,,
CSS 110226:112510+231036,--,11 25 09.68 +23 10 35.9,Leo,UG,--,15.9 - 20.9 G CV,171.2903333333333,23.17663888888889,ZTF19acmxbpa,0.03662599384648257
CSS 110311:101234+074651,--,10 12 33.86 +07 46 51.8,Leo,UG,--,15.2 - 19.8 CV,153.1410833333333,7.781055555555556,ZTF17aaajhgk,0.22432960637789495
CSS 121208:111440-024732,--,11 14 39.66 -02 47 31.7,Leo,UG,--,17.36 (1.84) CV,168.66524999999996,-2.7921388888888887,ZTF19aapseww,0.08742175217685152
CSS 130106:112619+084651,000-BKV-475,11 26 19.44 +08 46 51.0,Leo,UGWZ,0.05423,14.7 CV - 21.8 V,171.581,8.780833333333334,,
CSS 130411:110714+133336,000-BKY-446,11 07 13.59 +13 33 36.1,Leo,UG,--,16.2 - 21.7 CV,166.80662499999997,13.560027777777778,,
CSS 130515:101155+141132,--,10 11 54.92 +14 11 32.1,Leo,UG,--,18.5 - 21.3 CV,152.9788333333333,14.19225,ZTF21aambeym,0.8408488571128914
CSS 130516:111236+002814,--,11 12 35.83 +00 28 13.8,Leo,UG,--,17.6 - 22.1 CV,168.14929166666664,0.47050000000000003,ZTF20acoumqb,0.4407246712176219
CSS 140227:111652+011436,000-BNS-881,11 16 52.47 +01 14 36.1,Leo,UG,--,15.8 - 22.2 r G,169.218625,1.2433611111111111,ZTF19aanhffu,0.09528113892167872
CSS 140505:095836+281054,--,09 58 35.93 +28 10 54.7,Leo,UG,--,17.3 - 20.8 CV,149.64970833333334,28.18186111111111,ZTF18aauhben,0.19699738596422764
CSS 160605:113003+280648,000-BLY-064,11 30 03.06 +28 06 47.8,Leo,UG,--,18.3 - 22.0 V CV,172.51274999999998,28.11327777777778,,
CSS 161011:100629+222644,000-BMB-581,10 06 29.12 +22 26 44.1,Leo,UG,--,17.0 - 22.6 V CV,151.6213333333333,22.445583333333335,,
HS 0922+1333,000-BFT-024,09 24 55.94 +13 20 52.4,Leo,AM,0.168312,16.42 (0.20) CV,141.23308333333333,13.347888888888889,,
LSQ14ws,--,10 11 56.82 +19 13 41.5,Leo,UG,--,19.70 - ? CR,152.98674999999997,19.228194444444444,,
MASTER OT J112238.72-053950.1,000-BLX-407,11 22 38.75 -05 39 49.3,Leo,UG,--,16.8 - 20.5 CV,170.66145833333331,-5.663694444444444,ZTF19aadtgii,0.15120039610498406
MLS 101214:103705+100224,--,10 37 04.59 +10 02 24.1,Leo,UG,--,21.58 (1.22) CV,159.26912499999997,10.040027777777778,,
MLS 130302:105345+133844,000-BLJ-359,10 53 45.28 +13 38 44.2,Leo,UG,--,19.7 - 22.0 CV,163.43866666666665,13.64561111111111,,
MLS 130313:111537+051002,000-BKX-185,11 15 37.17 +05 10 01.2,Leo,UG,--,16.72 - 22.0 CV,168.90487499999998,5.167000000000001,ZTF20abbdcrp,1.2184274509274131
MLS 170221:110718+215310,000-BMF-718,11 07 18.51 +21 53 10.2,Leo,UG,--,19.6 - 22.2 r CV,166.827125,21.886166666666668,,
MLS 181204:101409+125150,000-BMW-806,10 14 09.34 +12 51 50.3,Leo,UG,--,17.0 - 22.9 r CV,153.53891666666664,12.863972222222221,ZTF18accnfln,0.2902545122396198
PG 1119+147,000-BFT-347,11 22 13.11 +14 26 21.8,Leo,CV,--,16.1 - ? B,170.554625,14.439388888888889,ZTF18aamqtld,1.3748445517868653
PTF1 J094329.59+102957.6,000-BKT-973,09 43 29.59 +10 29 57.4,Leo,UG/IBWD,0.02095,16.9 - 21.1 R,145.87329166666666,10.499277777777777,ZTF19aalvizg,0.32301902804249166
RX J0953.1+1458,000-BJQ-799,09 53 08.20 +14 58 36.4,Leo,DQ,0.072049,15.8 - 19.6 r,148.28416666666664,14.976777777777778,ZTF17aaajhib,0.5530147558419221
SDSS J092809.84+071130.5,000-BJY-145,09 28 09.84 +07 11 30.5,Leo,UG,--,14.8 - 21.0 g,142.041,7.191805555555556,ZTF21aaqvwgo,0.3014778109960427
SDSS J093220.92+133122.2,000-BMX-743,09 32 20.93 +13 31 22.2,Leo,UG,--,17.5 - 20.6 G,143.08720833333334,13.522833333333335,,
SDSS J093537.46+161950.8,000-BJQ-840,09 35 37.47 +16 19 50.9,Leo,CV+E,0.0640591,18.5 - 20.2 B (Tyson),143.90612499999997,16.330805555555557,ZTF18aabjqhl,0.24990723214430272
SDSS J093946.03+065209.4,--,09 39 46.04 +06 52 09.5,Leo,UG,--,17.4 - 22.0 r,144.9418333333333,6.869305555555556,ZTF19aaipqno,0.21010826495195378
SDSS J094002.56+274942.0,000-BJQ-842,09 40 02.58 +27 49 42.0,Leo,UGSU+E,0.1635015,14.3 - 19.3 g,145.01074999999997,27.828333333333333,ZTF18aassdgz,0.20262363720170956
SDSS J094558.24+292252.2,000-BJQ-843,09 45 58.24 +29 22 52.2,Leo,CV,--,19.1 - ? V,146.49266666666665,29.38116666666667,ZTF19aacwwsa,1.0194947967744983
