Name,AUID,Coords,Const,Type,Period,Mag,ra,dec,Xmatch_obj,separation
Gaia18dny,000-BMW-481,18 17 33.69 +40 03 38.8,Lyr,UG,--,17.1 - 22.1 B G,274.390375,40.06077777777777,,
Gaia18dwk,000-BMX-465,19 03 13.00 +38 31 33.5,Lyr,UG,--,18.8 - 21.8 r G,285.8041666666667,38.52597222222222,ZTF21abvevwh,0.15899676952049335
Gaia19akb,000-BMZ-164,18 42 26.04 +33 47 09.2,Lyr,UG,--,16.6 - 20.3 G,280.60849999999994,33.785888888888884,ZTF18aammafs,0.22677976670033234
Gaia19als,000-BMZ-188,19 20 30.91 +27 43 33.2,Lyr,UG,--,16.7 - 21.0 G,290.1287916666666,27.725888888888885,ZTF18aayupbw,0.1915018665887784
Gaia19asv,000-BMZ-660,19 16 35.41 +26 21 53.1,Lyr,UG,--,16.8 - <21 G,289.1475416666666,26.36475,ZTF19abgluei,0.04292028050148413
Gaia19dhd,000-BNF-718,18 45 16.17 +44 26 19.1,Lyr,UG,--,19.1 - 21.1 G,281.31737499999997,44.43863888888889,ZTF19abhhjcc,0.1623481512933209
Gaia19ezq,000-BNH-658,19 27 36.81 +40 12 27.2,Lyr,UG,--,17.4 - 22.0 r G,291.9033749999999,40.20755555555556,ZTF19acnvejn,0.006147170253011476
Gaia20akt,000-BNK-618,18 44 08.14 +36 02 29.0,Lyr,UG,--,18.4 - 21.0 G,281.03391666666664,36.04138888888889,ZTF18abgofjq,0.03394885733931309
Gaia20eio,000-BNR-224,19 00 50.10 +40 50 16.5,Lyr,UG,--,18.2 - 20.3 G,285.20874999999995,40.83791666666667,ZTF19aamvcyx,0.26858280538067436
Gaia21ecw,000-BPC-586,18 27 27.69 +37 41 45.9,Lyr,UG,--,16.3 - <22 r,276.865375,37.69608333333333,ZTF21abwqhhc,0.05975732465810063
Gaia21flq,000-BPF-957,19 14 50.45 +25 58 29.2,Lyr,UG,--,18.4 - 22.9 r G,288.71020833333336,25.974777777777778,,
GEOTS-2022-004,000-BPH-130,19 00 40.63 +33 31 56.5,Lyr,UG,--,15.2 - 21.1 g,285.16929166666665,33.53236111111111,ZTF22aabomdq,0.4566937944057441
KIS J185300.77+452708.4,000-BKS-630,18 53 00.77 +45 27 08.5,Lyr,UG,--,15.4 - 19.9 G,283.2532083333333,45.45236111111112,ZTF18aapgtye,0.2716951896712046
KIS J192604.22+393553.6,000-BKS-631,19 26 04.22 +39 35 53.6,Lyr,UG,--,17.0 - <18 CR,291.51758333333333,39.598222222222226,ZTF18abcommb,0.176296298864435
KLK-51,000-BNZ-706,19 18 52.88 +26 17 35.7,Lyr,UG,--,16.8 - 21.2 r,289.7203333333333,26.29325,ZTF18aasnnsv,0.05975732465810063
MASTER OT J181609.38+311641.9,000-BLS-128,18 16 09.38 +31 16 41.9,Lyr,UG,--,18.6 - <22 CR,274.0390833333333,31.278305555555555,ZTF18aawrgzh,0.2784267783425022
MASTER OT J182913.50+310624.2,000-BLS-940,18 29 13.50 +31 06 24.2,Lyr,UG,--,18.1 - <22 CR,277.30625,31.106722222222224,ZTF18aaqznkg,1.7407077801928748
MASTER OT J183120.64+301935.5,000-BLD-666,18 31 20.64 +30 19 35.5,Lyr,UG,--,16.5 - <17.0 CR,277.83599999999996,30.326527777777777,ZTF18aakytes,0.842145498299114
MASTER OT J184019.38+273958.1,000-BLP-962,18 40 19.38 +27 39 58.1,Lyr,UG,--,15.6 - <22.0 CR,280.08075,27.666138888888888,,
MASTER OT J184121.42+341646.7,000-BMF-185,18 41 21.40 +34 16 45.9,Lyr,UG,--,17.0 - <22 CR,280.33916666666664,34.27941666666666,,
MASTER OT J184141.08+324317.2,000-BKX-947,18 41 41.08 +32 43 17.2,Lyr,UG,--,15.6 - <17.5 CR,280.42116666666664,32.721444444444444,ZTF19aapbjec,1.49452108870763
MASTER OT J184426.78+365140.7,000-BLH-257,18 44 26.90 +36 51 40.3,Lyr,UG,--,17.2 - 21.9 g,281.1120833333333,36.86119444444444,ZTF18aammzjo,0.26404225118435865
MASTER OT J184843.52+295451.0,000-BLH-587,18 48 43.52 +29 54 51.0,Lyr,UG,--,16.9 - <18.1 CR,282.1813333333333,29.914166666666667,ZTF18abcysbr,0.8608014003604609
MASTER OT J185046.27+272044.1,--,18 50 46.25 +27 20 44.0,Lyr,UG,--,17.4 - <22 g,282.6927083333333,27.345555555555553,ZTF18abkodaw,0.03394885733931309
MASTER OT J185531.42+371609.9,000-BLJ-766,18 55 31.42 +37 16 09.9,Lyr,UG,--,16.4 - <18.1 CR,283.8809166666667,37.269416666666665,,
MASTER OT J185624.15+400311.8,--,18 56 24.15 +40 03 11.8,Lyr,UG,--,18.3 - <19.1 CR,284.100625,40.05327777777777,ZTF18abgydpk,0.21785626881526254
MASTER OT J185957.16+354224.3,000-BLH-349,18 59 57.16 +35 42 24.3,Lyr,UG,--,16.2 - <19.7 CR,284.98816666666664,35.70675,ZTF18aammeiw,0.5294244804234247
MASTER OT J190028.76+312637.0,000-BPC-802,19 00 28.84 +31 26 36.8,Lyr,UG,--,14.1 - 19.2 G CR,285.1201666666666,31.443555555555555,,
MASTER OT J190121.24+471703.4,000-BLH-590,19 01 21.24 +47 17 03.4,Lyr,UG,--,16.3 - <18.6 CR,285.33849999999995,47.284277777777774,ZTF18abmiwau,0.9461651287776682
MASTER OT J190516.08+472334.1,000-BLY-012,19 05 16.08 +47 23 34.1,Lyr,UG,--,17.2 - <22 CR,286.31699999999995,47.392805555555555,ZTF18abjkhgu,0.3994714834011774
MASTER OT J190844.92+254447.3,000-BLK-253,19 08 44.92 +25 44 47.3,Lyr,UG,--,16.8 - <17.8 CR,287.18716666666666,25.746472222222224,,
MASTER OT J190956.59+383535.7,000-BLV-919,19 09 56.78 +38 35 34.9,Lyr,UG,--,17.6 CR - <22.8 r',287.4865833333333,38.59302777777778,,
MASTER OT J191156.83+403101.6,000-BLH-589,19 11 56.83 +40 31 01.6,Lyr,UG,--,16.4 - <18.4 CR,287.98679166666665,40.51711111111111,,
MASTER OT J191248.12+374934.6,000-BMF-251,19 12 48.22 +37 49 34.2,Lyr,UG,--,16.1 - 22.9 r CR,288.2009166666666,37.82616666666667,,
MASTER OT J191840.69+422103.3,000-BLY-688,19 18 40.71 +42 21 03.9,Lyr,UG,--,17.9 - <22 CR,289.66962499999994,42.351083333333335,,
MASTER OT J192114.14+405316.6,000-BPF-553,19 21 14.09 +40 53 17.9,Lyr,UG,--,17.6 - 21.9 r,290.3087083333333,40.888305555555554,ZTF19aausxbj,0.08120316508520119
MGAB-V1255,--,19 13 46.22 +31 56 32.6,Lyr,UG,--,18.0 - <21.4 g,288.4425833333333,31.94238888888889,ZTF18admejrl,0.08003134079382204
MGAB-V327,--,19 14 27.96 +33 40 54.8,Lyr,UG,--,17.7 - <22.0 g,288.6165,33.681888888888885,ZTF18abgjryr,0.12861402179706408
MGAB-V3602,--,18 40 45.10 +28 54 17.9,Lyr,UG,--,17.6 - 21.7 r G,280.18791666666664,28.90497222222222,ZTF18acbwiyt,0.21861380618719783
MGAB-V3607,--,18 44 31.72 +41 47 11.6,Lyr,UG,--,17.4 - 21.6 r,281.13216666666665,41.78655555555555,ZTF18aanvqfu,0.251414754380917
MGAB-V3609,--,18 52 34.83 +30 02 27.1,Lyr,UG,--,19.2 - 22.1 r,283.145125,30.040861111111113,ZTF18aasjdpy,0.2575583643969012
MGAB-V3617,--,19 02 49.76 +38 47 07.7,Lyr,UG,--,18.2 - 21.9 g,285.70733333333334,38.78547222222222,ZTF19abadpzm,0.08178278104315855
MGAB-V3630,--,19 16 01.16 +28 21 20.5,Lyr,UG,--,19.4 - 21.3 r,289.0048333333333,28.355694444444445,ZTF18ablybbf,0.30072482121955174
MGAB-V399,--,18 51 17.09 +35 41 22.5,Lyr,UG,--,18.0 - 21.3 g,282.8212083333333,35.68958333333333,ZTF18aaowtej,0.06313954841150077
MGAB-V506,--,19 17 55.99 +33 31 17.1,Lyr,UG,--,18.0 - 22.1: g,289.4832916666667,33.52141666666667,ZTF18abgjrxl,0.15970816801488258
MGAB-V722,--,18 16 08.92 +37 51 55.7,Lyr,UG,--,18.4 - 21.9 g,274.0371666666666,37.86547222222222,ZTF18aajsyek,0.09542974489540394
MGAB-V732,--,18 29 45.84 +32 15 53.4,Lyr,UG,--,18.5 - <22.1 g,277.441,32.264833333333335,ZTF18adixfki,0.040192340882424626
MGAB-V733,--,18 30 52.73 +26 55 15.0,Lyr,UG,--,15.9 - 20.1 g,277.7197083333333,26.920833333333334,ZTF18abjtjhe,0.2775942570501427
MGAB-V738,--,18 35 39.05 +41 16 33.9,Lyr,UG,--,17.0 - 19.9 g,278.9127083333333,41.27608333333333,ZTF18aagrglo,0.09973771895808016
MGAB-V747,--,18 42 38.92 +26 36 47.2,Lyr,UG,--,17.8 - 20.6 g,280.6621666666666,26.613111111111113,ZTF18abfsesp,0.058559661605455685
MGAB-V754,--,18 47 25.19 +30 10 25.7,Lyr,UG,--,18.9 - 21.4 G,281.8549583333333,30.173805555555557,ZTF18aaxuihk,0.07985408400743979
MGAB-V761,--,18 53 56.14 +28 22 39.5,Lyr,UG,--,19.2 - 22.1 g,283.48391666666663,28.37763888888889,ZTF18abhjntr,0.09210504397604916
MGAB-V764,--,18 57 45.13 +27 45 53.6,Lyr,UG,--,18.3 - <21.2 g,284.4380416666666,27.76488888888889,ZTF18abbmmxa,0.08484431185274943
MGAB-V776,--,19 13 24.61 +36 59 34.0,Lyr,UG,--,19.5 - 22.0 g,288.3525416666666,36.99277777777778,ZTF18abvvrre,0.03948091580029215
MGAB-V791,--,19 25 42.74 +30 57 41.0,Lyr,UG,--,17.4 - 20.9 g,291.42808333333335,30.961388888888887,ZTF18abdptrg,0.06831384348548562
Minkovskiy 3,000-BNY-487,18 43 20.52 +29 12 48.9,Lyr,UG,--,17.9 - 21.7 r,280.83549999999997,29.213583333333332,ZTF18abbxjgd,0.30319635936345357
PS16dws,000-BLZ-103,18 42 47.55 +26 34 47.8,Lyr,UG,--,17.9 - <21 i,280.698125,26.579944444444443,,
PS17dib,000-BPK-951,18 54 04.80 +29 26 54.3,Lyr,UG,--,18.0 - 21.6 r,283.52,29.448416666666667,ZTF19abhcrvd,0.05287995798829358
Romanov V36,000-BNK-646,19 10 17.51 +28 55 02.2,Lyr,UG,--,17.3 - 21.3 g,287.5729583333333,28.91727777777778,ZTF18acbwkhg,0.22183109584802477
SDSS J183625.12+413448.4,000-BMS-323,18 36 25.12 +41 34 48.5,Lyr,UG,--,17.7 - 20.7 CV,279.1046666666667,41.58013888888889,ZTF18aaubpxj,0.06893332678413484
SDSS J191616.53+385810.6,000-BKD-153,19 16 16.54 +38 58 10.6,Lyr,UG,--,15.5 - 20.1 G r,289.0689166666666,38.969611111111114,ZTF18abwutne,0.29615073293746186
ZTF18aalataf,--,18 22 35.64 +41 48 13.7,Lyr,UG,--,17.0 - 22.9 g,275.64849999999996,41.803805555555556,ZTF18aalataf,0.30445563436923423
ZTF18aaovfst,--,19 05 56.68 +45 25 04.4,Lyr,UG,--,16.9 - 22.2 g,286.4861666666666,45.41788888888889,ZTF18adjccrf,0.02129442240198382
ZTF18aapyuru,--,19 13 13.12 +45 38 07.5,Lyr,UG,--,17.6 - 23.2 g,288.3046666666666,45.635416666666664,ZTF18aapyuru,0.028503255876644134
ZTF18aarakni,--,19 07 01.00 +35 49 51.5,Lyr,UG,--,17.2 - 22.4 g,286.75416666666666,35.83097222222222,ZTF18adjgvfo,0.0965125306499585
ZTF18aarqtiv,000-BPC-790,18 50 32.87 +39 43 49.9,Lyr,UG,--,17.7 - 22.8 g,282.63695833333327,39.73052777777778,ZTF18aarqtiv,0.09825862756793816
ZTF18aasnnsv,--,19 18 52.88 +26 17 35.7,Lyr,UG,--,16.9 - 22: g,289.7203333333333,26.29325,ZTF18aasnnsv,0.05975732465810063
ZTF18abfwtvt,--,18 32 02.97 +33 08 55.2,Lyr,UG,--,18.7 - 22.2 g,278.01237499999996,33.148666666666664,ZTF18adkuefc,0.09883380493481624
ZTF18abgxyfz,000-BMS-697,19 15 29.49 +31 39 52.1,Lyr,UG,--,16.0 - 22.0 r g,288.87287499999996,31.66447222222222,ZTF18abgxyfz,0.09987969443060293
ZTF18abhpioh,--,18 50 46.76 +27 40 15.3,Lyr,UG,--,17.4 - 23 r,282.6948333333333,27.670916666666667,ZTF18adlabhm,0.03281690890998135
ZTF18abikcnz,--,19 06 03.68 +26 57 46.8,Lyr,UG,--,17.5 - 22.0 g,286.51533333333333,26.963,ZTF18abikcnz,0.08020820585106313
ZTF18abkxflz,--,19 22 30.58 +40 52 48.9,Lyr,UG,--,18.2 - 22.8 g,290.62741666666665,40.880250000000004,ZTF18abkxflz,0.09236110519845102
ZTF18abnudfh,--,19 17 56.04 +30 13 34.1,Lyr,UG,--,17.6 - 21.2 g,289.4835,30.226138888888887,ZTF18admodwh,0.1555732085146629
ZTF18abnvvhl,--,18 52 58.65 +26 45 19.0,Lyr,UG,--,18.6 - 22.6 r,283.244375,26.755277777777778,ZTF18admpwlr,0.0573369870537101
ZTF18abrxrms,000-BNH-780,19 23 31.32 +43 28 52.2,Lyr,UG,--,17.7 - 23: g r,290.8805,43.48116666666667,ZTF18abrxrms,0.01894685119314915
ZTF18abvvtfp,000-BPF-470,18 37 37.86 +32 49 37.2,Lyr,UG,--,17.4 - 22.0 g,279.40774999999996,32.827000000000005,ZTF18abvvtfp,0.06520058656518987
ZTF18abvvyro,000-BPC-788,19 11 59.51 +31 57 05.1,Lyr,UG,--,17.4 - 21.1 g,287.9979583333333,31.951416666666667,ZTF18abvvyro,0.03134454107348264
ZTF18acaxgen,--,19 24 43.64 +33 50 47.5,Lyr,UG,--,17.7 - 22: g,291.18183333333326,33.84652777777778,ZTF18acaxgen,0.25436586436496894
ZTF18acbwkjw,--,18 55 54.13 +26 17 13.2,Lyr,UG,--,17.8 - 22.6 r,283.9755416666667,26.287000000000003,ZTF18acbwkjw,0.07484668889949171
ZTF18acxgwpj,000-BPC-367,19 15 51.18 +32 42 17.1,Lyr,UG,--,17.6 - <23 g,288.96324999999996,32.704750000000004,ZTF18acxgwpj,0.06447206552566812
ZTF19aaumqle,--,19 13 49.42 +36 44 25.5,Lyr,UG,--,17.4 - 21.3 r,288.4559166666666,36.74041666666667,ZTF19aaumqle,0.07008852456384168
ZTF19abagvei,--,19 22 33.95 +38 54 34.1,Lyr,UG,--,17.0 - 23.2: g,290.64145833333333,38.90947222222222,ZTF19abagvei,0.015057430481893489
ZTF19abgbyqo,--,18 54 19.33 +31 05 20.3,Lyr,UG,--,18.5 - 22.7 g,283.5805416666666,31.08897222222222,ZTF19abgbyqo,0.07732983809896667
ZTF19abggtjk,--,18 53 26.61 +43 23 57.8,Lyr,UG,--,16.5 - <23 g,283.36087499999996,43.399388888888886,ZTF19abggtjk,0.15789375058357247
ZTF19abvxjqh,--,19 10 47.04 +43 09 13.8,Lyr,UG,--,18.0 - 20.8 r,287.69599999999997,43.15383333333333,ZTF19abvxjqh,0.04007464709862265
ZTF19acmdqbm,--,18 55 56.64 +36 10 23.1,Lyr,UG,--,16.4 - <23 g,283.986,36.17308333333333,ZTF19acmdqbm,0.02883278423304283
ZTF20aauadsw,--,19 13 11.16 +44 29 29.2,Lyr,UG,--,16.3 - 22.2 g,288.2964999999999,44.49144444444445,ZTF20aauadsw,0.02783249707536029
ZTF20aaurern,--,18 51 49.75 +32 30 39.9,Lyr,UG,--,17.0 - 22.2 g,282.95729166666666,32.51108333333333,ZTF20aaurern,0.04225480949130896
ZTF20abazbfr,000-BNM-925,19 10 07.43 +35 56 38.2,Lyr,UG,--,16.2 - 23.7: g,287.5309583333333,35.94394444444444,ZTF20abazbfr,0.04681545389005153
ZTF21abbxesi,--,19 00 57.67 +30 33 23.2,Lyr,UG,--,17.4 - <23 g,285.2402916666667,30.556444444444445,ZTF21abbxesi,0.08865575018495997
ZTF21abrthyb,000-BPC-366,18 58 05.37 +28 44 00.7,Lyr,UG,--,18.1 - <23 g,284.52237499999995,28.73352777777778,ZTF21abrthyb,0.04898488628739321
ZTF21abytufi,000-BPC-679,18 34 45.09 +26 18 18.4,Lyr,UG,--,17.9 - 23.5 r,278.68787499999996,26.305111111111113,ZTF21abytufi,0.07042468248551517
ZTF22abazqjm,000-BPK-986,19 07 08.58 +29 39 12.6,Lyr,UG,--,17.6 - <23 r,286.78575,29.653499999999998,ZTF22abazqjm,0.14501329673346414
ASASSN-15ky,000-BLQ-878,20 39 52.24 -30 48 05.8,Mic,UG,--,15.2 V - <20.7 clear,309.9676666666666,-30.80161111111111,,
ASASSN-16od,000-BMD-105,21 21 09.89 -27 35 35.4,Mic,UG,--,16.5 - <21: V,320.2912083333333,-27.593166666666665,,
ASASSN-20ib,000-BNP-222,21 07 03.26 -30 37 05.5,Mic,UG,--,15.3 - 20.9 g,316.7635833333333,-30.618194444444445,,
Gaia16bms,000-BMB-703,20 36 45.25 -30 15 49.4,Mic,UG,--,16.7 - <22 G,309.18854166666665,-30.26372222222222,,
LSQ13bsj,--,20 28 55.56 -30 04 02.7,Mic,UG,--,18.6 - 20.9 G,307.2314999999999,-30.067416666666666,,
MASTER OT J203248.71-295522.0,000-BMJ-155,20 32 48.73 -29 55 22.7,Mic,UG,--,16.4 - 20.0 G CV,308.20304166666665,-29.922972222222224,,
2MASS J07420413-0922278,000-BPK-943,07 42 04.13 -09 22 27.9,Mon,UG,--,17.3 - 18.6 g,115.51720833333333,-9.374416666666667,ZTF19aadlcxi,0.12139688557211425
ASASSN-15bv,000-BLN-120,06 25 01.75 -02 47 58.6,Mon,UG,--,15.4 - 20.1 B V,96.25729166666666,-2.799611111111111,ZTF18actaaed,0.08660749892891886
ASASSN-15co,000-BLN-563,06 36 21.35 -03 51 46.4,Mon,UG,--,15.4 - 20.9 V,99.08895833333331,-3.862888888888889,ZTF18adasrny,0.07208196058260738
ASASSN-15ec,000-BLP-222,07 31 58.46 -04 50 51.5,Mon,UG,--,15.3 - 18.0 G V,112.99358333333332,-4.847638888888889,ZTF18acucsxw,0.29723332174476624
ASASSN-15tc,000-BLT-623,07 56 00.31 -02 51 15.4,Mon,UG,0.1651,13.3 - 17.0 V,119.00129166666666,-2.854277777777778,ZTF18acrxnze,0.21391799191916913
ASASSN-16cf,000-BLW-722,07 55 35.46 -10 19 50.0,Mon,UG,--,15.1 - 20.9 V,118.89774999999999,-10.330555555555556,ZTF20aalztwm,0.7896482252245693
ASASSN-16ls,000-BMB-604,07 29 52.47 -10 09 57.6,Mon,UG,--,15.3 - 20.4 V,112.46862499999999,-10.166,ZTF18acrvdrm,0.09210504397604916
ASASSN-16pg,000-BMD-547,06 43 26.83 -02 51 41.0,Mon,UG,--,16.5 - <22 V,100.86179166666666,-2.861388888888889,ZTF19adgiafx,0.3917223651795274
ASASSN-16pi,000-BMD-524,06 46 42.51 -01 40 19.0,Mon,UG,--,17.1 - 20.5 V,101.67712499999999,-1.6719444444444442,ZTF18acyuwnl,0.09302356575281205
ASASSN-17gp,000-BMH-548,07 07 35.97 -09 12 41.5,Mon,UG,--,15.1 - 20.4 V,106.89987499999998,-9.211527777777777,ZTF18acpvmnu,0.2564003798016386
ASASSN-18fd,000-BNP-847,06 22 06.84 -05 31 09.3,Mon,UG,--,16.6 - 21.1 V,95.52849999999998,-5.5192499999999995,,
ASASSN-18hs,000-BMQ-461,07 55 42.34 -11 15 37.0,Mon,UG,--,16.8 - 21.7 V,118.92641666666665,-11.260277777777778,,
ASASSN-18jz,000-BMR-161,07 49 49.97 -07 01 36.8,Mon,UG,--,17.3 - 21.8 g,117.45820833333332,-7.026888888888889,ZTF19acymuht,0.19555345700075502
ASASSN-19bw,000-BMZ-008,07 16 21.09 -03 13 26.4,Mon,UG,--,16.2 - 19.4 g,109.08787499999998,-3.224,,
ASASSN-20ac,000-BNJ-759,07 49 21.69 -03 19 34.2,Mon,UG,--,16.7 - 19.9 g,117.34037499999998,-3.3261666666666665,ZTF18acrvdwc,0.07421292059957296
ASASSN-20nn,000-BNR-852,08 03 28.98 -10 51 19.5,Mon,UG,--,15.5 - 21.8 g,120.87075,-10.855416666666667,,
ASASSN-20pj,000-BNS-628,07 44 28.85 -03 07 02.6,Mon,UG,--,16.4 - 20.0 g,116.12020833333332,-3.1173888888888888,,
ASASSN-21tl,000-BPD-797,07 52 19.22 -05 36 49.6,Mon,UG,--,16.6 - <23 g,118.08008333333332,-5.613777777777777,ZTF21achjcyb,0.03649680122576089
ASASSN-22dg,000-BPH-605,07 06 50.83 -09 49 30.2,Mon,UG,--,14.4 - 16.5 g,106.71179166666666,-9.825055555555556,,
ASASSN-23av,000-BPN-640,06 44 29.14 -04 07 56.3,Mon,UG,--,16.4 - 21.6 g,101.12141666666666,-4.132305555555555,ZTF18acveeev,0.08758369443144357
ASASSN-V J072615.22-102334.9,000-BPM-415,07 26 15.23 -10 23 34.9,Mon,UG,--,14.2 - 16.8 g,111.56345833333333,-10.393027777777776,ZTF18acrvfdx,0.2541057575040744
ATLAS17amw,000-BMF-188,07 48 39.01 -10 49 34.6,Mon,UG,--,16.9 - 23.5: r CR,117.16254166666664,-10.826277777777777,,
ATLAS17bue,000-BMF-932,07 58 48.45 -11 14 51.6,Mon,UG,--,16.9 - <22 CR,119.70187499999999,-11.247666666666666,,
ATLAS17mlc,--,07 57 28.51 -01 45 10.3,Mon,UG,--,16.3 - 22.0 r,119.36879166666665,-1.7528611111111112,ZTF18acrxnfr,0.24825741108157656
ATLAS18zrf,--,07 04 37.59 +06 01 13.3,Mon,UG,--,16.7 - 22.0 g,106.15662499999999,6.020361111111111,ZTF18acuxkzq,0.07175356725475868
ATLAS20bevy,000-BNV-916,06 19 02.43 -09 57 23.8,Mon,UG,--,15.9 - <23 g o,94.76012499999999,-9.95661111111111,,
ATLAS20bfxz,000-BNS-798,07 20 35.99 -01 45 35.9,Mon,UG,--,18.9 - 21.2 r G,110.14995833333332,-1.7599722222222223,ZTF20acnzcmp,0.06577759415396581
ATLAS20icx,000-BNM-487,08 07 59.16 -10 45 27.8,Mon,UG,--,17.8 - 21.1 r CR,121.9965,-10.757722222222222,ZTF19aapcmry,0.050410544209887324
ATLAS20kal,000-BNM-392,05 58 53.68 -09 43 13.6,Mon,UG,--,16.1 - <23 g CR,89.72366666666666,-9.720444444444444,,
ATLAS21bmxr,000-BPF-643,08 02 14.15 -09 21 51.5,Mon,UG,--,17.0 - 23.2: r o,120.55895833333332,-9.364305555555555,,
ATO J103.1497-07.9895,000-BNZ-082,06 52 35.96 -07 59 22.1,Mon,UG,--,16.0 - 19.6 c,103.14983333333332,-7.989472222222222,,
ATO J118.6679-08.2231,--,07 54 40.31 -08 13 23.2,Mon,UG,--,14.6 - 18.3 g,118.66795833333332,-8.22311111111111,ZTF18adaylew,0.1470831719246628
BMAM-V624,000-BNL-146,06 32 08.03 +06 38 14.1,Mon,UG,--,17.7 - 20.7 g,98.03345833333331,6.63725,ZTF21aatigej,0.10006868172245564
CSS 071206:060031-105208,--,06 00 30.97 -10 52 08.0,Mon,UG,--,19.0 - <21 CV,90.12904166666665,-10.86888888888889,ZTF20aaoopvl,0.8616240999948971
